Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
15	74	73	95	24	3	195000	315569.55262170045	962000.0	10	9	7
16	74	73	93	2	3	208000	331554.32893255074	962000.0	10	7	7
17	74	73	92	24	3	221000	331554.32893255074	962000.0	10	9	7
14	74	73	94	13	-8	182000	331554.32893255074	962000.0	10	8	6
16	74	73	94	-8	2	208000	331554.32893255074	962000.0	10	6	7
17	74	73	93	-8	-8	221000	331554.32893255074	962000.0	10	6	6
17	74	73	93	25	14	221000	336769.55262170045	962000.0	10	9	8
15	74	73	95	3	3	195000	315569.55262170045	962000.0	10	7	7
15	74	73	94	2	3	195000	331554.32893255074	962000.0	10	7	7
17	74	73	93	25	14	221000	315569.55262170045	962000.0	10	9	8
17	74	73	93	25	-8	221000	331554.32893255074	962000.0	10	9	6
17	74	73	93	3	-30	221000	331554.32893255074	962000.0	10	7	4
13	74	73	95	12	12	169000	331554.32893255074	962000.0	10	8	8
15	74	73	95	25	14	195000	336769.55262170045	962000.0	10	9	8
16	74	73	93	2	2	208000	283769.55262170045	962000.0	10	7	7
14	74	73	94	24	2	182000	331554.32893255074	962000.0	10	9	7
11	74	73	96	22	2	143000	331554.32893255074	962000.0	10	9	7
15	74	73	95	24	14	195000	315569.55262170045	962000.0	10	9	8
14	74	73	93	22	13	182000	331554.32893255074	962000.0	10	9	8
12	74	73	96	23	-9	156000	294369.55262170045	962000.0	10	9	6
13	74	73	97	14	14	169000	315569.55262170045	962000.0	10	8	8
12	74	73	96	12	2	156000	331554.32893255074	962000.0	10	8	7
16	74	73	94	14	25	208000	315569.55262170045	962000.0	10	8	9
13	74	73	95	2	-30	169000	331554.32893255074	962000.0	10	7	4
16	74	73	94	14	14	208000	315569.55262170045	962000.0	10	8	8
16	74	73	94	14	3	208000	315569.55262170045	962000.0	10	8	7
14	74	73	95	24	24	182000	331554.32893255074	962000.0	10	9	9
16	74	73	93	14	2	208000	331554.32893255074	962000.0	10	8	7
13	74	73	95	22	13	169000	310354.32893255074	962000.0	10	9	8
17	74	73	92	24	-19	221000	299584.7763108502	962000.0	10	9	5
17	74	73	93	14	-9	221000	331554.32893255074	962000.0	10	8	6
17	74	73	93	24	3	221000	336769.55262170045	962000.0	10	9	7
16	74	73	94	14	3	208000	315569.55262170045	962000.0	10	8	7
15	50	73	95	59	13	195000	279169.55262170045	962000.0	10	10	8
16	74	73	94	-8	3	208000	331554.32893255074	962000.0	10	6	7
17	74	73	93	14	3	221000	331554.32893255074	962000.0	10	8	7
16	74	73	94	-8	-8	208000	331554.32893255074	962000.0	10	6	6
19	74	73	90	13	-8	247000	331554.32893255074	962000.0	10	8	6
15	74	73	94	13	3	195000	331554.32893255074	962000.0	10	8	7
13	74	73	95	23	2	169000	310354.32893255074	962000.0	10	9	7
13	74	73	95	22	13	169000	310354.32893255074	962000.0	10	9	8
12	74	73	96	23	13	156000	294369.55262170045	962000.0	10	9	8
18	74	73	92	-8	25	234000	331554.32893255074	962000.0	10	6	9
13	74	73	95	12	13	169000	310354.32893255074	962000.0	10	8	8
15	74	73	94	24	13	195000	294369.55262170045	962000.0	10	9	8
12	74	73	97	13	-9	156000	283769.55262170045	962000.0	10	8	6
14	74	73	96	14	14	182000	315569.55262170045	962000.0	10	8	8
14	74	73	95	14	-8	182000	315569.55262170045	962000.0	10	8	6
15	74	73	95	24	-8	195000	315569.55262170045	962000.0	10	9	6
17	74	73	93	14	3	221000	336769.55262170045	962000.0	10	8	7
