Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
25	54	53	294	223	256	259896	431021.3053363209	416999.8000000002	30	26	29
27	54	53	291	223	202	292383	431021.3053363209	416999.8000000002	30	26	24
23	54	53	296	234	223	249067	395702.10533632094	416999.8000000002	30	27	26
25	54	53	297	235	199	259896	431021.3053363209	416999.8000000002	30	27	24
24	54	53	296	233	233	259896	422191.5053363209	416999.8000000002	30	27	27
30	54	53	290	202	204	324870	395702.10533632094	416999.8000000002	30	24	24
23	54	53	296	233	193	249067	413220.4680024444	416999.8000000002	30	27	23
20	54	53	296	231	202	216580	431021.3053363209	416999.8000000002	30	27	24
29	54	53	291	214	221	314041	422191.5053363209	416999.8000000002	30	25	26
22	54	53	296	232	223	238238	386872.30533632095	416999.8000000002	30	27	26
