Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
12	96	95	96	-9	-9	195000	467404.85194281396	1122750.0	10	8	8
14	96	95	94	2	-31	227500	467404.85194281396	1122750.0	10	9	6
14	96	95	94	-9	-9	227500	467404.85194281396	1122750.0	10	8	8
20	96	95	89	-10	2	325000	467404.85194281396	1122750.0	10	8	9
14	96	95	94	-20	-9	227500	467404.85194281396	1122750.0	10	7	8
15	96	95	94	0	2	243750	440904.85194281396	1122750.0	10	9	9
13	96	95	96	1	1	211250	467404.85194281396	1122750.0	10	9	9
15	96	95	94	-10	-9	243750	467404.85194281396	1122750.0	10	8	8
15	96	95	92	-10	2	243750	467404.85194281396	1122750.0	10	8	9
13	96	95	94	-21	-31	211250	440904.85194281396	1122750.0	10	7	6
14	96	95	95	2	2	227500	500635.8223313768	1122750.0	10	9	9
17	96	95	93	-20	-21	260000	460885.8223313768	1122750.0	10	7	7
16	96	59	93	1	48	260000	500635.8223313768	975000.0	10	9	10
15	96	95	94	-1	-31	243750	440904.85194281396	1122750.0	10	9	6
11	96	95	97	2	1	178750	467404.85194281396	1122750.0	10	9	9
17	96	95	92	-11	0	276250	440904.85194281396	1122750.0	10	8	9
15	92	95	94	16	-20	243750	488635.8223313768	1122750.0	10	10	7
15	32	95	94	76	-9	243750	275404.85194281396	1122750.0	10	10	8
13	96	95	95	2	-9	211250	500635.8223313768	1122750.0	10	9	8
17	96	95	92	1	2	276250	467404.85194281396	1122750.0	10	9	9
16	96	95	93	1	-42	260000	467404.85194281396	1122750.0	10	9	5
13	96	95	94	-10	-10	211250	440904.85194281396	1122750.0	10	8	8
23	96	95	86	-20	-20	373750	467404.85194281396	1122750.0	10	7	7
16	96	95	93	1	-20	260000	467404.85194281396	1122750.0	10	9	7
15	96	59	94	1	49	243750	467404.85194281396	975000.0	10	9	10
12	96	95	96	-20	-20	195000	460885.8223313768	1122750.0	10	7	7
15	74	59	94	34	49	243750	434635.8223313768	975000.0	10	10	10
15	96	95	94	1	2	243750	467404.85194281396	1122750.0	10	9	9
15	69	95	94	39	2	243750	386404.85194281396	1122750.0	10	10	9
17	96	95	92	-9	-9	276250	467404.85194281396	1122750.0	10	8	8
15	96	95	93	1	1	243750	500635.8223313768	1122750.0	10	9	9
14	96	62	94	-20	46	227500	467404.85194281396	1023750.0	10	7	10
14	96	95	95	0	-20	227500	467404.85194281396	1122750.0	10	9	7
12	96	95	95	1	2	195000	440904.85194281396	1122750.0	10	9	9
19	96	95	90	-10	2	308750	467404.85194281396	1122750.0	10	8	9
17	72	95	92	36	-9	276250	395404.85194281396	1122750.0	10	10	8
13	96	95	95	-10	-20	211250	467404.85194281396	1122750.0	10	8	7
11	96	95	96	-10	-9	178750	440904.85194281396	1122750.0	10	8	8
16	96	95	93	1	2	260000	467404.85194281396	1122750.0	10	9	9
15	96	95	94	1	-9	243750	500635.8223313768	1122750.0	10	9	8
17	96	95	92	1	-9	276250	467404.85194281396	1122750.0	10	9	8
13	96	95	95	-10	-9	211250	440904.85194281396	1122750.0	10	8	8
13	96	95	96	1	-32	211250	467404.85194281396	1122750.0	10	9	6
17	96	95	92	1	2	276250	467404.85194281396	1122750.0	10	9	9
13	96	95	95	-9	-32	211250	500635.8223313768	1122750.0	10	8	6
17	96	95	92	1	-20	276250	467404.85194281396	1122750.0	10	9	7
14	96	58	94	2	49	227500	467404.85194281396	958750.0	10	9	10
16	96	95	93	1	-20	260000	467404.85194281396	1122750.0	10	9	7
21	96	95	87	-20	-21	341250	467404.85194281396	1122750.0	10	7	7
18	96	95	91	-10	-9	292500	467404.85194281396	1122750.0	10	8	8
