Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	18	2	19	-7	19	12987	53382.78306907874	12987.0	2	1	2
3	6	2	19	16	19	12987	33146.522046052516	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	18	2	19	-7	19	12987	53382.78306907874	12987.0	2	1	2
3	6	2	19	16	19	12987	33146.522046052516	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	7	2	19	15	19	12987	39268.65255756564	12987.0	2	2	2
3	18	2	19	-7	19	12987	53382.78306907874	12987.0	2	1	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	8	2	19	14	19	12987	45390.78306907877	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	6	2	19	16	19	12987	33146.522046052516	12987.0	2	2	2
3	6	2	19	16	19	12987	33146.522046052516	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	7	2	19	15	19	12987	39268.65255756564	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	8	2	19	14	19	12987	45390.78306907877	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	8	2	19	14	19	12987	45390.78306907877	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	8	2	19	14	19	12987	45390.78306907877	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	7	2	19	15	19	12987	39268.65255756564	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	18	2	19	-7	19	12987	53382.78306907874	12987.0	2	1	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	18	2	19	-7	19	12987	53382.78306907874	12987.0	2	1	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
3	5	2	19	17	19	12987	27024.391534539387	12987.0	2	2	2
