Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
11	54	53	44	-21	-10	119119	227229.71866693872	416999.8000000002	5	3	4
11	54	53	44	-21	-10	119119	227229.71866693872	416999.8000000002	5	3	4
9	54	30	45	-21	23	97461	227229.71866693872	335699.0	5	3	5
9	54	53	45	-32	-21	97461	227229.71866693872	416999.8000000002	5	2	3
9	54	53	46	-32	-10	97461	209570.11866693868	416999.8000000002	5	2	4
11	54	28	44	-21	26	119119	227229.71866693872	314041.0	5	3	5
10	54	53	44	-21	-11	108290	227229.71866693872	416999.8000000002	5	3	4
11	54	33	44	-21	20	119119	227229.71866693872	368186.0	5	3	5
9	54	53	45	-32	-21	97461	227229.71866693872	416999.8000000002	5	2	3
14	54	53	41	-21	-11	151606	227229.71866693872	416999.8000000002	5	3	4
12	54	53	43	-43	-21	129948	227229.71866693872	416999.8000000002	5	1	3
10	54	53	45	-21	-10	108290	227229.71866693872	416999.8000000002	5	3	4
11	54	53	44	-21	-10	119119	227229.71866693872	416999.8000000002	5	3	4
10	54	53	45	-21	-11	108290	227229.71866693872	416999.8000000002	5	3	4
10	54	31	45	-21	23	108290	227229.71866693872	346528.0	5	3	5
10	54	53	45	-32	-21	108290	227229.71866693872	416999.8000000002	5	2	3
11	54	53	44	-32	-10	119119	227229.71866693872	416999.8000000002	5	2	4
11	54	28	44	-21	26	119119	227229.71866693872	314041.0	5	3	5
12	54	53	43	-21	-11	129948	227229.71866693872	416999.8000000002	5	3	4
9	54	27	46	-21	27	97461	231715.23733387695	303212.0	5	3	5
10	54	53	45	-21	-10	108290	227229.71866693872	416999.8000000002	5	3	4
11	54	53	44	-43	-21	119119	227229.71866693872	416999.8000000002	5	1	3
8	54	53	46	-11	-32	86632	227229.71866693872	416999.8000000002	5	4	2
11	54	53	44	-32	-10	119119	227229.71866693872	416999.8000000002	5	2	4
10	54	53	45	-10	-10	108290	227229.71866693872	416999.8000000002	5	4	4
11	54	53	44	-21	-10	119119	227229.71866693872	416999.8000000002	5	3	4
11	54	53	44	-21	-10	119119	227229.71866693872	416999.8000000002	5	3	4
11	54	30	44	-32	24	119119	227229.71866693872	335699.0	5	2	5
12	54	53	43	-21	-10	129948	227229.71866693872	416999.8000000002	5	3	4
12	54	53	43	-32	-21	129948	227229.71866693872	416999.8000000002	5	2	3
11	32	53	43	22	-10	119119	183247.31866693846	416999.8000000002	5	5	4
11	54	53	44	-32	-10	119119	209570.11866693868	416999.8000000002	5	2	4
10	54	53	44	-32	-32	108290	227229.71866693872	416999.8000000002	5	2	2
10	54	27	45	-21	27	108290	227229.71866693872	303212.0	5	3	5
10	54	29	45	-32	24	108290	227229.71866693872	324870.0	5	2	5
12	54	53	42	-22	-21	129948	227229.71866693872	416999.8000000002	5	3	3
10	54	53	45	-32	-10	108290	227229.71866693872	416999.8000000002	5	2	4
11	54	28	44	-21	25	119119	227229.71866693872	314041.0	5	3	5
12	54	53	43	-21	-10	129948	227229.71866693872	416999.8000000002	5	3	4
11	54	31	44	-21	23	119119	227229.71866693872	346528.0	5	3	5
10	54	30	45	-21	24	108290	227229.71866693872	335699.0	5	3	5
10	54	53	44	-11	-32	108290	227229.71866693872	416999.8000000002	5	4	2
10	54	53	44	-21	-21	108290	227229.71866693872	416999.8000000002	5	3	3
12	54	30	43	-21	24	129948	227229.71866693872	335699.0	5	3	5
11	54	53	44	-32	-10	119119	227229.71866693872	416999.8000000002	5	2	4
14	40	53	41	15	-10	151606	199240.91866693855	416999.8000000002	5	5	4
12	54	53	43	-32	-10	129948	227229.71866693872	416999.8000000002	5	2	4
11	54	26	44	-21	28	119119	227229.71866693872	292383.0	5	3	5
11	54	53	44	-32	-10	119119	227229.71866693872	416999.8000000002	5	2	4
12	54	27	43	-21	27	129948	227229.71866693872	303212.0	5	3	5
