Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
24	12	49	494	500	470	259896	143545.7933346912	409003.0000000002	50	50	50
