Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
11	10	37	96	98	58	85800	90923.46314604057	296400.0	10	10	9
10	9	37	97	97	57	78000	79892.59735953042	296400.0	10	10	9
11	17	16	96	90	89	85800	129572.59735953042	132600.0	10	10	10
12	15	37	95	92	57	93600	113972.59735953042	296400.0	10	10	9
11	9	19	96	97	86	85800	79892.59735953042	156000.0	10	10	10
11	10	36	96	96	71	85800	94154.3289325507	288600.0	10	10	10
11	38	37	97	48	37	78000	214126.92629208113	296400.0	10	8	7
11	38	37	96	58	47	85800	213923.46314604057	296400.0	10	9	8
12	38	37	95	38	59	93600	166274.3289325507	296400.0	10	7	9
11	14	37	96	94	57	85800	118892.59735953042	296400.0	10	10	9
