Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
0	0	0	10	10	10	0	0.0	0.0	1	1	1
