Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
12	54	53	97	23	11	624	1048.7391052434016	2002.3999999999983	10	7	6
12	54	53	95	12	33	624	1048.7391052434016	2002.3999999999983	10	6	8
13	54	53	95	12	44	676	1048.7391052434016	2002.3999999999983	10	6	9
13	54	53	95	12	34	676	1048.7391052434016	2002.3999999999983	10	6	8
18	54	53	90	12	23	936	1048.7391052434016	2002.3999999999983	10	6	7
13	54	53	95	12	22	676	1048.7391052434016	2002.3999999999983	10	6	7
14	54	53	95	12	43	728	1048.7391052434016	2002.3999999999983	10	6	9
12	54	53	98	12	1	624	1048.7391052434016	2002.3999999999983	10	6	5
14	54	53	95	12	22	728	1048.7391052434016	2002.3999999999983	10	6	7
12	54	53	97	12	1	624	1048.7391052434016	2002.3999999999983	10	6	5
13	54	53	95	12	12	676	1048.7391052434016	2002.3999999999983	10	6	6
13	54	53	95	12	12	676	1048.7391052434016	2002.3999999999983	10	6	6
15	54	53	94	12	22	780	1048.7391052434016	2002.3999999999983	10	6	7
17	54	53	93	12	1	884	1048.7391052434016	2002.3999999999983	10	6	5
11	54	53	96	23	12	572	1048.7391052434016	2002.3999999999983	10	7	6
13	54	53	95	23	23	676	1048.7391052434016	2002.3999999999983	10	7	7
13	54	53	95	12	23	676	1048.7391052434016	2002.3999999999983	10	6	7
13	54	53	95	23	34	676	1048.7391052434016	2002.3999999999983	10	7	8
15	54	53	94	12	12	780	1048.7391052434016	2002.3999999999983	10	6	6
13	54	53	95	23	34	676	1048.7391052434016	2002.3999999999983	10	7	8
17	54	53	92	23	22	884	1048.7391052434016	2002.3999999999983	10	7	7
13	54	53	95	12	12	676	1048.7391052434016	2002.3999999999983	10	6	6
13	54	53	94	12	11	676	1048.7391052434016	2002.3999999999983	10	6	6
15	54	53	94	23	-11	780	1048.7391052434016	2002.3999999999983	10	7	4
14	54	53	95	12	12	728	1048.7391052434016	2002.3999999999983	10	6	6
13	54	53	95	12	12	676	1048.7391052434016	2002.3999999999983	10	6	6
13	54	53	95	23	0	676	1048.7391052434016	2002.3999999999983	10	7	5
13	54	53	95	12	22	676	1048.7391052434016	2002.3999999999983	10	6	7
12	54	53	96	33	32	624	1048.7391052434016	2002.3999999999983	10	8	8
14	54	53	94	12	11	728	1048.7391052434016	2002.3999999999983	10	6	6
14	54	53	95	33	21	728	1048.7391052434016	2002.3999999999983	10	8	7
13	54	53	96	12	23	676	1048.7391052434016	2002.3999999999983	10	6	7
14	54	53	94	12	33	728	1048.7391052434016	2002.3999999999983	10	6	8
14	54	53	95	12	21	728	1048.7391052434016	2002.3999999999983	10	6	7
16	54	53	93	23	12	832	1048.7391052434016	2002.3999999999983	10	7	6
11	54	53	97	1	1	572	1048.7391052434016	2002.3999999999983	10	5	5
14	54	53	94	23	12	728	1048.7391052434016	2002.3999999999983	10	7	6
14	54	53	94	23	33	728	1048.7391052434016	2002.3999999999983	10	7	8
14	54	53	94	23	44	728	1048.7391052434016	2002.3999999999983	10	7	9
14	54	53	94	22	12	728	1048.7391052434016	2002.3999999999983	10	7	6
16	54	53	94	12	21	832	1048.7391052434016	2002.3999999999983	10	6	7
16	54	53	94	23	12	832	1048.7391052434016	2002.3999999999983	10	7	6
14	54	53	94	12	23	728	1048.7391052434016	2002.3999999999983	10	6	7
11	54	53	97	1	1	572	1048.7391052434016	2002.3999999999983	10	5	5
14	54	53	95	-10	12	728	1048.7391052434016	2002.3999999999983	10	4	6
13	54	53	95	12	33	676	1048.7391052434016	2002.3999999999983	10	6	8
17	54	53	94	23	33	832	1048.7391052434016	2002.3999999999983	10	7	8
11	54	53	97	1	1	572	1048.7391052434016	2002.3999999999983	10	5	5
12	54	53	95	-10	34	624	1048.7391052434016	2002.3999999999983	10	4	8
18	54	53	92	23	12	936	1048.7391052434016	2002.3999999999983	10	7	6
