Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
23	54	53	86	34	43	249067	285258.9866693829	416999.8000000002	10	8	9
15	54	29	94	11	78	162435	311748.3866693828	324870.0	10	6	10
13	54	28	95	22	78	140777	343005.78000407404	314041.0	10	7	10
14	54	53	95	22	43	151606	294088.7866693828	416999.8000000002	10	7	9
14	54	28	95	22	79	151606	298574.3053363211	314041.0	10	7	10
18	54	53	91	33	33	194922	294088.7866693829	416999.8000000002	10	8	8
14	54	53	94	11	42	151606	311748.3866693828	416999.8000000002	10	6	9
16	54	53	94	23	22	162435	280914.7053363211	416999.8000000002	10	7	7
15	54	53	94	12	22	162435	325063.705336321	416999.8000000002	10	6	7
14	54	53	95	12	44	151606	325063.705336321	416999.8000000002	10	6	9
14	54	53	95	12	43	151606	325063.705336321	416999.8000000002	10	6	9
17	54	34	92	22	73	184093	267599.38666938286	379015.0	10	7	10
20	54	53	90	23	11	205751	285258.98666938284	416999.8000000002	10	7	6
13	54	53	96	11	33	140777	311748.3866693828	416999.8000000002	10	6	8
18	54	53	92	23	33	194922	285258.9866693829	416999.8000000002	10	7	8
18	54	53	92	23	32	194922	267599.38666938286	416999.8000000002	10	7	8
19	54	53	91	34	44	205751	325204.9426701976	416999.8000000002	10	8	9
21	54	53	89	23	32	227409	285258.9866693829	416999.8000000002	10	7	8
19	54	34	91	23	74	205751	285258.9866693829	379015.0	10	7	10
14	54	53	94	21	22	151606	267599.38666938286	416999.8000000002	10	7	7
19	54	53	92	23	33	194922	285258.9866693829	416999.8000000002	10	7	8
20	54	53	90	23	43	216580	285258.9866693829	416999.8000000002	10	7	9
13	54	53	96	11	42	140777	325063.705336321	416999.8000000002	10	6	9
18	54	28	91	11	78	194922	311748.3866693828	314041.0	10	6	10
15	54	53	93	12	33	162435	325063.705336321	416999.8000000002	10	6	8
21	54	53	88	23	42	227409	285258.9866693829	416999.8000000002	10	7	9
19	54	53	90	23	33	205751	285258.9866693829	416999.8000000002	10	7	8
16	54	53	93	23	33	173264	280914.7053363211	416999.8000000002	10	7	8
14	54	53	94	11	32	151606	311748.3866693828	416999.8000000002	10	6	8
16	54	31	93	23	76	173264	325063.705336321	346528.0	10	7	10
19	54	53	90	23	33	205751	294088.7866693828	416999.8000000002	10	7	8
15	54	47	93	11	60	162435	311748.3866693828	405004.60000000015	10	6	10
18	54	53	91	22	33	194922	285258.98666938284	416999.8000000002	10	7	8
16	54	28	93	22	79	173264	302918.5866693828	314041.0	10	7	10
20	54	30	90	23	77	216580	285258.9866693829	335699.0	10	7	10
21	54	53	89	12	32	227409	311748.3866693828	416999.8000000002	10	6	8
14	54	53	95	12	31	151606	325063.705336321	416999.8000000002	10	6	8
17	54	53	92	12	43	184093	311748.3866693828	416999.8000000002	10	6	9
19	54	33	91	23	74	205751	285258.9866693829	368186.0	10	7	10
14	54	53	95	12	33	151606	325063.705336321	416999.8000000002	10	6	8
21	54	32	89	12	76	227409	311748.3866693828	357357.0	10	6	10
16	54	53	95	23	22	162435	285258.9866693829	416999.8000000002	10	7	7
16	54	53	94	23	44	173264	276429.18666938285	416999.8000000002	10	7	9
14	54	53	95	23	22	151606	334034.74267019756	416999.8000000002	10	7	7
17	54	53	92	12	22	184093	325063.705336321	416999.8000000002	10	6	7
17	54	53	93	34	32	184093	285258.9866693829	416999.8000000002	10	8	8
22	54	53	88	1	33	238238	267458.1493355064	416999.8000000002	10	5	8
19	54	53	90	23	33	205751	311748.3866693828	416999.8000000002	10	7	8
22	54	53	88	23	33	238238	329690.4613371358	416999.8000000002	10	7	8
15	54	53	94	22	42	162435	294088.7866693828	416999.8000000002	10	7	9
