TS	X	Y
0	1.4379796903214248	4.943960413090655
1	1.4178445656967835	5.0481267505712015
2	1.7302042856958997	5.967692099365811
3	2.5836496901850463	5.66727860070989
4	2.9028771194296814	6.623358230026889
5	2.7122702775180367	7.440125514217154
6	4.207355709168706	7.201223039012364
7	4.354367539643319	9.057690335585365
8	4.80245026818628	8.505135517658319
9	4.150866044078166	8.623081269976199
10	4.183294976770965	9.743813644849638
11	3.227338423079049	10.12916236745636
12	4.187500158685302	9.21713211827868
13	3.291599426143657	10.437961966742801
14	3.7447972695001526	12.042333361984616
15	4.102415713131994	12.10665096647368
16	3.863615760278388	11.666089873288996
17	2.599181455095276	9.217335596538272
18	4.031663971072967	9.272864031105813
19	2.411705395925287	9.427417453819192
20	2.4588494363902846	9.863054254896362
21	2.091059392455145	11.485887432129248
22	4.091465792476709	12.804557121051918
23	2.2100677920153444	13.619338058395995
24	1.3158365960876421	14.586445814739857
25	0.9018480585425517	14.091224773648463
26	2.4918566218535125	15.480179055246413
27	3.3702278588786205	15.38010532818574
28	1.4486829886894155	15.717850294948633
29	1.44268172619437	14.677174548169434
30	3.1340766993525038	15.462772008746274
31	1.264178878819226	14.99268253386175
32	0.35317303002522293	14.835486234436479
33	0.762455876845984	15.97345511844603
34	1.9451671648940574	15.90726808864364
35	4.230201244339938	15.68608004392948
36	6.029052526802182	15.969616669755988
37	5.3917254806821555	15.64315253829593
38	7.858315758825663	15.844629012696508
39	4.852984877691334	15.911286363672676
40	4.234101862677143	14.590140582547544
41	4.233071056324391	14.21341715530142
42	5.488391095205805	13.728409397962004
43	5.750723552232265	12.853891363301216
44	6.216868118605113	13.102123463676781
45	7.586570411507317	13.149844232978436
46	8.287149446921234	14.021110639268382
47	10.380611205186485	14.209799425832049
48	8.791739284985452	15.351125038966082
49	10.450033350984658	15.901806482845549
50	9.564130013451527	15.754195682090213
51	13.073075036009948	15.249740253027799
52	12.244180620548018	14.97525869098576
53	14.480627639279572	13.22377896569656
54	13.128794434509318	11.938500988801245
55	15.100582668220369	11.413504814472548
56	14.639713076414138	10.186087289660357
57	14.281949902404385	9.697532240996301
58	14.60810741757908	9.25890446674879
59	11.788327519279802	9.393661219233705
60	13.011386895711983	9.32822439664751
61	10.724529772229477	8.943055914073524
62	11.643873779138993	9.143339347887096
63	11.676812831789187	11.12652300163704
64	11.293404997772328	11.465811484122048
65	13.024803255695415	13.35351479510018
66	12.898088214220927	13.65851367832133
67	13.64197013188858	14.768812013619895
68	14.368463781745023	15.747339836053278
69	12.953020819472163	15.566205064754882
70	13.185975828478833	15.935815089755417
71	12.826464610706882	14.416235599610552
72	14.304547266820103	13.600828577739598
73	12.48756065972607	12.037147561420918
74	14.147481381250882	11.775628542954562
75	15.09043432760398	13.02776947900044
76	12.866648361786803	14.414867973744197
77	14.605710755089369	15.64872269250345
78	12.226916145272053	15.955917354069609
79	14.702778799512348	15.454055224084133
