EpNum	EpSteps	Reward	ener	dist
87	9	396	468.0	0.0
88	9	396	468.0	0.0
89	9	396	468.0	0.0
90	9	396	468.0	0.0
91	9	396	468.0	0.0
92	9	396	468.0	0.0
93	9	396	468.0	0.0
94	9	396	468.0	0.0
95	9	396	468.0	0.0
96	9	396	468.0	0.0
97	9	396	468.0	0.0
98	9	396	468.0	0.0
99	9	396	468.0	0.0
100	9	396	468.0	0.0
101	29	376	1448.1301576774106	0.0
102	27	378	1280.1910524340094	0.0
103	63	342	2602.3474734076126	0.0
104	18	387	874.0955262170048	0.0
105	111	294	5061.373157302029	0.0
106	37	369	1738.286578651013	0.0
107	108	297	4587.712262545427	0.0
108	31	375	1402.7128419472074	0.0
109	205	200	8259.477051683247	0.0
110	20	384	787.6346314604058	0.0
111	64	341	2166.4083681642105	0.0
112	106	300	4186.912262545427	0.0
113	39	365	906.095526217005	0.0
114	500	-94	19595.214418721334	0.0
115	28	376	1225.8519471906084	0.0
116	176	229	6980.268683519033	0.0
117	11	393	488.5564209736039	0.0
118	57	348	2717.0603153548195	0.0
119	187	218	7534.798841196451	0.0
120	23	382	986.0346314604059	0.0
121	92	313	3497.9212101114185	0.0
122	46	358	2099.947473407612	0.0
123	64	342	2845.486578651013	0.0
124	76	329	3622.294946815226	0.0
125	47	358	1939.2692629208104	0.0
126	41	364	1604.373736703806	0.0
127	246	159	10186.259156551268	0.0
128	192	212	7689.816156926647	0.0
129	33	371	1189.0519471906086	0.0
130	183	223	6921.625104492644	0.0
131	12	393	646.8955262170048	0.0
132	122	284	4784.694946815224	0.0
133	23	381	1242.4692629208114	0.0
134	23	382	1070.834631460406	0.0
135	54	351	2476.2603153548193	0.0
136	76	328	3090.5994205982197	0.0
137	280	124	10235.363630334263	0.0
138	17	386	482.2173157302029	0.0
139	72	332	2860.3821048680184	0.0
140	13	392	571.6955262170047	0.0
141	93	313	4316.51226254543	0.0
142	119	286	4564.07763108502	0.0
143	13	393	571.6955262170048	0.0
144	9	395	341.4782104868019	0.0
145	14	390	643.878210486802	0.0
146	63	342	3029.06031535482	0.0
147	82	322	3467.216736328423	0.0
148	50	355	2244.008368164211	0.0
149	23	382	943.6346314604059	0.0
150	42	363	1552.0692629208113	0.0
151	8	396	331.87821048680195	0.0
152	7	397	322.27821048680187	0.0
153	9	395	341.4782104868019	0.0
154	58	348	1747.3910524340079	0.0
155	8	397	523.6955262170047	0.0
156	24	381	995.6346314604058	0.0
157	25	379	792.556420973604	0.0
158	8	396	267.93910524340095	0.0
159	27	378	1109.2346314604058	0.0
160	12	392	455.07821048680194	0.0
161	29	377	1406.408368164212	0.0
162	12	392	519.0173157302029	0.0
163	16	390	663.0782104868019	0.0
164	7	397	258.3391052434009	0.0
165	11	393	445.47821048680197	0.0
166	18	386	597.478210486802	0.0
167	32	373	1391.4519471906087	0.0
168	16	388	493.4782104868019	0.0
169	60	346	2510.2865786510124	0.0
170	10	394	371.93910524340095	0.0
171	67	338	2916.686578651013	0.0
172	24	381	1143.6955262170047	0.0
173	5	399	239.13910524340096	0.0
174	12	392	455.078210486802	0.0
175	23	382	942.9564209736039	0.0
176	12	392	667.7564209736038	0.0
177	17	387	801.2346314604058	0.0
178	5	399	239.13910524340096	0.0
179	8	396	416.67821048680196	0.0
180	8	396	267.93910524340095	0.0
181	11	393	594.2173157302029	0.0
182	6	398	248.73910524340096	0.0
183	7	397	258.3391052434009	0.0
184	19	385	968.4955262170048	0.0
185	10	394	456.7391052434009	0.0
186	51	354	1764.991052434009	0.0
187	40	365	1829.66926292081	0.0
188	68	338	3033.3038943812157	0.0
189	20	384	1020.4955262170048	0.0
190	7	397	258.3391052434009	0.0
191	100	304	3893.060315354819	0.0
192	34	370	1241.0519471906086	0.0
193	33	371	1422.5910524340095	0.0
194	25	380	1302.0346314604055	0.0
195	15	389	717.4173157302029	0.0
196	106	299	4484.390473032229	0.0
197	21	383	945.2955262170049	0.0
198	28	376	1139.695526217005	0.0
199	34	370	1432.8692629208113	0.0
200	21	383	818.7737367038069	0.0
201	49	355	1831.2692629208107	0.0
202	58	346	1915.6346314604043	0.0
203	83	321	3350.294946815225	0.0
204	4	400	229.53910524340097	0.0
205	21	384	861.8519471906088	0.0
206	5	399	346.1564209736038	0.0
207	68	336	2651.7038943812145	0.0
208	104	300	4398.538525841623	0.0
209	5	399	239.13910524340096	0.0
210	5	399	239.13910524340096	0.0
211	7	397	343.139105243401	0.0
212	54	352	2070.4083681642105	0.0
213	5	399	239.13910524340096	0.0
214	5	399	239.13910524340096	0.0
215	41	364	987.8782104868025	0.0
216	30	375	1158.895526217004	0.0
217	14	390	346.4	0.0
218	6	398	248.73910524340096	0.0
219	7	397	322.2782104868019	0.0
220	10	394	308.0	0.0
221	21	384	1052.3128419472077	0.0
222	80	325	2766.225683894414	0.0
223	49	355	2552.7474734076122	0.0
224	5	399	239.13910524340096	0.0
225	4	400	229.53910524340097	0.0
226	71	333	2574.1647891378148	0.0
227	77	329	2014.591052434008	0.0
228	5	399	239.13910524340096	0.0
229	4	400	229.53910524340097	0.0
230	6	398	248.73910524340096	0.0
231	25	379	963.512841947208	0.0
232	31	374	1083.6955262170052	0.0
233	15	389	356.0	0.0
234	4	400	229.53910524340097	0.0
235	71	334	2957.121210111418	0.0
236	4	400	229.53910524340097	0.0
237	33	372	1314.8955262170045	0.0
238	8	396	416.6782104868019	0.0
239	16	388	791.6346314604059	0.0
240	15	390	462.33910524340104	0.0
241	15	390	802.8955262170048	0.0
242	5	399	239.13910524340096	0.0
243	40	364	1212.4955262170051	0.0
244	8	397	459.75642097360384	0.0
245	5	399	239.13910524340096	0.0
246	7	397	258.3391052434009	0.0
247	14	391	686.278210486802	0.0
248	4	400	229.53910524340097	0.0
249	52	352	1923.3301576774095	0.0
250	4	400	229.53910524340097	0.0
251	5	399	239.13910524340096	0.0
252	5	400	324.6173157302029	0.0
253	4	400	229.53910524340097	0.0
254	5	399	239.13910524340096	0.0
255	20	385	723.017315730203	0.0
256	6	398	248.73910524340096	0.0
257	8	396	416.67821048680196	0.0
258	5	399	239.13910524340096	0.0
259	16	389	642.2173157302029	0.0
260	12	392	603.8173157302028	0.0
261	13	391	613.4173157302029	0.0
262	10	394	456.73910524340096	0.0
263	30	374	1413.9737367038063	0.0
264	37	367	1374.8346314604057	0.0
265	12	392	667.7564209736039	0.0
266	14	390	707.817315730203	0.0
267	37	367	1204.556420973604	0.0
268	19	386	883.6955262170048	0.0
269	12	393	646.2173157302029	0.0
270	14	390	792.6173157302029	0.0
271	40	364	1638.5301576774098	0.0
272	14	390	771.7564209736039	0.0
273	50	354	1541.3564209736012	0.0
274	114	290	3795.2776310850195	0.0
275	6	398	248.73910524340096	0.0
276	83	323	2836.747473407611	0.0
277	6	398	333.53910524340097	0.0
278	79	325	2394.5301576774077	0.0
279	6	398	333.53910524340097	0.0
280	53	351	2103.8865786510123	0.0
281	6	399	312.6782104868019	0.0
282	5	399	346.1564209736038	0.0
283	26	378	971.7564209736041	0.0
284	68	336	2205.486578651011	0.0
285	77	327	2610.903894381214	0.0
286	29	375	1320.9301576774099	0.0
287	54	350	1050.7737367038076	0.0
288	47	357	1619.5737367038062	0.0
289	4	400	229.53910524340097	0.0
290	6	398	333.53910524340097	0.0
291	4	400	229.53910524340097	0.0
292	4	400	229.53910524340097	0.0
293	24	380	889.2955262170051	0.0
294	7	397	279.2	0.0
295	4	400	229.53910524340097	0.0
296	8	396	352.73910524340096	0.0
297	4	400	229.53910524340097	0.0
298	5	399	239.13910524340096	0.0
299	20	384	850.895526217005	0.0
300	4	400	229.53910524340097	0.0
301	5	400	303.07821048680194	0.0
302	5	399	239.13910524340096	0.0
303	8	396	267.93910524340095	0.0
304	11	394	530.278210486802	0.0
305	4	400	229.53910524340097	0.0
306	4	400	229.53910524340097	0.0
307	4	400	229.53910524340097	0.0
308	6	398	248.73910524340096	0.0
309	11	393	466.339105243401	0.0
310	35	370	1441.7910524340089	0.0
311	4	400	229.53910524340097	0.0
312	8	396	352.73910524340096	0.0
313	5	399	239.13910524340096	0.0
314	5	399	239.13910524340093	0.0
315	4	400	229.53910524340097	0.0
316	4	400	229.53910524340097	0.0
317	6	398	248.73910524340096	0.0
318	5	399	239.13910524340096	0.0
319	8	396	416.6782104868019	0.0
320	4	400	229.53910524340097	0.0
321	4	400	229.53910524340097	0.0
322	4	400	229.53910524340097	0.0
323	4	400	229.53910524340097	0.0
324	4	400	229.53910524340097	0.0
325	4	400	229.53910524340097	0.0
326	4	400	229.53910524340097	0.0
327	13	392	719.7564209736039	0.0
328	4	400	229.53910524340097	0.0
329	4	400	229.53910524340097	0.0
330	4	400	229.53910524340097	0.0
331	4	400	229.53910524340097	0.0
332	6	399	312.6782104868019	0.0
333	5	399	239.13910524340096	0.0
334	4	400	229.53910524340097	0.0
335	5	399	239.13910524340096	0.0
336	4	400	229.53910524340097	0.0
337	4	400	229.53910524340097	0.0
338	6	398	333.53910524340097	0.0
339	5	399	239.13910524340096	0.0
340	4	400	229.53910524340097	0.0
341	4	400	229.53910524340097	0.0
342	5	399	239.13910524340096	0.0
343	7	397	343.139105243401	0.0
344	4	400	229.53910524340097	0.0
345	10	394	542.8955262170048	0.0
346	53	351	2210.2256838944136	0.0
347	49	356	1596.3737367038057	0.0
348	4	400	229.53910524340097	0.0
349	4	400	229.53910524340097	0.0
350	6	398	248.73910524340096	0.0
351	5	399	239.13910524340096	0.0
352	6	399	355.07821048680194	0.0
353	4	400	229.53910524340097	0.0
354	4	400	229.53910524340097	0.0
355	11	393	530.278210486802	0.0
356	4	400	229.53910524340097	0.0
357	5	399	239.13910524340096	0.0
358	5	399	239.13910524340096	0.0
359	4	400	229.53910524340097	0.0
360	5	399	239.13910524340096	0.0
361	4	400	229.53910524340097	0.0
362	7	398	407.07821048680194	0.0
363	4	400	229.53910524340097	0.0
364	4	400	229.53910524340097	0.0
365	4	400	229.53910524340097	0.0
366	6	398	334.21731573020287	0.0
367	5	399	239.13910524340096	0.0
368	4	400	229.53910524340097	0.0
369	7	398	407.07821048680194	0.0
370	7	397	343.139105243401	0.0
371	4	400	229.53910524340097	0.0
372	15	390	866.1564209736039	0.0
373	5	399	239.13910524340096	0.0
374	4	400	229.53910524340097	0.0
375	10	395	584.6173157302029	0.0
376	5	399	303.07821048680194	0.0
377	5	399	239.13910524340096	0.0
378	4	400	229.53910524340097	0.0
379	5	399	303.07821048680194	0.0
380	5	399	239.13910524340096	0.0
381	5	399	239.13910524340096	0.0
382	4	400	229.53910524340097	0.0
383	5	399	239.13910524340096	0.0
384	6	398	333.53910524340097	0.0
385	9	396	554.1564209736039	0.0
386	5	399	303.07821048680194	0.0
387	4	400	229.53910524340097	0.0
388	5	399	239.13910524340096	0.0
389	4	400	229.53910524340097	0.0
390	6	398	248.73910524340096	0.0
391	4	400	229.53910524340097	0.0
392	4	400	229.53910524340097	0.0
393	5	399	303.07821048680194	0.0
394	4	400	229.53910524340097	0.0
395	7	398	407.07821048680194	0.0
396	5	399	239.13910524340096	0.0
397	4	400	229.53910524340097	0.0
398	4	400	229.53910524340097	0.0
399	4	400	229.53910524340097	0.0
400	6	398	248.73910524340096	0.0
401	4	400	229.53910524340097	0.0
402	7	397	322.2782104868019	0.0
403	5	399	239.13910524340096	0.0
404	4	400	229.53910524340097	0.0
405	7	398	407.07821048680194	0.0
406	4	400	229.53910524340097	0.0
407	4	400	229.53910524340097	0.0
408	6	398	248.73910524340096	0.0
409	4	400	229.53910524340097	0.0
410	4	400	229.53910524340097	0.0
411	5	399	239.13910524340096	0.0
412	9	395	426.27821048680187	0.0
413	7	397	258.339105243401	0.0
414	4	400	229.53910524340097	0.0
415	7	397	407.07821048680194	0.0
416	4	400	229.53910524340097	0.0
417	7	397	407.07821048680194	0.0
418	4	400	229.53910524340097	0.0
419	4	400	229.53910524340097	0.0
420	8	396	352.73910524340096	0.0
421	4	400	229.53910524340097	0.0
422	4	400	229.53910524340097	0.0
423	4	400	229.53910524340097	0.0
424	4	400	229.53910524340097	0.0
425	4	400	229.53910524340097	0.0
426	4	400	229.53910524340097	0.0
427	4	400	229.53910524340097	0.0
428	4	400	229.53910524340097	0.0
429	4	400	229.53910524340097	0.0
430	4	400	229.53910524340097	0.0
431	4	400	229.53910524340097	0.0
432	4	400	229.53910524340097	0.0
433	4	400	229.53910524340097	0.0
434	4	400	229.53910524340097	0.0
435	4	400	229.53910524340097	0.0
436	5	399	239.13910524340096	0.0
437	52	352	1475.7564209736029	0.0
438	4	400	229.53910524340097	0.0
439	5	399	239.13910524340096	0.0
440	5	399	239.13910524340096	0.0
441	6	399	333.53910524340097	0.0
442	6	398	248.73910524340096	0.0
443	65	340	1941.1128419472052	0.0
444	4	400	229.53910524340097	0.0
445	5	399	239.13910524340096	0.0
446	4	400	229.53910524340097	0.0
447	6	398	248.73910524340096	0.0
448	5	399	239.13910524340096	0.0
449	4	400	229.53910524340097	0.0
450	5	399	239.13910524340096	0.0
451	5	399	239.13910524340096	0.0
452	5	399	239.13910524340096	0.0
453	4	400	229.53910524340097	0.0
454	7	397	343.139105243401	0.0
455	5	399	239.13910524340096	0.0
456	5	399	239.13910524340096	0.0
457	4	400	229.53910524340097	0.0
458	4	400	229.53910524340097	0.0
459	6	399	333.53910524340097	0.0
460	5	399	303.07821048680194	0.0
461	4	400	229.53910524340097	0.0
462	6	398	248.73910524340096	0.0
463	4	400	229.53910524340097	0.0
464	4	400	229.53910524340097	0.0
465	4	400	229.53910524340097	0.0
466	4	400	229.53910524340097	0.0
467	5	399	239.13910524340096	0.0
468	4	400	229.53910524340097	0.0
469	5	399	239.13910524340096	0.0
470	5	399	239.13910524340096	0.0
471	6	399	312.6782104868019	0.0
472	6	398	248.73910524340096	0.0
473	6	398	248.73910524340096	0.0
474	6	398	248.73910524340096	0.0
475	6	398	248.73910524340096	0.0
476	6	398	248.73910524340096	0.0
477	6	398	248.73910524340096	0.0
478	5	399	239.13910524340096	0.0
479	5	399	239.13910524340096	0.0
480	5	399	239.13910524340096	0.0
481	5	399	239.13910524340096	0.0
482	5	399	239.13910524340096	0.0
483	4	400	229.53910524340097	0.0
484	4	400	229.53910524340097	0.0
485	38	367	1130.0346314604058	0.0
486	4	400	229.53910524340097	0.0
487	4	400	229.53910524340097	0.0
488	4	400	229.53910524340097	0.0
489	4	400	229.53910524340097	0.0
490	13	391	677.3564209736038	0.0
491	5	399	239.13910524340096	0.0
492	4	400	229.53910524340097	0.0
493	7	397	343.139105243401	0.0
494	4	400	229.53910524340097	0.0
495	4	400	229.53910524340097	0.0
496	4	400	229.53910524340097	0.0
497	4	400	229.53910524340097	0.0
498	4	400	229.53910524340097	0.0
499	5	399	239.13910524340096	0.0
500	4	400	229.53910524340097	0.0
501	4	400	229.53910524340097	0.0
502	4	400	229.53910524340097	0.0
503	5	399	239.13910524340096	0.0
504	7	397	322.2782104868019	0.0
505	6	398	248.73910524340096	0.0
506	6	398	248.73910524340096	0.0
507	7	397	258.3391052434009	0.0
508	6	398	248.73910524340096	0.0
509	6	398	248.73910524340096	0.0
510	33	372	1251.634631460406	0.0
511	6	398	248.73910524340096	0.0
512	6	398	248.73910524340096	0.0
513	6	398	248.73910524340096	0.0
514	4	400	229.53910524340097	0.0
515	6	398	248.73910524340096	0.0
516	6	398	248.73910524340096	0.0
517	5	399	239.13910524340096	0.0
518	6	398	248.73910524340096	0.0
519	5	399	239.13910524340096	0.0
520	5	399	239.13910524340096	0.0
521	6	398	248.73910524340096	0.0
522	5	399	239.13910524340096	0.0
523	8	397	416.6782104868019	0.0
524	6	398	333.53910524340097	0.0
525	5	399	239.13910524340096	0.0
526	5	399	239.13910524340096	0.0
527	5	399	239.13910524340096	0.0
528	5	399	239.13910524340096	0.0
529	5	399	239.13910524340096	0.0
530	5	399	239.13910524340096	0.0
531	5	399	239.13910524340096	0.0
532	5	399	239.13910524340096	0.0
533	5	399	239.13910524340096	0.0
534	5	399	239.13910524340096	0.0
535	10	394	458.09552621700476	0.0
536	5	399	239.13910524340096	0.0
537	5	399	239.13910524340096	0.0
538	5	399	239.13910524340096	0.0
539	8	396	437.53910524340097	0.0
540	5	399	239.13910524340096	0.0
541	6	398	248.73910524340096	0.0
542	5	399	239.13910524340096	0.0
543	5	399	239.13910524340096	0.0
544	5	399	239.13910524340096	0.0
545	5	399	239.13910524340096	0.0
546	5	399	239.13910524340096	0.0
547	6	398	248.73910524340096	0.0
548	5	399	239.13910524340096	0.0
549	5	399	239.13910524340096	0.0
550	5	399	239.13910524340096	0.0
551	5	399	239.13910524340096	0.0
552	5	399	239.13910524340096	0.0
553	4	400	229.53910524340097	0.0
554	4	400	229.53910524340097	0.0
555	4	400	229.53910524340097	0.0
556	4	400	229.53910524340097	0.0
557	4	400	229.53910524340097	0.0
558	4	400	229.53910524340097	0.0
559	4	400	229.53910524340097	0.0
560	4	400	229.53910524340097	0.0
561	4	400	229.53910524340097	0.0
562	4	400	229.53910524340097	0.0
563	5	399	239.13910524340096	0.0
564	5	399	239.13910524340096	0.0
565	4	400	229.53910524340097	0.0
566	8	396	437.53910524340097	0.0
567	5	399	239.13910524340096	0.0
568	6	398	248.73910524340096	0.0
569	5	399	239.13910524340096	0.0
570	5	399	239.13910524340096	0.0
571	5	399	239.13910524340096	0.0
572	5	399	239.13910524340096	0.0
573	5	399	239.13910524340096	0.0
574	5	399	239.13910524340096	0.0
575	4	400	229.53910524340097	0.0
576	6	398	333.53910524340097	0.0
577	5	399	239.13910524340096	0.0
578	5	399	239.13910524340096	0.0
579	5	399	239.13910524340096	0.0
580	9	395	448.4955262170048	0.0
581	5	399	239.13910524340096	0.0
582	8	397	416.6782104868019	0.0
583	5	399	239.13910524340096	0.0
584	5	399	239.13910524340096	0.0
585	5	399	239.13910524340096	0.0
586	6	398	376.61731573020285	0.0
587	5	399	239.13910524340096	0.0
588	5	399	239.13910524340096	0.0
589	5	399	239.13910524340096	0.0
590	6	398	334.21731573020287	0.0
591	5	399	239.13910524340096	0.0
592	4	400	229.53910524340097	0.0
593	4	400	229.53910524340097	0.0
594	5	399	239.13910524340096	0.0
595	6	398	333.53910524340097	0.0
596	5	399	239.13910524340096	0.0
597	7	398	343.139105243401	0.0
598	6	397	376.6173157302029	0.0
599	5	399	239.13910524340096	0.0
600	5	399	239.13910524340096	0.0
601	7	397	343.139105243401	0.0
602	4	400	229.53910524340097	0.0
603	5	399	239.13910524340096	0.0
604	6	398	333.53910524340097	0.0
605	5	399	239.13910524340096	0.0
606	5	399	239.13910524340096	0.0
607	5	399	239.13910524340096	0.0
608	5	399	239.13910524340096	0.0
609	5	399	239.13910524340096	0.0
610	5	399	239.13910524340096	0.0
611	5	399	239.13910524340096	0.0
612	5	399	239.13910524340096	0.0
613	5	399	239.13910524340096	0.0
614	5	399	239.13910524340096	0.0
615	5	399	239.13910524340096	0.0
616	4	400	229.53910524340097	0.0
617	4	400	229.53910524340097	0.0
618	6	398	334.21731573020287	0.0
619	5	399	239.13910524340096	0.0
620	5	399	239.13910524340096	0.0
621	5	399	239.13910524340096	0.0
622	5	399	239.13910524340096	0.0
623	5	399	239.13910524340096	0.0
624	5	399	239.13910524340096	0.0
625	5	399	239.13910524340096	0.0
626	7	398	407.07821048680194	0.0
627	5	399	239.13910524340096	0.0
628	4	400	229.53910524340097	0.0
629	4	400	229.53910524340097	0.0
630	5	399	239.13910524340096	0.0
631	4	400	229.53910524340097	0.0
632	4	400	229.53910524340097	0.0
633	5	399	239.13910524340096	0.0
634	5	399	239.13910524340096	0.0
635	5	399	239.13910524340096	0.0
636	4	400	229.53910524340097	0.0
637	4	400	229.53910524340097	0.0
638	4	400	229.53910524340097	0.0
639	4	400	229.53910524340097	0.0
640	4	400	229.53910524340097	0.0
641	4	400	229.53910524340097	0.0
642	4	400	229.53910524340097	0.0
643	5	399	239.13910524340096	0.0
644	5	399	239.13910524340096	0.0
645	5	399	239.13910524340096	0.0
646	4	400	229.53910524340097	0.0
647	5	399	239.13910524340096	0.0
648	5	399	239.13910524340096	0.0
649	5	399	239.13910524340096	0.0
650	5	399	239.13910524340096	0.0
651	5	399	239.13910524340096	0.0
652	5	399	239.13910524340096	0.0
653	5	399	239.13910524340096	0.0
654	5	399	239.13910524340096	0.0
655	5	399	239.13910524340096	0.0
656	4	400	229.53910524340097	0.0
657	4	400	229.53910524340097	0.0
658	7	396	407.07821048680194	0.0
659	5	399	239.13910524340096	0.0
660	5	399	239.13910524340096	0.0
661	4	400	229.53910524340097	0.0
662	5	399	239.13910524340096	0.0
663	4	400	229.53910524340097	0.0
664	4	400	229.53910524340097	0.0
665	4	400	229.53910524340097	0.0
666	4	400	229.53910524340097	0.0
667	4	400	229.53910524340097	0.0
668	4	400	229.53910524340097	0.0
669	4	400	229.53910524340097	0.0
670	4	400	229.53910524340097	0.0
671	4	400	229.53910524340097	0.0
672	4	400	229.53910524340097	0.0
673	10	394	308.0	0.0
674	6	399	333.53910524340097	0.0
675	4	400	229.53910524340097	0.0
676	4	400	229.53910524340097	0.0
677	5	399	239.13910524340096	0.0
678	4	400	229.53910524340097	0.0
679	6	398	248.73910524340096	0.0
680	4	400	229.53910524340097	0.0
681	4	400	229.53910524340097	0.0
682	4	400	229.53910524340097	0.0
683	4	400	229.53910524340097	0.0
684	4	400	229.53910524340097	0.0
685	4	400	229.53910524340097	0.0
686	4	400	229.53910524340097	0.0
687	4	400	229.53910524340097	0.0
688	4	400	229.53910524340097	0.0
689	4	400	229.53910524340097	0.0
690	4	400	229.53910524340097	0.0
691	4	400	229.53910524340097	0.0
692	5	399	239.13910524340096	0.0
693	4	400	229.53910524340097	0.0
694	4	400	229.53910524340097	0.0
695	4	400	229.53910524340097	0.0
696	4	400	229.53910524340097	0.0
697	4	400	229.53910524340097	0.0
698	4	400	229.53910524340097	0.0
699	4	400	229.53910524340097	0.0
700	4	400	229.53910524340097	0.0
701	4	400	229.53910524340097	0.0
702	4	400	229.53910524340097	0.0
703	4	400	229.53910524340097	0.0
704	4	400	229.53910524340097	0.0
705	4	400	229.53910524340097	0.0
706	4	400	229.53910524340097	0.0
707	7	398	407.07821048680194	0.0
708	7	398	407.07821048680194	0.0
709	7	398	407.07821048680194	0.0
710	7	398	407.07821048680194	0.0
711	7	398	407.07821048680194	0.0
712	4	400	229.53910524340097	0.0
713	4	400	229.53910524340097	0.0
714	5	399	239.13910524340096	0.0
715	4	400	229.53910524340097	0.0
716	7	398	407.07821048680194	0.0
717	7	398	407.07821048680194	0.0
718	7	398	407.07821048680194	0.0
719	7	398	407.07821048680194	0.0
720	7	398	407.07821048680194	0.0
721	7	398	407.07821048680194	0.0
722	4	400	229.53910524340097	0.0
723	7	398	407.07821048680194	0.0
724	7	398	407.07821048680194	0.0
725	4	400	229.53910524340097	0.0
726	4	400	229.53910524340097	0.0
727	4	400	229.53910524340097	0.0
728	4	400	229.53910524340097	0.0
729	4	400	229.53910524340097	0.0
730	7	398	407.07821048680194	0.0
731	7	398	407.07821048680194	0.0
732	7	398	407.07821048680194	0.0
733	7	398	407.07821048680194	0.0
734	7	398	407.07821048680194	0.0
735	7	398	407.07821048680194	0.0
736	5	399	239.13910524340096	0.0
737	7	398	407.07821048680194	0.0
738	5	399	239.13910524340096	0.0
739	7	398	407.07821048680194	0.0
740	7	398	407.07821048680194	0.0
741	7	398	407.07821048680194	0.0
742	7	398	407.07821048680194	0.0
743	7	398	407.07821048680194	0.0
744	7	398	407.07821048680194	0.0
745	7	398	407.07821048680194	0.0
746	9	395	554.1564209736039	0.0
747	4	400	229.53910524340097	0.0
748	4	400	229.53910524340097	0.0
749	4	400	229.53910524340097	0.0
750	4	400	229.53910524340097	0.0
751	4	400	229.53910524340097	0.0
752	4	400	229.53910524340097	0.0
753	4	400	229.53910524340097	0.0
754	4	400	229.53910524340097	0.0
755	5	399	324.61731573020285	0.0
756	7	398	407.07821048680194	0.0
757	7	398	407.07821048680194	0.0
758	7	398	407.07821048680194	0.0
759	7	398	407.07821048680194	0.0
760	4	400	229.53910524340097	0.0
761	4	400	229.53910524340097	0.0
762	7	398	407.07821048680194	0.0
763	4	400	229.53910524340097	0.0
764	7	398	407.07821048680194	0.0
765	7	398	407.07821048680194	0.0
766	7	398	407.07821048680194	0.0
767	7	398	407.07821048680194	0.0
768	7	398	407.07821048680194	0.0
769	7	398	407.07821048680194	0.0
770	5	399	239.13910524340096	0.0
771	7	398	407.07821048680194	0.0
772	7	398	407.07821048680194	0.0
773	7	398	407.07821048680194	0.0
774	7	398	407.07821048680194	0.0
775	7	398	407.07821048680194	0.0
776	6	398	333.53910524340097	0.0
777	7	398	407.07821048680194	0.0
778	7	398	407.07821048680194	0.0
779	7	398	407.07821048680194	0.0
780	7	398	407.07821048680194	0.0
781	7	398	407.07821048680194	0.0
782	7	398	407.07821048680194	0.0
783	7	398	407.07821048680194	0.0
784	7	398	407.07821048680194	0.0
785	7	398	407.07821048680194	0.0
786	7	398	407.07821048680194	0.0
787	7	398	407.07821048680194	0.0
788	7	398	407.07821048680194	0.0
789	7	398	407.07821048680194	0.0
790	7	398	407.07821048680194	0.0
791	7	398	407.07821048680194	0.0
792	7	398	407.07821048680194	0.0
793	7	398	407.07821048680194	0.0
794	7	398	407.07821048680194	0.0
795	7	398	407.07821048680194	0.0
796	7	398	407.07821048680194	0.0
