EpNum	EpSteps	Reward	ener	dist	NumCovTargets
1	54	330	492829.90533632075	0.0	36	[(0, 833), (0, 1666), (0, 2499), (833, 2499), (833, 3332), (0, 3332), (833, 2499), (1666, 2499), (2499, 2499), (2499, 1666), (2499, 2499), (1666, 3332), (2499, 4165), (3332, 4165), (4165, 4165), (3332, 3332), (4165, 2499), (3332, 2499), (4165, 1666), (4165, 2499), (3332, 3332), (3332, 4165), (4165, 4165), (3332, 3332), (3332, 2499), (4165, 2499), (4165, 3332), (3332, 4165), (2499, 4165), (1666, 4165), (1666, 3332), (2499, 3332), (3332, 4165), (2499, 4165), (3332, 4165), (4165, 3332), (4165, 2499), (4165, 1666)]
2	54	288	479797.0613371354	0.0	32	[(0, 833), (0, 1666), (0, 2499), (833, 2499), (833, 3332), (1666, 4165), (1666, 3332), (2499, 3332), (3332, 2499), (4165, 1666), (4165, 2499), (3332, 1666), (2499, 2499), (3332, 1666), (2499, 2499), (3332, 3332), (2499, 2499), (2499, 3332), (2499, 4165), (3332, 4165), (4165, 3332), (4165, 2499), (3332, 3332), (2499, 3332), (2499, 2499), (3332, 2499), (3332, 3332), (3332, 2499), (2499, 2499), (1666, 1666), (833, 1666), (1666, 1666), (2499, 833), (1666, 833), (833, 1666)]
3	54	173	488768.09867101203	0.0	21	[(0, 833), (0, 1666), (833, 2499), (833, 3332), (1666, 4165), (1666, 3332), (833, 2499), (1666, 1666), (833, 1666), (0, 2499), (0, 3332), (833, 4165), (0, 3332), (0, 4165), (0, 3332), (833, 4165), (1666, 3332), (833, 3332), (0, 4165), (0, 3332), (833, 4165), (0, 3332), (0, 4165), (833, 3332), (0, 3332), (0, 2499), (833, 3332), (0, 2499), (0, 3332), (0, 4165), (0, 3332), (0, 2499), (0, 1666), (0, 2499), (833, 1666)]
4	54	288	568660.0106726415	0.0	32	[(833, 0), (0, 0), (0, 833), (0, 1666), (833, 2499), (0, 2499), (833, 2499), (1666, 1666), (2499, 2499), (3332, 1666), (4165, 2499), (4165, 1666), (3332, 1666), (2499, 2499), (3332, 2499), (2499, 2499), (3332, 2499), (2499, 1666), (2499, 833), (1666, 0), (833, 833), (0, 0), (833, 833), (833, 1666), (1666, 833), (2499, 0), (3332, 833), (3332, 0), (3332, 833), (4165, 1666), (3332, 833), (2499, 833), (1666, 1666), (833, 1666), (1666, 833), (833, 1666), (833, 833), (0, 833), (833, 1666), (1666, 833), (2499, 0)]
5	54	339	559830.2106726414	0.0	37	[(833, 833), (0, 1666), (833, 1666), (833, 2499), (1666, 2499), (1666, 3332), (2499, 2499), (3332, 2499), (4165, 3332), (4165, 4165), (3332, 3332), (4165, 2499), (4165, 3332), (4165, 2499), (3332, 3332), (4165, 2499), (3332, 1666), (2499, 2499), (1666, 1666), (2499, 1666), (1666, 833), (833, 833), (833, 1666), (1666, 1666), (1666, 833), (2499, 0), (1666, 833), (1666, 1666), (2499, 833), (2499, 0), (1666, 833), (833, 833), (0, 833), (833, 0), (1666, 0), (2499, 833), (1666, 0), (833, 833), (1666, 0), (833, 833)]
6	54	286	444336.624003259	0.0	32	[(0, 833), (0, 1666), (833, 2499), (1666, 3332), (1666, 4165), (2499, 3332), (3332, 3332), (4165, 3332), (4165, 2499), (4165, 1666), (4165, 833), (4165, 0), (3332, 833), (2499, 833), (1666, 833), (833, 833), (833, 0), (0, 0), (833, 833), (0, 0), (833, 833), (1666, 833), (2499, 1666), (1666, 2499), (1666, 3332), (833, 4165), (1666, 3332), (833, 2499), (1666, 2499), (833, 2499), (0, 2499), (0, 1666)]
7	54	236	533199.573338765	0.0	27	[(0, 833), (833, 833), (1666, 1666), (833, 1666), (833, 833), (1666, 1666), (833, 1666), (1666, 1666), (2499, 833), (1666, 1666), (1666, 833), (2499, 1666), (2499, 833), (1666, 1666), (833, 2499), (0, 2499), (833, 2499), (1666, 1666), (833, 2499), (0, 3332), (833, 2499), (1666, 2499), (833, 1666), (1666, 833), (833, 0), (833, 833), (0, 833), (833, 833), (0, 0), (833, 0), (0, 833), (833, 0), (833, 833), (0, 1666), (833, 833), (833, 1666), (833, 833), (1666, 1666)]
8	54	317	475029.0680024442	0.0	35	[(0, 833), (0, 1666), (833, 1666), (1666, 833), (2499, 0), (3332, 833), (4165, 833), (4165, 1666), (4165, 833), (4165, 0), (4165, 833), (4165, 1666), (3332, 2499), (4165, 2499), (3332, 2499), (2499, 3332), (2499, 4165), (1666, 4165), (833, 4165), (0, 4165), (0, 3332), (833, 3332), (0, 4165), (833, 3332), (833, 4165), (0, 4165), (0, 3332), (0, 2499), (0, 1666), (0, 2499), (0, 1666), (833, 1666), (1666, 833), (2499, 833), (2499, 1666), (2499, 2499), (3332, 3332)]
9	54	205	386872.30533632083	0.0	24	[(833, 0), (0, 0), (833, 833), (1666, 0), (1666, 833), (2499, 833), (2499, 1666), (3332, 1666), (3332, 2499), (4165, 2499), (4165, 1666), (3332, 2499), (4165, 2499), (4165, 3332), (3332, 4165), (4165, 4165), (3332, 3332), (4165, 4165), (4165, 3332), (4165, 4165), (3332, 3332), (4165, 2499), (3332, 3332), (3332, 2499), (2499, 3332), (3332, 4165)]
10	54	307	475452.7800040738	0.0	34	[(833, 833), (1666, 0), (2499, 833), (3332, 1666), (4165, 2499), (3332, 1666), (2499, 1666), (3332, 1666), (2499, 2499), (2499, 1666), (3332, 833), (2499, 1666), (1666, 833), (2499, 833), (2499, 0), (3332, 0), (2499, 0), (3332, 0), (4165, 0), (3332, 833), (3332, 1666), (2499, 1666), (3332, 1666), (3332, 2499), (3332, 3332), (4165, 4165), (3332, 4165), (3332, 3332), (4165, 2499), (3332, 1666), (2499, 1666), (3332, 1666), (3332, 833), (2499, 1666)]
11	54	268	475594.0173379502	0.0	30	[(0, 833), (833, 833), (1666, 0), (833, 0), (833, 833), (1666, 0), (833, 833), (0, 0), (833, 0), (1666, 0), (833, 0), (833, 833), (0, 1666), (833, 1666), (1666, 2499), (1666, 3332), (2499, 4165), (3332, 3332), (4165, 4165), (3332, 3332), (4165, 4165), (4165, 3332), (4165, 2499), (3332, 2499), (4165, 1666), (3332, 833), (4165, 833), (3332, 1666), (4165, 833), (3332, 833), (3332, 1666), (4165, 833), (3332, 0)]
12	54	288	577631.0480065179	0.0	32	[(833, 0), (1666, 0), (833, 833), (833, 1666), (1666, 2499), (833, 1666), (833, 2499), (0, 3332), (833, 4165), (0, 4165), (0, 3332), (833, 2499), (0, 1666), (833, 2499), (1666, 2499), (833, 3332), (0, 2499), (833, 2499), (833, 3332), (1666, 2499), (1666, 1666), (1666, 833), (2499, 833), (3332, 1666), (4165, 2499), (4165, 1666), (3332, 2499), (4165, 3332), (3332, 3332), (2499, 2499), (1666, 2499), (2499, 1666), (1666, 833), (2499, 1666), (1666, 2499), (833, 3332), (0, 3332), (0, 4165), (833, 3332), (1666, 2499), (833, 1666)]
13	54	349	559830.2106726415	0.0	38	[(833, 833), (1666, 833), (2499, 1666), (3332, 2499), (4165, 3332), (4165, 4165), (3332, 4165), (3332, 3332), (2499, 2499), (2499, 3332), (3332, 2499), (2499, 3332), (1666, 3332), (2499, 4165), (1666, 3332), (1666, 4165), (833, 4165), (833, 3332), (1666, 2499), (1666, 3332), (1666, 4165), (2499, 4165), (3332, 3332), (3332, 2499), (2499, 3332), (2499, 2499), (1666, 1666), (2499, 833), (3332, 0), (4165, 833), (4165, 1666), (3332, 2499), (3332, 1666), (4165, 833), (3332, 0), (4165, 833), (3332, 1666), (2499, 1666), (3332, 833), (3332, 1666)]
14	54	307	573004.2920057031	0.0	34	[(833, 833), (1666, 833), (833, 833), (0, 0), (0, 833), (0, 1666), (833, 833), (1666, 0), (2499, 0), (1666, 833), (1666, 1666), (833, 2499), (1666, 2499), (833, 2499), (833, 3332), (0, 2499), (833, 2499), (1666, 2499), (1666, 3332), (2499, 2499), (2499, 1666), (3332, 2499), (2499, 1666), (2499, 2499), (1666, 3332), (2499, 2499), (1666, 3332), (2499, 2499), (3332, 1666), (2499, 2499), (1666, 3332), (833, 3332), (0, 2499), (0, 3332), (833, 3332), (0, 3332), (833, 2499), (1666, 3332), (2499, 3332), (2499, 4165), (3332, 3332), (3332, 4165)]
15	54	266	510913.21733795025	0.0	30	[(833, 0), (1666, 833), (2499, 0), (1666, 0), (1666, 833), (1666, 1666), (833, 1666), (1666, 1666), (833, 2499), (1666, 2499), (1666, 1666), (2499, 2499), (2499, 1666), (3332, 2499), (4165, 1666), (3332, 2499), (4165, 1666), (3332, 833), (2499, 0), (1666, 833), (833, 1666), (1666, 1666), (1666, 833), (2499, 0), (1666, 0), (1666, 833), (833, 0), (0, 0), (833, 833), (0, 833), (833, 833), (833, 1666), (1666, 833), (833, 833), (1666, 833), (2499, 833), (3332, 0)]
16	54	180	422473.98000407376	0.0	22	[(833, 833), (833, 0), (833, 833), (833, 0), (0, 0), (833, 833), (1666, 833), (833, 1666), (0, 1666), (833, 833), (1666, 833), (833, 0), (1666, 833), (833, 1666), (0, 833), (833, 0), (0, 0), (833, 833), (1666, 0), (833, 0), (0, 833), (833, 1666), (833, 833), (0, 833), (833, 0), (1666, 0), (1666, 833), (833, 1666)]
17	54	224	559830.2106726414	0.0	26	[(833, 833), (1666, 0), (833, 0), (833, 833), (0, 833), (833, 1666), (0, 2499), (0, 1666), (833, 2499), (0, 1666), (833, 2499), (1666, 2499), (1666, 1666), (833, 2499), (833, 3332), (1666, 4165), (833, 3332), (0, 4165), (833, 4165), (0, 3332), (0, 4165), (833, 3332), (833, 2499), (1666, 1666), (1666, 2499), (833, 3332), (0, 4165), (0, 3332), (0, 2499), (833, 3332), (0, 4165), (833, 3332), (0, 4165), (833, 4165), (1666, 4165), (2499, 3332), (2499, 2499), (3332, 2499), (4165, 3332), (4165, 2499)]
18	54	266	395560.8680024443	0.0	30	[(833, 833), (0, 1666), (833, 1666), (0, 833), (0, 1666), (833, 2499), (0, 2499), (0, 3332), (833, 2499), (833, 1666), (1666, 1666), (1666, 833), (833, 833), (833, 1666), (1666, 833), (1666, 1666), (1666, 2499), (1666, 1666), (2499, 833), (3332, 833), (4165, 833), (4165, 1666), (4165, 2499), (4165, 1666), (3332, 833), (3332, 1666), (3332, 833), (4165, 0)]
19	54	193	489050.57333876495	0.0	23	[(833, 833), (0, 833), (833, 1666), (833, 2499), (0, 2499), (833, 3332), (1666, 2499), (2499, 1666), (1666, 2499), (833, 3332), (1666, 3332), (833, 3332), (0, 2499), (833, 3332), (833, 2499), (0, 1666), (833, 833), (1666, 0), (833, 833), (0, 1666), (0, 2499), (0, 3332), (833, 3332), (0, 4165), (833, 3332), (1666, 2499), (833, 1666), (833, 833), (1666, 1666), (833, 1666), (0, 1666), (0, 833), (833, 0)]
20	54	224	497456.66133713553	0.0	26	[(0, 833), (833, 0), (833, 833), (1666, 833), (833, 1666), (1666, 1666), (2499, 833), (1666, 0), (833, 0), (0, 0), (833, 0), (0, 0), (833, 833), (833, 1666), (1666, 1666), (2499, 2499), (1666, 2499), (2499, 1666), (3332, 2499), (2499, 1666), (3332, 833), (3332, 1666), (4165, 1666), (4165, 833), (4165, 0), (3332, 0), (4165, 833), (4165, 0), (3332, 0), (4165, 0), (4165, 833), (3332, 1666), (3332, 833), (4165, 0), (3332, 833), (4165, 833), (4165, 1666)]
21	54	307	488909.33600488846	0.0	34	[(0, 833), (833, 1666), (1666, 2499), (833, 3332), (1666, 4165), (833, 4165), (1666, 3332), (2499, 4165), (2499, 3332), (3332, 2499), (4165, 2499), (3332, 2499), (3332, 3332), (2499, 2499), (3332, 1666), (2499, 833), (2499, 0), (3332, 833), (4165, 0), (4165, 833), (3332, 1666), (2499, 2499), (3332, 1666), (3332, 833), (3332, 1666), (2499, 833), (3332, 0), (3332, 833), (2499, 0), (1666, 0), (2499, 0), (1666, 0), (1666, 833), (2499, 833)]
22	54	270	453307.66133713553	0.0	30	[(833, 833), (833, 0), (1666, 833), (2499, 1666), (1666, 1666), (2499, 833), (3332, 1666), (3332, 833), (3332, 1666), (2499, 1666), (3332, 2499), (4165, 1666), (4165, 833), (3332, 1666), (3332, 2499), (4165, 2499), (4165, 3332), (4165, 4165), (3332, 4165), (3332, 3332), (4165, 4165), (3332, 4165), (4165, 3332), (3332, 3332), (2499, 4165), (1666, 3332), (2499, 3332), (2499, 2499), (2499, 1666), (1666, 2499), (1666, 1666), (833, 833)]
23	54	221	462137.4613371356	0.0	26	[(833, 833), (1666, 0), (833, 0), (1666, 0), (833, 833), (833, 1666), (833, 2499), (833, 1666), (0, 2499), (0, 3332), (0, 2499), (0, 3332), (833, 4165), (0, 4165), (0, 3332), (833, 4165), (0, 3332), (0, 2499), (833, 2499), (0, 3332), (0, 2499), (0, 3332), (833, 2499), (1666, 1666), (2499, 1666), (2499, 2499), (1666, 1666), (1666, 833), (1666, 1666), (1666, 2499), (833, 1666), (1666, 833), (2499, 0)]
24	54	288	537685.0920057031	0.0	32	[(833, 833), (833, 0), (0, 833), (0, 0), (833, 833), (1666, 833), (2499, 833), (1666, 1666), (833, 2499), (833, 1666), (0, 833), (833, 833), (0, 0), (833, 833), (1666, 0), (2499, 0), (3332, 833), (2499, 0), (3332, 0), (2499, 833), (1666, 1666), (1666, 2499), (2499, 1666), (1666, 1666), (833, 2499), (0, 3332), (833, 4165), (1666, 3332), (2499, 2499), (3332, 2499), (3332, 3332), (4165, 3332), (3332, 2499), (4165, 3332), (4165, 2499), (4165, 1666), (4165, 833), (4165, 1666)]
25	54	98	316092.66800244444	0.0	14	[(833, 833), (833, 1666), (0, 833), (0, 0), (833, 0), (0, 833), (833, 833), (0, 1666), (0, 833), (0, 0), (833, 0), (0, 833), (0, 1666), (0, 833), (833, 0), (0, 833), (833, 833), (0, 1666), (833, 833)]
26	54	277	528572.8173379502	0.0	31	[(0, 833), (0, 1666), (833, 1666), (833, 833), (833, 1666), (1666, 2499), (2499, 1666), (1666, 2499), (1666, 1666), (2499, 833), (3332, 833), (3332, 1666), (3332, 2499), (2499, 3332), (3332, 2499), (2499, 3332), (1666, 3332), (833, 2499), (1666, 3332), (2499, 3332), (1666, 4165), (833, 3332), (0, 3332), (833, 4165), (0, 4165), (0, 3332), (833, 4165), (833, 3332), (1666, 4165), (833, 4165), (833, 3332), (0, 2499), (0, 1666), (0, 2499), (833, 2499), (1666, 1666), (1666, 2499), (833, 2499), (0, 1666)]
27	54	308	612809.0106726413	0.0	34	[(0, 833), (833, 833), (0, 833), (833, 833), (833, 1666), (1666, 2499), (1666, 1666), (2499, 833), (1666, 1666), (1666, 2499), (1666, 3332), (1666, 2499), (833, 3332), (833, 2499), (833, 1666), (833, 833), (833, 1666), (1666, 2499), (2499, 3332), (1666, 3332), (1666, 2499), (2499, 1666), (2499, 2499), (2499, 3332), (1666, 3332), (2499, 4165), (3332, 3332), (3332, 2499), (4165, 3332), (3332, 2499), (4165, 3332), (3332, 2499), (3332, 3332), (2499, 4165), (3332, 3332), (4165, 4165), (3332, 3332), (2499, 2499), (3332, 1666), (4165, 1666), (3332, 833), (4165, 0), (4165, 833), (4165, 1666), (3332, 833), (2499, 833)]
28	54	278	546091.1800040738	0.0	31	[(833, 833), (833, 1666), (833, 833), (0, 833), (833, 833), (0, 1666), (833, 2499), (833, 3332), (833, 4165), (1666, 4165), (1666, 3332), (2499, 4165), (1666, 4165), (1666, 3332), (1666, 2499), (833, 2499), (1666, 3332), (833, 4165), (833, 3332), (1666, 2499), (1666, 1666), (2499, 2499), (3332, 1666), (2499, 1666), (3332, 833), (3332, 1666), (2499, 1666), (1666, 1666), (2499, 1666), (1666, 1666), (1666, 2499), (2499, 1666), (2499, 2499), (3332, 3332), (4165, 4165), (4165, 3332), (4165, 4165), (4165, 3332), (3332, 3332), (4165, 2499), (4165, 3332), (3332, 2499)]
29	54	228	559547.7360048884	0.0	26	[(833, 0), (0, 833), (833, 1666), (833, 833), (0, 1666), (833, 2499), (1666, 3332), (1666, 4165), (1666, 3332), (1666, 4165), (2499, 4165), (1666, 3332), (1666, 4165), (833, 3332), (1666, 3332), (833, 2499), (0, 2499), (0, 1666), (833, 833), (1666, 0), (2499, 0), (3332, 833), (4165, 1666), (3332, 1666), (2499, 1666), (3332, 1666), (2499, 2499), (3332, 1666), (3332, 833), (3332, 0), (2499, 833), (2499, 1666), (2499, 2499), (1666, 3332), (1666, 2499), (2499, 3332), (3332, 2499), (3332, 1666), (3332, 2499), (2499, 2499), (2499, 1666), (2499, 2499)]
30	54	369	599493.6920057031	0.0	40	[(833, 833), (0, 833), (833, 1666), (0, 1666), (0, 833), (833, 833), (1666, 0), (2499, 833), (3332, 0), (3332, 833), (4165, 833), (4165, 1666), (4165, 833), (3332, 833), (2499, 1666), (2499, 833), (3332, 833), (2499, 833), (2499, 1666), (1666, 1666), (2499, 2499), (1666, 1666), (2499, 833), (2499, 0), (1666, 833), (833, 0), (833, 833), (833, 1666), (1666, 1666), (833, 2499), (1666, 1666), (1666, 2499), (1666, 1666), (833, 833), (833, 0), (1666, 833), (833, 1666), (1666, 2499), (1666, 3332), (2499, 2499), (3332, 2499), (2499, 1666), (3332, 1666), (4165, 833), (3332, 0)]
31	54	270	515539.9733387649	0.0	31	[(833, 0), (833, 833), (1666, 0), (1666, 833), (2499, 1666), (3332, 833), (4165, 1666), (3332, 2499), (3332, 3332), (2499, 4165), (1666, 4165), (833, 4165), (0, 3332), (833, 4165), (0, 4165), (0, 3332), (833, 3332), (0, 4165), (0, 3332), (833, 2499), (0, 1666), (833, 2499), (1666, 3332), (833, 4165), (0, 3332), (0, 2499), (833, 3332), (0, 3332), (833, 4165), (0, 3332), (833, 4165), (0, 4165), (833, 4165), (1666, 4165), (2499, 3332), (3332, 3332)]
32	54	216	542311.848006518	0.0	25	[(833, 833), (1666, 833), (833, 0), (1666, 833), (2499, 0), (2499, 833), (1666, 833), (833, 833), (0, 1666), (833, 2499), (1666, 1666), (833, 833), (1666, 1666), (1666, 833), (833, 0), (1666, 833), (833, 1666), (0, 1666), (833, 1666), (0, 2499), (0, 3332), (833, 2499), (0, 2499), (833, 3332), (1666, 2499), (2499, 3332), (3332, 4165), (4165, 4165), (3332, 3332), (4165, 4165), (3332, 4165), (4165, 3332), (4165, 2499), (3332, 3332), (2499, 3332), (3332, 2499), (4165, 1666)]
