TS	X	Y	Direction	Line_Man	Column_Man
0	3629.181905012055	3410.426306591297	1	2	4
1	3773.856689558455	3410.426306591297	1	2.0	4.0
2	3918.531474104855	3410.426306591297	1	2.0	4.0
3	4063.206258651255	3410.426306591297	1	2.0	4.0
4	4166	3452.3073497889523	1	2.0	4.0
5	4166	3596.9821343353524	1	2.0	4.0
6	4166	3741.6569188817525	1	2.0	4.0
7	4166	3886.3317034281527	1	2.0	4.0
8	4166	4031.006487974553	1	2.0	4.0
9	4166	4175.681272520953	1	2.0	4.0
10	4166	4320.356057067353	1	2.0	4.0
11	4166	4465.030841613752	1	2.0	4.0
12	4166	4609.705626160152	1	2.0	4.0
13	4166	4754.380410706552	1	2.0	4.0
14	4166	4899.055195252951	1	2.0	4.0
15	4166	4952.270020200649	0	2.0	4.0
16	4166	4807.595235654249	0	2.0	4.0
17	4166	4662.92045110785	0	2.0	4.0
18	4166	4518.24566656145	0	2.0	4.0
19	4166	4373.57088201505	0	2.0	4.0
20	4166	4228.896097468651	0	2.0	4.0
21	4166	4166	1	2.0	4.0
22	4310.6747845464	4166	1	2.0	4.0
23	4455.349569092799	4166	1	2.0	4.0
24	4600.024353639199	4166	1	2.0	4.0
25	4744.699138185599	4166	1	2.0	4.0
26	4889.373922731998	4166	1	2.0	4.0
27	4961.951292721602	4166	0	2.0	4.0
28	4817.276508175202	4166	0	2.0	4.0
29	4672.601723628803	4166	0	2.0	4.0
30	4527.926939082403	4166	0	2.0	4.0
31	4383.252154536003	4166	0	2.0	4.0
32	4238.5773699896035	4166	0	2.0	4.0
33	4166	4093.9025854432034	0	2.0	4.0
34	4166	3949.2278008968033	0	2.0	4.0
35	4166	3804.553016350403	0	2.0	4.0
36	4166	3659.878231804003	0	2.0	4.0
37	4166	3515.203447257603	0	2.0	4.0
38	4166	3370.5286627112027	0	2.0	4.0
39	4166	3225.8538781648026	0	2.0	4.0
40	4166	3081.1790936184025	0	2.0	4.0
41	4166	2936.5043090720023	0	2.0	4.0
42	4166	2791.829524525602	0	2.0	4.0
43	4166	2647.154739979202	0	2.0	4.0
44	4166	2502.479955432802	0	2.0	4.0
45	4023.805170886402	2500	0	2.0	4.0
46	3879.1303863400017	2500	0	2.0	4.0
47	3734.4556017936015	2500	0	2.0	4.0
48	3589.7808172472014	2500	0	2.0	4.0
49	3445.1060327008013	2500	0	2.0	4.0
50	3300.431248154401	2500	0	2.0	4.0
51	3155.756463608001	2500	0	2.0	4.0
52	3011.081679061601	2500	0	2.0	4.0
53	2866.4068945152007	2500	0	2.0	4.0
54	2721.7321099688006	2500	0	2.0	4.0
