EpNum	EpSteps	Reward	ener	dist	NumCovTargets
1	1	10	799.1999999999999	0.0	1	[]
2	2	9	8658.0	0.0	1	[(0, 333), (0, 0)]
3	2	9	8658.0	0.0	1	[(0, 333), (0, 0)]
4	2	9	8658.0	0.0	1	[(0, 333), (0, 0)]
5	2	9	8658.0	0.0	1	[(0, 333), (0, 0)]
6	2	9	8658.0	0.0	1	[(0, 333), (0, 0)]
7	2	9	8658.0	0.0	1	[(0, 333), (0, 0)]
8	2	9	8658.0	0.0	1	[(0, 333), (0, 0)]
9	2	9	8658.0	0.0	1	[(0, 333), (0, 0)]
