EpNum	EpSteps	Reward	ener	dist
1	7	15	364.0	0.0
2	7	15	364.0	0.0
3	7	12	364.0	0.0
4	15	4	780.0	0.0
5	7	13	364.0	0.0
6	7	16	364.0	0.0
7	15	9	780.0	0.0
8	7	13	364.0	0.0
9	7	16	364.0	0.0
10	16	7	832.0	0.0
11	7	14	364.0	0.0
12	7	14	364.0	0.0
13	7	14	364.0	0.0
14	8	15	416.0	0.0
15	16	8	832.0	0.0
16	7	14	364.0	0.0
17	7	14	364.0	0.0
18	7	15	364.0	0.0
19	7	15	364.0	0.0
20	8	14	416.0	0.0
21	16	9	832.0	0.0
22	7	13	364.0	0.0
23	7	13	364.0	0.0
24	7	13	364.0	0.0
25	7	13	364.0	0.0
26	8	14	416.0	0.0
27	8	14	416.0	0.0
28	7	13	364.0	0.0
29	14	7	728.0	0.0
30	14	9	728.0	0.0
31	8	15	416.0	0.0
32	7	14	364.0	0.0
33	7	14	364.0	0.0
34	8	17	416.0	0.0
35	16	9	832.0	0.0
36	15	6	780.0	0.0
37	7	10	364.0	0.0
38	7	10	364.0	0.0
39	13	10	676.0	0.0
40	7	15	364.0	0.0
41	14	8	728.0	0.0
42	16	8	832.0	0.0
43	7	12	364.0	0.0
44	8	10	416.0	0.0
45	8	13	416.0	0.0
46	7	17	364.0	0.0
47	7	17	364.0	0.0
48	16	8	832.0	0.0
49	7	14	364.0	0.0
50	16	9	832.0	0.0
51	7	14	364.0	0.0
52	16	6	832.0	0.0
53	7	14	364.0	0.0
54	16	9	832.0	0.0
55	7	14	364.0	0.0
56	7	15	364.0	0.0
57	7	15	364.0	0.0
58	16	8	832.0	0.0
59	8	13	416.0	0.0
60	7	16	364.0	0.0
61	15	8	780.0	0.0
62	7	15	364.0	0.0
63	15	9	780.0	0.0
64	20	4	1040.0	0.0
65	7	13	364.0	0.0
66	15	10	780.0	0.0
67	7	17	364.0	0.0
68	16	7	832.0	0.0
69	7	12	364.0	0.0
70	7	15	364.0	0.0
71	16	7	832.0	0.0
72	7	12	364.0	0.0
73	7	12	364.0	0.0
74	23	-3	1196.0	0.0
75	8	12	416.0	0.0
76	16	9	832.0	0.0
77	15	6	780.0	0.0
78	8	13	416.0	0.0
79	8	16	416.0	0.0
80	8	15	416.0	0.0
81	7	15	364.0	0.0
82	16	7	832.0	0.0
83	7	13	364.0	0.0
84	8	16	416.0	0.0
85	8	16	416.0	0.0
86	8	16	416.0	0.0
87	21	3	1092.0	0.0
88	7	15	364.0	0.0
89	7	16	364.0	0.0
90	15	6	780.0	0.0
91	16	3	832.0	0.0
92	8	13	416.0	0.0
93	16	7	832.0	0.0
94	8	13	416.0	0.0
95	16	5	832.0	0.0
96	7	11	364.0	0.0
97	15	10	780.0	0.0
98	7	14	364.0	0.0
99	8	13	416.0	0.0
100	8	16	416.0	0.0
101	8	15	416.0	0.0
102	11	13	572.0	0.0
