Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL
2	2	6	49	49	45	8658	8658.0	30303.0
2	2	6	49	49	45	8658	8658.0	30303.0
2	2	6	49	49	45	8658	8658.0	30303.0
2	2	6	49	49	45	8658	8658.0	30303.0
2	2	6	49	49	45	8658	8658.0	30303.0
2	2	6	49	49	45	8658	8658.0	30303.0
2	2	6	49	49	45	8658	8658.0	30303.0
2	2	6	49	49	45	8658	8658.0	30303.0
2	2	6	49	49	45	8658	8658.0	30303.0
2	2	6	49	49	45	8658	8658.0	30303.0
