Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL
13	14	37	97	96	72
13	14	37	97	96	72
13	14	37	97	96	72
13	14	37	97	96	72
13	14	37	97	96	72
13	14	37	97	96	72
13	14	37	97	96	72
13	14	37	97	96	72
13	14	37	97	96	72
13	14	37	97	96	72
