TS	X	Y	Direction	Line_Man	Column_Man
0	12.764489088063815	12.823498441151973	1	3	1
1	12.764489088063815	12.823498441151973	1	3.0	1.0
2	12.764489088063815	12.823498441151973	1	3.0	1.0
3	12.764489088063815	12.823498441151973	1	3.0	1.0
4	12.764489088063815	12.823498441151973	1	3.0	1.0
5	12.764489088063815	12.823498441151973	1	3.0	1.0
6	12.764489088063815	12.823498441151973	1	3.0	1.0
7	12.764489088063815	12.823498441151973	1	3.0	1.0
8	12.764489088063815	12.823498441151973	1	3.0	1.0
9	12.764489088063815	12.823498441151973	1	3.0	1.0
10	12.764489088063815	12.823498441151973	1	3.0	1.0
11	12.764489088063815	12.823498441151973	1	3.0	1.0
12	12.764489088063815	12.823498441151973	1	3.0	1.0
13	12.764489088063815	12.823498441151973	1	3.0	1.0
14	12.764489088063815	12.823498441151973	1	3.0	1.0
15	12.764489088063815	12.823498441151973	1	3.0	1.0
16	12.764489088063815	12.823498441151973	1	3.0	1.0
17	12.764489088063815	12.823498441151973	1	3.0	1.0
18	12.764489088063815	12.823498441151973	1	3.0	1.0
19	12.764489088063815	12.823498441151973	1	3.0	1.0
20	12.764489088063815	12.823498441151973	1	3.0	1.0
21	12.764489088063815	12.823498441151973	1	3.0	1.0
22	12.764489088063815	12.823498441151973	1	3.0	1.0
23	12.764489088063815	12.823498441151973	1	3.0	1.0
24	12.764489088063815	12.823498441151973	1	3.0	1.0
25	12.764489088063815	12.823498441151973	1	3.0	1.0
26	12.764489088063815	12.823498441151973	1	3.0	1.0
27	12.764489088063815	12.823498441151973	1	3.0	1.0
28	12.764489088063815	12.823498441151973	1	3.0	1.0
29	12.764489088063815	12.823498441151973	1	3.0	1.0
30	12.764489088063815	12.823498441151973	1	3.0	1.0
31	12.764489088063815	12.823498441151973	1	3.0	1.0
32	12.764489088063815	12.823498441151973	1	3.0	1.0
33	12.764489088063815	12.823498441151973	1	3.0	1.0
34	12.764489088063815	12.823498441151973	1	3.0	1.0
35	12.764489088063815	12.823498441151973	1	3.0	1.0
36	12.764489088063815	12.823498441151973	1	3.0	1.0
