TS	X	Y
0	3332	1666
1	3332	2499
2	3332	1666
3	2499	1666
4	2499	2499
5	3332	1666
6	4165	2499
7	4165	3332
8	2499	1666
9	2499	1666
10	833	2499
11	2499	2499
12	2499	833
13	3332	1666
14	3332	0
15	1666	833
16	3332	2499
17	833	2499
18	2499	1666
19	3332	2499
20	3332	1666
21	3332	1666
22	3332	0
23	3332	1666
24	833	2499
25	1666	833
26	2499	1666
27	833	2499
28	3332	1666
29	833	0
30	2499	2499
31	4165	2499
32	3332	2499
33	1666	3332
34	3332	0
35	2499	1666
36	833	2499
37	2499	1666
38	2499	1666
39	833	0
40	3332	2499
41	2499	1666
42	1666	833
43	4165	3332
44	3332	1666
45	2499	1666
46	3332	1666
47	3332	0
48	3332	2499
49	3332	1666
50	2499	1666
51	1666	833
52	3332	0
53	2499	2499
54	3332	1666
55	2499	2499
56	3332	2499
57	833	0
58	3332	0
59	3332	1666
60	3332	1666
61	4165	2499
62	3332	1666
63	3332	1666
64	3332	2499
65	3332	1666
66	2499	1666
67	2499	833
68	2499	2499
69	2499	1666
70	833	2499
71	3332	1666
72	1666	833
73	2499	1666
74	3332	1666
75	2499	1666
76	3332	0
77	2499	2499
78	2499	1666
79	2499	2499
80	3332	0
81	3332	0
82	3332	1666
83	833	2499
84	833	0
85	3332	0
86	3332	1666
87	2499	2499
88	2499	1666
89	2499	1666
90	2499	1666
91	3332	2499
92	2499	1666
93	3332	0
94	2499	1666
95	3332	0
96	3332	0
97	1666	3332
98	2499	1666
99	2499	1666
100	2499	2499
101	2499	1666
102	3332	1666
103	3332	1666
104	2499	1666
105	4165	3332
106	2499	1666
107	4165	2499
