TS	X	Y
0	2499	0
1	833	0
2	0	3332
3	1666	2499
4	833	0
5	833	0
6	833	0
7	2499	833
8	0	0
9	4165	0
10	0	3332
11	0	3332
12	4165	0
13	833	0
14	0	0
15	0	0
16	833	0
17	833	4165
18	4165	0
19	4165	0
20	0	0
21	2499	833
22	833	0
23	4165	0
24	4165	0
25	833	4165
26	833	0
27	0	1666
28	4165	0
29	833	0
30	833	0
31	833	0
32	833	0
33	0	0
34	0	3332
35	833	4165
36	833	0
37	833	0
38	833	0
39	0	3332
40	0	1666
41	1666	1666
42	2499	4165
43	833	0
44	833	0
45	4165	0
46	833	0
47	0	1666
48	2499	833
49	4165	0
50	2499	833
51	833	0
52	0	0
53	1666	2499
54	0	3332
55	0	3332
56	0	0
57	833	0
58	833	0
59	2499	833
60	833	4165
61	1666	1666
62	833	0
63	1666	2499
64	833	0
65	0	0
66	1666	1666
67	833	0
68	833	0
69	833	0
70	1666	2499
71	0	3332
72	0	0
73	833	0
74	1666	1666
75	2499	0
76	4165	0
77	4165	0
78	833	4165
79	4165	0
80	4165	0
81	1666	1666
82	833	0
83	4165	0
84	833	4165
85	1666	1666
86	833	0
87	2499	4165
88	4165	0
89	0	0
90	833	4165
91	2499	833
92	2499	0
93	833	0
94	4165	0
95	4165	0
96	1666	1666
97	833	0
98	833	4165
99	833	2499
100	0	0
101	0	3332
102	0	0
103	2499	0
104	833	4165
105	833	0
106	1666	1666
107	1666	1666
