TS	X	Y
0	0	3332
1	4165	833
2	2499	4165
3	2499	4165
4	4165	0
5	2499	0
6	0	3332
7	2499	4165
8	0	2499
9	4165	833
10	0	1666
11	1666	1666
12	4165	833
13	0	3332
14	4165	0
15	1666	833
16	2499	4165
17	4165	0
18	3332	0
19	0	2499
20	0	2499
21	2499	4165
22	4165	0
23	0	1666
24	0	3332
25	0	3332
26	3332	0
27	4165	833
28	1666	1666
29	2499	4165
30	4165	833
31	0	2499
32	0	1666
33	0	3332
34	4165	833
35	1666	1666
36	4165	0
37	4165	833
38	3332	0
39	0	3332
40	2499	4165
41	4165	833
42	2499	4165
43	0	3332
44	2499	0
45	0	3332
46	0	2499
47	1666	1666
48	3332	0
49	0	2499
50	4165	833
51	1666	833
52	2499	0
53	0	2499
54	0	2499
55	3332	0
56	4165	0
57	2499	4165
58	1666	4165
59	2499	4165
60	0	3332
61	833	3332
62	3332	0
63	4165	833
64	2499	4165
65	1666	833
66	0	2499
67	4165	0
68	3332	0
69	3332	0
70	4165	833
71	4165	833
72	4165	833
73	4165	833
74	0	2499
75	2499	4165
76	4165	833
77	4165	0
78	1666	4165
79	4165	0
80	0	3332
81	0	2499
82	2499	4165
83	0	2499
84	4165	0
85	4165	0
86	0	2499
87	1666	1666
88	1666	4165
89	0	1666
90	4165	833
91	2499	0
92	0	3332
93	2499	4165
94	4165	833
95	0	3332
96	2499	0
97	0	2499
98	4165	833
99	0	1666
100	4165	833
101	0	1666
102	0	2499
103	4165	833
104	4165	0
105	0	3332
106	0	2499
107	0	1666
