TS	X	Y	Direction	Line_Man	Column_Man
0	568.8865071959167	687.2438033215899	1	1	2
1	635.8165439273502	687.2438033215899	1	1.0	2.0
2	702.7465806587836	687.2438033215899	1	1.0	2.0
3	769.6766173902171	687.2438033215899	1	1.0	2.0
4	836.6066541216505	687.2438033215899	1	1.0	2.0
5	903.536690853084	687.2438033215899	1	1.0	2.0
6	970.4667275845175	687.2438033215899	1	1.0	2.0
7	960.6032356840492	687.2438033215899	0	1.0	2.0
8	893.6731989526157	687.2438033215899	0	1.0	2.0
9	826.7431622211823	687.2438033215899	0	1.0	2.0
10	759.8131254897488	687.2438033215899	0	1.0	2.0
11	692.8830887583154	687.2438033215899	0	1.0	2.0
12	625.9530520268819	687.2438033215899	0	1.0	2.0
13	559.0230152954484	687.2438033215899	0	1.0	2.0
14	492.092978564015	687.2438033215899	0	1.0	2.0
