TS	X	Y
0	132.9565921282918	3595.423650159866
1	131.63051912498108	3595.0739799791922
2	132.34237270201282	3595.0467427168765
3	133.97471459793348	3595.392743912589
4	3193.766150008765	3595.945878533943
5	383.55057299984963	3595.718768575393
6	2429.014033462249	3596.137024224159
7	4755.978901659817	3595.6004689176643
8	1945.9987155950876	3594.885787589092
9	864.1815898383275	3595.2449273764255
10	300.5998926464304	3595.1185557170843
11	3392.0180083255814	3595.575037109108
12	724.3258750129324	3594.743287853056
13	1942.0105420434868	3594.9075482604853
14	4610.194201696616	3595.449095460657
15	4398.867373335582	3596.090047065827
16	1642.63644703276	3595.360517600383
17	1207.5175232306851	3594.8517399203574
18	773.8458495645997	3594.7816196420354
19	34.63078741427794	3595.744149025119
20	30.493873224216642	3595.1664007241616
21	3898.4648536718987	3595.244915465879
22	2172.3289208073516	3595.249227191902
23	1756.763719897395	3595.544328470565
24	4312.115133903668	3595.5556761100006
25	385.24134045839793	3596.0452846512685
26	3253.181901041408	3595.160365415858
27	1366.5380669581925	3595.1984563031897
28	522.6282263610946	3595.959146053081
29	2412.8629677645526	3595.5020384432596
30	4300.702643345627	3594.9388363746375
31	3980.104800471426	3594.8145538469366
32	3056.3208230286095	3594.9613764878854
33	1529.3821082385055	3595.288903237116
34	3879.9574834425407	3594.9483074283326
35	707.3846717658358	3596.2392067252713
36	1809.7444209561534	3595.0138377761223
37	501.65438294778266	3596.2631046694764
38	1965.150085063394	3595.2916860401633
39	4435.014659477913	3595.082707027949
40	3094.2582411354942	3595.554865096329
41	1680.4862994886166	3595.9496321628053
42	4471.148261268153	3595.5187328162347
43	2731.258972335865	3595.020388405781
44	59.206734111982094	3594.682038317113
45	3233.2002603812557	3595.1079230389005
46	2499.6769959884764	3595.9294842279887
47	3159.9517143368676	3595.3271503584447
48	1173.2272737797452	3595.745830534929
49	4488.102265735426	3595.5488580026113
50	153.4558256289018	3594.8598524147114
51	4329.9641523784085	3594.894687453271
52	4773.38032764447	3595.730758007211
53	3882.278416587343	3594.656540444458
54	2990.580940109911	3595.98356173503
55	512.4342347087533	3595.3988808652084
56	3021.3251627633035	3594.8998765401775
57	3437.223560628595	3595.2257816715896
58	2035.1841177969059	3595.7711595934175
59	4683.499140683024	3594.834446748069
60	1454.0571939944477	3596.1805200021254
61	1776.9938815436933	3595.278909879243
62	1163.047883370315	3594.8051855464137
63	67.77192504533693	3595.252237053077
64	1018.8300498057379	3595.0433249069397
65	2106.5995842160028	3594.7590209474315
66	3194.536599334216	3595.1246881943
67	3091.8327808028944	3594.609417204961
68	4352.649832819187	3595.0619317640685
69	1804.4233688573222	3595.705244263549
70	743.6839126731255	3595.859282866488
71	3291.9348663568117	3594.7820444279146
72	1504.9714016653213	3594.743809877261
73	2008.3877804940405	3595.3479473482153
74	2513.365162188973	3595.44416070341
75	3017.6717661713965	3595.1431347376156
76	3521.5096284379288	3595.181043841711
77	2009.7267166884533	3595.3656248730413
78	829.4111964389308	3594.870324232125
79	293.03961058377354	3595.289226937786
80	1419.0602424731776	3595.253145876936
81	2542.1000956765397	3595.5030294890844
82	3664.631937050661	3594.6489501593037
83	3770.023214704208	3595.922313397267
84	4389.9527344342205	3595.361579339055
85	4984.204802603781	3594.6789674160505
86	3332.708412680828	3596.1231554963347
87	3415.439818492234	3596.269480955758
88	907.8039981935702	3596.0524182407435
89	940.4578600966196	3595.8074766019267
90	1691.9261783167913	3595.264139213322
91	2445.3190212696054	3595.029703013685
92	1015.7952038069648	3595.081360039012
93	3923.0463247559187	3594.9772603726233
94	3168.5590116279377	3596.0588537856693
95	262.7061052818981	3595.8050257362984
96	928.6249504142111	3594.748710611351
97	1818.090965185854	3594.9670315194917
98	4560.626768799319	3596.2285064101948
99	2690.790832873395	3595.6349161680273
100	54.1775346073098	3596.227337130084
101	1799.4042541667752	3595.8466649736474
102	4269.445013150399	3595.323046353531
