TS	X	Y
0	375.4117993347991	1667.3081463664987
1	375.19008686109953	1667.261310336432
2	373.5394475831686	1667.4614333203162
3	372.5700343059678	1667.4894007679854
4	373.0224338389783	1668.422122340755
5	374.8682300677809	1667.970798599938
6	218.2500967695358	1668.230523491099
7	3496.984589579296	1667.8201721944818
8	2781.3867241621197	1667.7606085549132
9	935.0066366812487	1668.591477546128
10	4652.672593948839	1667.4468828900806
11	2867.576521385422	1667.5123224536442
12	1114.9462230077736	1667.9013682202963
13	639.8072555892631	1668.3696751578696
14	2391.918653643176	1667.7083368760957
15	4143.561465326322	1667.9511396353137
16	1253.9059671489333	1667.7033322588752
17	4647.749924389457	1668.0074858959192
18	2748.307915429203	1667.867969669999
19	146.90784353982647	1666.9445268625182
20	2455.169925133436	1668.16860180727
21	4937.447724323784	1668.1486417828492
22	1102.5997200996505	1667.9407972877273
23	1428.7925315189893	1668.326082445729
24	3961.0147189372146	1667.484088151416
25	2790.1004255739867	1667.6428040355552
26	4695.806797884805	1667.5817882981949
27	2187.9043030910157	1667.2424983256565
28	320.3224058342091	1667.264029029548
29	2829.913207338205	1667.4100016571376
30	4655.8079927271965	1668.1125598906362
31	4635.221359607744	1667.4764284754476
32	1717.094381215031	1667.2468003506394
33	1924.4534645992185	1667.7400632573267
34	4431.53780821258	1667.0289145921429
35	789.0432665449317	1667.8918419938657
36	2133.8005918652834	1667.1406825661156
37	975.5179645124169	1667.9463528594677
38	2162.4944674660246	1667.1917108642624
39	3348.446876024461	1667.9882091115023
40	79.99155888441508	1667.3911230101157
41	3630.9493059294996	1667.1073812048826
42	2652.47967113275	1666.9856738744666
43	1059.6919673652478	1667.4136161017161
44	4774.101795079557	1667.4671232210235
45	4243.117851759303	1668.0697018881915
46	833.6652242869732	1667.867756023834
47	4087.4919583218348	1667.1036852596046
48	990.1265510267075	1667.8387549176573
49	3929.990574822453	1667.5401844502258
50	3576.842576474697	1667.850778623148
51	1748.8549078592025	1667.8114434058139
52	2126.6294932662727	1667.5859468309668
53	2501.6288005855004	1667.627167617583
54	2877.129477230408	1667.333758088558
55	3255.5300487782765	1668.5031482987606
56	174.5055703073882	1667.8161475272038
57	1948.5328153157154	1668.2324531801062
58	981.7120283165663	1667.17136943393
59	14.761121368825362	1666.9928266743577
60	948.9390886441632	1667.7133795423981
61	1915.3130026464337	1667.6241290884655
62	103.93582849657902	1666.9495650888118
63	1781.3861113400606	1667.1069053985232
64	3668.7087692219184	1667.181118997312
65	4440.232988021869	1667.2537602998352
66	2554.716865631622	1667.4805134559392
67	2879.926770682356	1667.3499438235576
68	3015.370090013945	1668.2324532710256
69	3891.8430388871934	1668.2015001469044
70	4770.779763649052	1668.3425564113122
71	4347.085961525614	1668.5166308889623
72	3468.99350529012	1668.0801152817724
