TS	X	Y
0	7500	0
1	2500	1250
2	0	0
3	8750	3750
4	6250	3750
5	3750	7500
6	5000	7500
7	8750	3750
8	2500	0
9	3750	5000
10	2500	2500
11	3750	1250
12	1250	7500
13	5000	7500
14	6250	3750
15	7500	5000
16	2500	2500
17	1250	5000
18	8750	0
19	5000	3750
20	3750	5000
21	2500	8750
22	2500	6250
23	8750	3750
24	5000	5000
25	1250	2500
26	5000	0
27	5000	5000
28	7500	0
29	8750	8750
30	8750	6250
31	1250	5000
32	8750	3750
33	6250	3750
34	8750	1250
35	0	3750
36	0	1250
37	8750	0
38	8750	3750
39	5000	0
40	7500	0
41	6250	0
42	8750	3750
43	5000	3750
44	8750	2500
45	8750	3750
46	7500	5000
47	5000	3750
48	8750	6250
49	6250	7500
50	7500	0
51	5000	2500
52	1250	6250
53	1250	2500
54	1250	6250
55	1250	7500
56	5000	7500
57	6250	5000
58	7500	0
59	2500	2500
60	1250	5000
61	3750	8750
62	5000	7500
63	2500	6250
64	3750	7500
65	6250	1250
66	6250	3750
67	7500	0
68	3750	0
69	8750	1250
70	2500	5000
71	3750	0
72	0	7500
73	3750	5000
74	1250	7500
75	6250	3750
76	2500	2500
77	1250	7500
78	1250	2500
79	2500	6250
80	3750	8750
81	8750	3750
82	2500	2500
83	5000	0
84	8750	3750
85	5000	7500
86	3750	5000
87	3750	7500
88	2500	2500
89	8750	6250
90	2500	6250
91	2500	5000
92	7500	1250
93	1250	7500
94	0	1250
95	0	2500
96	6250	3750
