Steps_BL	Reward_BL	ener_BL	dist_BL
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
27	483	1404.0	0.0
