EpNum	EpSteps	Reward	ener	dist
1	27	483	1404.0	0.0
2	27	483	1404.0	0.0
3	27	483	1404.0	0.0
4	27	483	1404.0	0.0
5	27	483	1404.0	0.0
6	27	483	1404.0	0.0
7	27	483	1404.0	0.0
8	27	483	1404.0	0.0
9	27	483	1404.0	0.0
10	27	483	1404.0	0.0
11	27	483	1404.0	0.0
12	27	483	1404.0	0.0
13	27	483	1404.0	0.0
14	27	483	1404.0	0.0
15	27	483	1404.0	0.0
16	27	483	1404.0	0.0
17	27	483	1404.0	0.0
18	27	483	1404.0	0.0
19	27	483	1404.0	0.0
20	27	483	1404.0	0.0
21	27	483	1404.0	0.0
22	27	483	1404.0	0.0
23	27	483	1404.0	0.0
24	27	483	1404.0	0.0
25	27	483	1404.0	0.0
26	27	483	1404.0	0.0
27	27	483	1404.0	0.0
28	27	483	1404.0	0.0
29	27	483	1404.0	0.0
30	27	483	1404.0	0.0
31	27	483	1404.0	0.0
32	27	483	1404.0	0.0
33	27	483	1404.0	0.0
34	27	483	1404.0	0.0
35	27	483	1404.0	0.0
36	27	483	1404.0	0.0
37	27	483	1404.0	0.0
38	27	483	1404.0	0.0
39	27	483	1404.0	0.0
40	27	483	1404.0	0.0
41	27	483	1404.0	0.0
42	27	483	1404.0	0.0
43	27	483	1404.0	0.0
44	27	483	1404.0	0.0
45	27	483	1404.0	0.0
46	27	483	1404.0	0.0
47	27	483	1404.0	0.0
48	27	483	1404.0	0.0
49	27	483	1404.0	0.0
50	27	483	1404.0	0.0
51	27	483	1404.0	0.0
52	27	483	1404.0	0.0
53	27	483	1404.0	0.0
54	27	483	1404.0	0.0
55	27	483	1404.0	0.0
56	27	483	1404.0	0.0
57	27	483	1404.0	0.0
58	27	483	1404.0	0.0
59	27	483	1404.0	0.0
60	27	483	1404.0	0.0
61	27	483	1404.0	0.0
62	27	483	1404.0	0.0
63	27	483	1404.0	0.0
64	27	483	1404.0	0.0
65	27	483	1404.0	0.0
66	27	483	1404.0	0.0
67	27	483	1404.0	0.0
68	27	483	1404.0	0.0
69	27	483	1404.0	0.0
70	27	483	1404.0	0.0
71	27	483	1404.0	0.0
72	27	483	1404.0	0.0
73	27	483	1404.0	0.0
74	27	483	1404.0	0.0
75	27	483	1404.0	0.0
76	27	483	1404.0	0.0
77	27	483	1404.0	0.0
78	27	483	1404.0	0.0
79	27	483	1404.0	0.0
80	27	483	1404.0	0.0
81	27	483	1404.0	0.0
