TS	X	Y	Direction	Line_Man	Column_Man
0	7498.04924378524	9063.256155473155	0	7	1
1	7175.840518257931	9063.256155473155	0	7.0	1.0
2	6853.631792730622	9063.256155473155	0	7.0	1.0
3	6531.423067203313	9063.256155473155	0	7.0	1.0
4	6209.214341676004	9063.256155473155	0	7.0	1.0
5	5887.005616148695	9063.256155473155	0	7.0	1.0
6	5564.7968906213855	9063.256155473155	0	7.0	1.0
7	5242.588165094076	9063.256155473155	0	7.0	1.0
8	4920.379439566767	9063.256155473155	0	7.0	1.0
9	4598.170714039458	9063.256155473155	0	7.0	1.0
10	4275.961988512149	9063.256155473155	0	7.0	1.0
11	3953.7532629848406	9063.256155473155	0	7.0	1.0
12	3631.544537457532	9063.256155473155	0	7.0	1.0
13	3309.3358119302234	9063.256155473155	0	7.0	1.0
14	2987.1270864029148	9063.256155473155	0	7.0	1.0
15	2664.918360875606	9063.256155473155	0	7.0	1.0
16	2342.7096353482975	9063.256155473155	0	7.0	1.0
17	2020.500909820989	9063.256155473155	0	7.0	1.0
18	1698.2921842936803	9063.256155473155	0	7.0	1.0
19	1376.0834587663717	9063.256155473155	0	7.0	1.0
20	1053.874733239063	9063.256155473155	0	7.0	1.0
21	731.6660077117544	9063.256155473155	0	7.0	1.0
22	409.4572821844458	9063.256155473155	0	7.0	1.0
23	87.2485566571371	9063.256155473155	0	7.0	1.0
24	1	8827.295986602983	0	7.0	1.0
25	1	8505.087261075674	0	7.0	1.0
26	1	8182.878535548365	0	7.0	1.0
27	1	7860.669810021056	0	7.0	1.0
28	1	7538.461084493747	0	7.0	1.0
29	283.7476410335621	7501	1	7.0	1.0
30	605.9563665608707	7501	1	7.0	1.0
31	928.1650920881793	7501	1	7.0	1.0
32	1250.373817615488	7501	1	7.0	1.0
33	1572.5825431427966	7501	1	7.0	1.0
34	1894.7912686701052	7501	1	7.0	1.0
35	2216.999994197414	7501	1	7.0	1.0
36	2539.2087197247224	7501	1	7.0	1.0
37	2861.417445252031	7501	1	7.0	1.0
38	3183.6261707793396	7501	1	7.0	1.0
39	3505.8348963066483	7501	1	7.0	1.0
40	3828.043621833957	7501	1	7.0	1.0
41	4150.2523473612655	7501	1	7.0	1.0
42	4472.461072888575	7501	1	7.0	1.0
43	4794.669798415884	7501	1	7.0	1.0
44	5116.878523943193	7501	1	7.0	1.0
45	5439.087249470502	7501	1	7.0	1.0
46	5761.295974997811	7501	1	7.0	1.0
47	6083.50470052512	7501	1	7.0	1.0
48	6405.713426052429	7501	1	7.0	1.0
49	6727.922151579738	7501	1	7.0	1.0
50	7050.130877107047	7501	1	7.0	1.0
51	7372.339602634356	7501	1	7.0	1.0
52	7694.548328161665	7501	1	7.0	1.0
53	8016.757053688974	7501	1	7.0	1.0
54	8338.965779216283	7501	1	7.0	1.0
55	8661.174504743592	7501	1	7.0	1.0
56	8983.383230270902	7501	1	7.0	1.0
57	9305.59195579821	7501	1	7.0	1.0
58	9627.80068132552	7501	1	7.0	1.0
59	9950.009406852829	7501	1	7.0	1.0
60	9727.781867619862	7501	0	7.0	1.0
61	9405.573142092553	7501	0	7.0	1.0
62	9083.364416565244	7501	0	7.0	1.0
63	8761.155691037935	7501	0	7.0	1.0
64	8438.946965510626	7501	0	7.0	1.0
65	8116.738239983317	7501	0	7.0	1.0
66	7794.529514456008	7501	0	7.0	1.0
67	7472.320788928699	7501	0	7.0	1.0
68	7150.11206340139	7501	0	7.0	1.0
69	6827.9033378740805	7501	0	7.0	1.0
70	6505.6946123467715	7501	0	7.0	1.0
71	6183.485886819462	7501	0	7.0	1.0
72	5861.277161292153	7501	0	7.0	1.0
73	5539.068435764844	7501	0	7.0	1.0
74	5216.859710237535	7501	0	7.0	1.0
75	5001	7607.349015289774	1	7.0	1.0
76	5001	7929.557740817083	1	7.0	1.0
77	5001	8251.766466344392	1	7.0	1.0
78	5001	8573.975191871701	1	7.0	1.0
79	5001	8896.18391739901	1	7.0	1.0
80	5001	9218.39264292632	1	7.0	1.0
81	5001	9540.601368453628	1	7.0	1.0
82	5001	9862.810093980937	1	7.0	1.0
83	5001	9814.981180491754	0	7.0	1.0
84	5001	9492.772454964444	0	7.0	1.0
85	5001	9170.563729437135	0	7.0	1.0
86	5001	8848.355003909826	0	7.0	1.0
87	5001	8526.146278382517	0	7.0	1.0
88	5001	8203.937552855208	0	7.0	1.0
89	5001	7881.728827327899	0	7.0	1.0
90	5001	7559.52010180059	0	7.0	1.0
91	4737.311376273281	7501	0	7.0	1.0
92	4415.102650745972	7501	0	7.0	1.0
93	4092.8939252186633	7501	0	7.0	1.0
94	3770.6851996913547	7501	0	7.0	1.0
95	3751	7198.4764741640465	0	7.0	1.0
96	3751	6876.267748636737	0	7.0	1.0
