EpNum	EpSteps	Reward	ener	dist	NumCovTargets
1	13	25.0	231.13910524340093	0.0	10
2	15	51.0	504.73910524340107	0.0	10
3	15	23.0	611.7564209736039	0.0	10
4	46	27	1695.4519471906078	0.0	9
5	23	35.0	688.5564209736041	0.0	10
6	46	-18.0	1525.851947190608	0.0	9
7	8	49.0	289.4782104868019	0.0	10
8	19	29.0	691.878210486802	0.0	10
9	20	22.0	637.5391052434011	0.0	10
10	23	34.0	922.0955262170048	0.0	10
11	33	51	1380.191052434009	0.0	10
12	44	14.0	1336.3737367038057	0.0	10
13	18	22.0	427.8782104868019	0.0	10
14	15	23.0	484.55642097360385	0.0	10
15	38	2.0	1044.5564209736042	0.0	10
16	26	52.0	1164.2519471906087	0.0	10
17	46	-29.0	1079.634631460406	0.0	6
18	46	21.0	1674.5910524340081	0.0	9
19	30	28.0	968.4346314604061	0.0	10
20	23	-2.0	411.939105243401	0.0	10
21	46	0.0	1334.0346314604053	0.0	9
22	46	19	1228.3737367038061	0.0	8
23	23	16.0	688.556420973604	0.0	10
24	41	0.0	1222.7737367038067	0.0	10
25	46	-36.0	653.6000000000003	0.0	9
26	21	37.0	733.2955262170049	0.0	10
27	46	-10.0	1504.9910524340082	0.0	8
28	45	-14.0	1154.834631460406	0.0	10
29	33	35.0	869.3564209736041	0.0	10
30	46	-28.0	1078.956420973604	0.0	7
31	36	2.0	1196.3128419472077	0.0	10
32	12	28.0	348.739105243401	0.0	10
33	43	14.0	986.2173157302034	0.0	10
34	46	29	1568.2519471906078	0.0	9
35	46	27	1547.3910524340088	0.0	9
36	46	18.0	1632.1910524340083	0.0	9
37	43	23.0	1242.6519471906083	0.0	10
38	25	34.0	495.078210486802	0.0	10
39	27	40.0	514.2782104868022	0.0	10
40	46	11.0	1206.1564209736039	0.0	9
41	39	28.0	1332.1301576774104	0.0	10
42	18	56.0	384.8000000000002	0.0	10
43	46	17	909.3564209736044	0.0	8
44	46	9.0	780.8000000000008	0.0	8
45	36	40.0	1195.634631460406	0.0	10
46	17	68	843.6346314604058	0.0	10
47	8	77	352.73910524340096	0.0	10
48	46	-2.0	759.9391052434015	0.0	7
49	46	6	526.4000000000005	0.0	7
50	36	47	663.9391052434012	0.0	10
51	46	28	972.6173157302036	0.0	9
52	46	28	993.4782104868026	0.0	9
53	46	28	1014.3391052434016	0.0	9
54	46	28	1099.1391052434008	0.0	9
55	8	78	416.0	0.0	10
56	15	70	737.6	0.0	10
57	16	60.0	578.2782104868021	0.0	10
58	46	27	1206.156420973603	0.0	9
59	11	66.0	508.739105243401	0.0	10
60	36	48	1003.8173157302034	0.0	10
61	15	70	610.4000000000001	0.0	10
62	26	49.0	759.0782104868023	0.0	10
63	15	69	504.7391052434011	0.0	10
64	11	64.0	317.6	0.0	10
65	20	65	764.7391052434011	0.0	10
66	10	75	392.80000000000007	0.0	10
67	15	60.0	356.0000000000001	0.0	10
68	46	19.0	611.2000000000007	0.0	9
69	46	27	1270.0955262170046	0.0	9
70	28	47.0	799.1391052434012	0.0	10
71	36	48	770.2782104868023	0.0	10
72	21	54.0	583.8782104868021	0.0	10
73	14	70	538.2173157302029	0.0	10
74	18	66	512.6782104868021	0.0	10
75	21	54.0	371.2000000000002	0.0	10
76	46	28	972.6173157302036	0.0	9
77	46	28	696.0000000000009	0.0	9
78	33	51	613.6000000000004	0.0	10
