EpNum	EpSteps	Reward	ener
3691	6	98	291.1391052
3692	6	98	291.1391052
3693	6	98	291.1391052
3694	11	94	487.8782105
3695	6	98	269.6
3696	9	96	298.4
3697	17	88	523.9391052
3698	6	98	291.1391052
3699	6	98	291.1391052
3700	6	98	291.1391052
3701	7	97	300.7391052
3702	6	99	291.1391052
3703	6	98	291.1391052
3704	6	99	291.1391052
3705	8	97	288.8
3706	7	98	343.1391052
3707	7	98	300.7391052
3708	9	96	298.4
3709	16	89	429.5391052
3710	6	98	291.1391052
3711	6	98	291.1391052
3712	18	76	491.1391052
3713	6	98	269.6
3714	18	76	491.1391052
3715	7	98	279.2
3716	6	98	269.6
3717	7	98	279.2
3718	6	98	269.6
3719	6	98	291.1391052
3720	6	98	269.6
3721	6	98	269.6
3722	6	98	269.6
3723	6	99	291.1391052
3724	6	99	291.1391052
3725	6	98	269.6
3726	6	98	269.6
3727	7	98	279.2
3728	6	98	269.6
3729	13	92	358.3391052
3730	6	98	269.6
3731	6	98	269.6
3732	6	99	291.1391052
3733	7	98	300.7391052
3734	18	15	406.3391052
3735	10	96	392.8
3736	7	98	300.7391052
3737	6	98	269.6
3738	6	98	269.6
3739	6	98	269.6
3740	7	97	300.7391052
3741	8	98	310.3391052
3742	6	98	291.1391052
3743	6	98	291.1391052
3744	6	98	291.1391052
3745	6	98	291.1391052
3746	6	98	291.1391052
3747	7	99	300.7391052
3748	6	98	291.1391052
3749	6	98	291.1391052
3750	16	89	578.2782105
3751	8	97	288.8
3752	9	96	298.4
3753	6	99	291.1391052
3754	6	99	291.1391052
3755	10	97	329.5391052
3756	18	79	533.5391052
3757	6	98	291.1391052
3758	7	98	300.7391052
3759	7	99	300.7391052
3760	6	98	291.1391052
3761	6	98	291.1391052
3762	6	98	291.1391052
3763	6	99	291.1391052
3764	7	98	300.7391052
3765	18	76	575.9391052
3766	6	98	291.1391052
3767	18	76	575.9391052
3768	9	96	362.3391052
3769	7	98	300.7391052
3770	7	98	300.7391052
3771	6	98	291.1391052
3772	7	98	300.7391052
3773	6	99	291.1391052
3774	7	98	300.7391052
3775	6	99	291.1391052
3776	7	98	300.7391052
3777	6	98	291.1391052
3778	7	99	300.7391052
3779	6	98	291.1391052
3780	7	99	300.7391052
3781	9	96	298.4
3782	9	96	298.4
3783	6	98	291.1391052
3784	6	99	291.1391052
3785	6	99	291.1391052
3786	6	98	291.1391052
3787	7	97	300.7391052
3788	6	98	269.6
3789	6	98	269.6
3790	8	96	288.8
3791	7	99	300.7391052
3792	7	99	300.7391052
3793	7	99	300.7391052
3794	9	97	319.9391052
3795	6	98	291.1391052
3796	18	76	406.3391052
3797	6	98	291.1391052
3798	7	99	300.7391052
3799	16	89	450.4
3800	6	98	291.1391052
3801	7	97	300.7391052
3802	7	98	300.7391052
3803	6	99	291.1391052
3804	6	99	291.1391052
3805	7	98	300.7391052
3806	6	98	291.1391052
3807	6	99	291.1391052
3808	7	98	279.2
3809	6	98	291.1391052
3810	7	97	300.7391052
3811	5	99	260.6782105
3812	7	98	300.7391052
3813	9	96	404.7391052
3814	8	97	288.8
3815	6	98	291.1391052
3816	7	99	300.7391052
3817	6	99	291.1391052
3818	6	99	291.1391052
3819	7	99	300.7391052
3820	8	97	352.7391052
3821	7	98	300.7391052
3822	9	98	319.9391052
3823	8	98	310.3391052
3824	8	97	288.8
3825	7	98	300.7391052
3826	7	98	343.1391052
3827	8	97	288.8
3828	10	95	329.5391052
3829	7	98	300.7391052
3830	6	98	291.1391052
3831	9	96	298.4
3832	7	99	300.7391052
3833	6	98	291.1391052
3834	7	97	300.7391052
3835	6	99	291.1391052
3836	6	98	291.1391052
3837	8	96	416.6782105
3838	13	93	570.3391052
3839	9	97	362.3391052
3840	9	98	362.3391052
3841	10	95	308
3842	6	98	291.1391052
3843	10	95	393.4782105
3844	6	98	291.1391052
3845	6	98	291.1391052
3846	5	99	260.6782105
3847	7	98	300.7391052
3848	8	97	352.7391052
3849	6	99	291.1391052
3850	6	99	291.1391052
3851	6	99	291.1391052
3852	6	99	291.1391052
3853	6	98	291.1391052
3854	9	97	340.8
3855	6	98	291.1391052
3856	7	98	300.7391052
3857	6	98	291.1391052
3858	8	97	288.8
3859	7	98	300.7391052
3860	7	98	300.7391052
3861	7	98	300.7391052
3862	7	98	300.7391052
3863	6	99	291.1391052
3864	6	99	291.1391052
3865	6	98	291.1391052
3866	15	91	377.5391052
3867	6	99	291.1391052
3868	7	97	343.1391052
3869	9	96	298.4
3870	5	99	260.6782105
3871	6	98	291.1391052
3872	6	98	291.1391052
3873	6	98	291.1391052
3874	7	98	322.2782105
3875	8	97	310.3391052
3876	6	98	291.1391052
3877	8	97	310.3391052
3878	11	95	402.4
3879	10	96	371.9391052
3880	6	98	291.1391052
3881	7	98	300.7391052
3882	18	76	745.5391052
3883	6	98	291.1391052
3884	6	98	291.1391052
3885	8	97	288.8
3886	6	98	291.1391052
3887	7	99	300.7391052
3888	6	98	291.1391052
3889	7	98	300.7391052
3890	8	97	288.8
3891	8	99	352.7391052
3892	6	98	291.1391052
3893	8	97	310.3391052
3894	6	99	291.1391052
3895	6	98	291.1391052
3896	6	99	291.1391052
3897	18	76	406.3391052
3898	10	95	329.5391052
3899	7	98	300.7391052
3900	6	98	291.1391052
3901	7	99	300.7391052
3902	6	98	291.1391052
3903	6	98	291.1391052
3904	8	97	310.3391052
3905	6	99	291.1391052
3906	10	96	371.9391052
3907	7	99	300.7391052
3908	6	98	291.1391052
3909	18	65	576.6173157
3910	16	89	429.5391052
3911	7	98	300.7391052
3912	7	98	300.7391052
3913	6	98	291.1391052
3914	6	98	291.1391052
3915	6	98	291.1391052
3916	8	98	352.7391052
3917	9	97	319.9391052
3918	6	99	291.1391052
3919	9	97	319.9391052
3920	6	98	291.1391052
3921	7	98	300.7391052
3922	7	98	300.7391052
3923	6	99	291.1391052
3924	6	99	291.1391052
3925	12	95	433.5391052
3926	6	99	291.1391052
3927	6	99	291.1391052
3928	6	99	291.1391052
3929	6	98	291.1391052
3930	6	98	291.1391052
3931	6	99	291.1391052
3932	7	98	300.7391052
3933	6	98	291.1391052
3934	7	99	300.7391052
3935	7	98	300.7391052
3936	7	98	300.7391052
3937	6	98	291.1391052
3938	8	97	310.3391052
3939	6	99	291.1391052
3940	9	96	426.2782105
3941	6	98	291.1391052
3942	6	99	291.1391052
3943	18	76	639.8782105
3944	8	97	310.3391052
3945	8	97	310.3391052
3946	6	98	291.1391052
3947	6	99	291.1391052
3948	7	99	300.7391052
3949	6	98	291.1391052
3950	10	97	329.5391052
3951	6	98	291.1391052
3952	7	98	300.7391052
3953	7	99	300.7391052
3954	9	96	426.2782105
3955	8	97	310.3391052
3956	7	98	300.7391052
3957	6	98	291.1391052
3958	6	98	291.1391052
3959	6	98	291.1391052
3960	6	98	291.1391052
3961	6	98	291.1391052
3962	7	98	300.7391052
3963	6	98	291.1391052
3964	6	98	291.1391052
3965	7	98	300.7391052
3966	6	98	291.1391052
3967	8	97	310.3391052
3968	6	98	291.1391052
3969	6	98	291.1391052
3970	7	99	300.7391052
3971	8	97	310.3391052
3972	6	99	291.1391052
3973	7	98	343.1391052
3974	6	99	291.1391052
3975	13	92	486.2173157
3976	5	99	260.6782105
3977	12	92	412.6782105
3978	6	99	291.1391052
3979	9	96	319.9391052
3980	7	98	300.7391052
3981	8	97	310.3391052
3982	6	98	291.1391052
3983	6	99	291.1391052
3984	6	98	291.1391052
3985	6	98	291.1391052
3986	10	96	329.5391052
3987	18	76	385.4782105
3988	6	98	291.1391052
3989	8	97	310.3391052
3990	7	98	300.7391052
3991	6	98	291.1391052
3992	8	97	310.3391052
3993	7	98	300.7391052
3994	7	98	300.7391052
3995	8	97	310.3391052
3996	6	99	291.1391052
3997	7	98	300.7391052
3998	16	89	471.9391052
3999	7	98	300.7391052
4000	7	99	300.7391052
4001	6	98	291.1391052
4002	7	98	300.7391052
4003	14	92	537.5391052
4004	6	99	291.1391052
4005	6	98	291.1391052
4006	18	78	534.2173157
4007	7	98	300.7391052
4008	6	99	291.1391052
4009	7	98	300.7391052
4010	7	98	300.7391052
4011	6	98	291.1391052
4012	15	91	547.1391052
4013	7	98	300.7391052
4014	6	98	291.1391052
4015	7	98	364.6782105
4016	6	98	291.1391052
4017	6	98	291.1391052
4018	6	99	291.1391052
4019	8	97	374.2782105
4020	9	98	319.9391052
4021	9	97	362.3391052
4022	6	98	291.1391052
4023	6	98	291.1391052
4024	7	98	300.7391052
4025	11	94	466.3391052
4026	9	95	299.0782105
4027	8	98	310.3391052
4028	6	98	291.1391052
4029	7	99	300.7391052
4030	7	99	300.7391052
4031	6	99	291.1391052
4032	6	98	291.1391052
4033	8	97	374.2782105
4034	6	98	291.1391052
4035	9	97	362.3391052
4036	6	99	291.1391052
4037	6	98	291.1391052
4038	15	91	568.6782105
4039	9	96	298.4
4040	6	98	291.1391052
4041	8	97	310.3391052
4042	7	98	300.7391052
4043	6	99	291.1391052
4044	6	98	291.1391052
4045	8	97	310.3391052
4046	14	91	367.9391052
4047	8	98	352.7391052
4048	7	98	300.7391052
4049	15	90	420.6173157
4050	8	97	310.3391052
4051	6	98	291.1391052
4052	6	99	291.1391052
4053	15	91	674.3391052
4054	5	99	260.6782105
4055	10	96	371.9391052
4056	6	99	291.1391052
4057	8	98	310.3391052
4058	6	98	291.1391052
4059	6	98	291.1391052
4060	6	99	291.1391052
4061	8	97	310.3391052
4062	6	98	291.1391052
4063	6	98	291.1391052
4064	9	96	362.3391052
4065	7	98	300.7391052
4066	7	98	300.7391052
4067	6	98	291.1391052
4068	15	90	611.0782105
4069	6	98	291.1391052
4070	6	98	291.1391052
4071	18	77	575.9391052
4072	7	98	300.7391052
4073	7	99	300.7391052
4074	7	98	300.7391052
4075	6	98	291.1391052
4076	12	95	433.5391052
4077	8	97	310.3391052
4078	6	99	291.1391052
4079	11	95	339.1391052
4080	10	96	329.5391052
4081	6	98	291.1391052
4082	7	98	300.7391052
4083	8	99	310.3391052
4084	9	97	447.1391052
4085	6	98	291.1391052
4086	6	98	291.1391052
4087	9	97	319.9391052
4088	6	98	291.1391052
4089	7	98	300.7391052
4090	9	97	319.9391052
4091	6	98	291.1391052
4092	6	98	291.1391052
4093	6	98	291.1391052
4094	6	98	291.1391052
4095	7	99	300.7391052
4096	7	97	300.7391052
4097	18	35	575.9391052
4098	6	99	291.1391052
4099	8	97	310.3391052
4100	6	98	291.1391052
4101	7	98	300.7391052
4102	8	97	352.7391052
4103	6	98	291.1391052
4104	6	99	291.1391052
4105	6	98	291.1391052
4106	8	96	395.1391052
4107	6	99	291.1391052
4108	6	98	291.1391052
4109	18	76	448.7391052
4110	6	99	291.1391052
4111	8	97	352.7391052
4112	6	98	291.1391052
4113	15	91	419.9391052
4114	6	98	291.1391052
4115	7	98	300.7391052
4116	6	98	291.1391052
4117	7	98	300.7391052
4118	6	99	291.1391052
4119	11	95	339.1391052
4120	9	96	362.3391052
4121	7	97	300.7391052
4122	6	98	291.1391052
4123	7	98	300.7391052
4124	18	76	406.3391052
4125	10	95	329.5391052
4126	6	98	291.1391052
4127	6	99	291.1391052
4128	9	97	319.9391052
4129	6	98	291.1391052
4130	6	99	291.1391052
4131	6	98	291.1391052
4132	6	98	291.1391052
4133	9	96	362.3391052
4134	6	98	291.1391052
4135	9	97	362.3391052
4136	6	98	291.1391052
4137	6	98	291.1391052
4138	7	99	300.7391052
4139	6	98	291.1391052
4140	9	97	362.3391052
4141	6	98	291.1391052
4142	5	99	260.6782105
4143	8	97	310.3391052
4144	7	98	300.7391052
4145	6	98	291.1391052
4146	6	98	291.1391052
4147	6	98	291.1391052
4148	6	98	291.1391052
4149	6	98	291.1391052
4150	6	98	291.1391052
4151	7	98	300.7391052
4152	18	65	406.3391052
4153	6	98	291.1391052
4154	7	98	300.7391052
4155	6	98	291.1391052
4156	16	89	535.8782105
4157	7	97	300.7391052
4158	17	89	523.9391052
4159	7	97	300.7391052
4160	14	93	367.9391052
4161	8	98	310.3391052
4162	6	99	291.1391052
4163	9	97	362.3391052
4164	6	98	291.1391052
4165	6	98	291.1391052
4166	6	98	291.1391052
4167	6	98	291.1391052
4168	14	94	367.9391052
4169	6	98	291.1391052
4170	6	98	291.1391052
4171	6	98	291.1391052
4172	6	98	291.1391052
4173	7	98	300.7391052
4174	18	76	448.7391052
4175	7	98	300.7391052
4176	9	97	362.3391052
4177	18	76	321.5391052
4178	7	99	300.7391052
4179	8	97	310.3391052
4180	6	98	291.1391052
4181	7	98	300.7391052
4182	7	99	300.7391052
4183	9	96	298.4
4184	6	99	291.1391052
4185	7	98	300.7391052
4186	7	98	300.7391052
4187	6	98	291.1391052
4188	6	98	291.1391052
4189	7	98	300.7391052
4190	7	98	300.7391052
4191	9	96	362.3391052
4192	6	98	291.1391052
4193	6	99	291.1391052
4194	6	98	291.1391052
4195	6	98	291.1391052
4196	6	98	291.1391052
4197	7	98	300.7391052
4198	7	98	300.7391052
4199	6	98	291.1391052
4200	8	97	288.8
4201	6	98	291.1391052
4202	6	98	269.6
4203	7	98	300.7391052
4204	8	97	288.8
4205	8	97	288.8
4206	6	98	269.6
4207	6	98	269.6
4208	8	97	288.8
4209	7	98	279.2
4210	18	77	491.1391052
4211	7	98	279.2
4212	6	98	291.1391052
4213	7	98	300.7391052
4214	7	97	279.2
4215	7	98	279.2
4216	12	93	496.8
4217	8	97	288.8
4218	6	99	291.1391052
4219	18	78	470.2782105
4220	6	98	269.6
4221	15	91	398.4
4222	7	98	279.2
4223	6	98	269.6
4224	6	98	269.6
4225	7	98	279.2
4226	7	97	279.2
4227	10	95	456.7391052
4228	18	47	279.1391052
4229	9	96	383.2
4230	9	95	383.2
4231	7	99	300.7391052
4232	10	96	478.2782105
4233	6	98	291.1391052
4234	7	99	300.7391052
4235	18	75	406.3391052
4236	10	96	350.4
4237	9	96	319.9391052
4238	11	96	360
4239	7	98	279.2
4240	6	98	291.1391052
4241	18	76	575.9391052
4242	6	98	291.1391052
4243	7	97	300.7391052
4244	15	90	419.9391052
4245	10	96	350.4
4246	6	98	291.1391052
4247	8	98	310.3391052
4248	6	98	291.1391052
4249	8	97	288.8
4250	5	99	260.6782105
4251	6	98	291.1391052
4252	5	99	260.6782105
4253	9	95	447.8173157
4254	7	98	343.1391052
4255	8	97	310.3391052
4256	8	97	310.3391052
4257	8	97	352.7391052
4258	6	98	291.1391052
4259	6	99	291.1391052
4260	7	97	300.7391052
4261	8	97	310.3391052
4262	8	97	310.3391052
4263	6	98	291.1391052
4264	6	98	291.1391052
4265	6	98	291.1391052
4266	6	98	291.1391052
4267	6	98	291.1391052
4268	7	99	300.7391052
4269	5	99	260.6782105
4270	8	97	310.3391052
4271	6	98	291.1391052
4272	6	98	291.1391052
4273	6	98	291.1391052
4274	17	88	523.9391052
4275	10	96	329.5391052
4276	12	92	412.6782105
4277	7	98	300.7391052
4278	7	98	300.7391052
4279	7	99	300.7391052
4280	7	97	300.7391052
4281	6	98	291.1391052
4282	6	99	270.2782105
4283	7	98	300.7391052
4284	6	99	291.1391052
4285	9	97	341.4782105
4286	7	98	300.7391052
4287	9	97	341.4782105
4288	6	98	291.1391052
4289	7	98	300.7391052
4290	7	98	322.2782105
4291	6	99	291.1391052
4292	8	97	310.3391052
4293	7	98	300.7391052
4294	6	98	291.1391052
4295	6	98	291.1391052
4296	6	98	291.1391052
4297	7	99	300.7391052
4298	9	96	298.4
4299	6	98	291.1391052
4300	12	94	348.7391052
4301	6	98	291.1391052
4302	9	97	299.0782105
4303	8	97	310.3391052
4304	7	98	300.7391052
4305	7	98	300.7391052
4306	10	96	329.5391052
4307	7	98	343.1391052
4308	8	97	310.3391052
4309	6	98	291.1391052
4310	6	98	291.1391052
4311	6	99	291.1391052
4312	8	97	310.3391052
4313	6	98	291.1391052
4314	6	99	291.1391052
4315	8	96	310.3391052
4316	9	96	426.2782105
4317	8	97	352.7391052
4318	8	98	352.7391052
4319	6	99	291.1391052
4320	7	97	300.7391052
4321	7	98	300.7391052
4322	6	98	291.1391052
4323	6	98	291.1391052
4324	7	97	300.7391052
4325	6	98	291.1391052
4326	8	97	352.7391052
4327	6	98	291.1391052
4328	8	97	288.8
4329	14	91	389.4782105
4330	16	89	429.5391052
4331	7	98	279.2
4332	8	97	288.8
4333	6	99	291.1391052
4334	6	98	291.1391052
4335	8	96	288.8
4336	7	98	300.7391052
4337	6	98	291.1391052
4338	9	96	298.4
4339	7	98	300.7391052
4340	6	99	291.1391052
4341	8	98	310.3391052
4342	8	97	288.8
4343	6	98	291.1391052
4344	8	97	310.3391052
4345	8	97	288.8
4346	16	89	429.5391052
4347	7	98	300.7391052
4348	7	99	300.7391052
4349	6	99	291.1391052
4350	17	88	481.5391052
4351	6	98	291.1391052
4352	7	98	279.2
4353	6	98	291.1391052
4354	7	97	300.7391052
4355	6	98	291.1391052
4356	6	99	291.1391052
4357	6	98	291.1391052
4358	7	97	300.7391052
4359	6	98	291.1391052
4360	17	88	523.9391052
4361	6	99	291.1391052
4362	7	98	300.7391052
4363	7	98	300.7391052
4364	6	98	291.1391052
4365	6	98	291.1391052
4366	6	99	291.1391052
4367	7	98	300.7391052
4368	9	97	426.2782105
4369	6	99	291.1391052
4370	6	98	291.1391052
4371	12	95	497.4782105
4372	6	98	291.1391052
4373	7	99	300.7391052
4374	7	98	300.7391052
4375	8	97	288.8
4376	8	97	288.8
4377	7	97	300.7391052
4378	10	95	456.7391052
4379	7	97	300.7391052
4380	6	98	291.1391052
4381	6	98	291.1391052
4382	8	97	288.8
4383	6	99	291.1391052
4384	6	98	291.1391052
4385	7	98	300.7391052
4386	7	98	300.7391052
4387	6	98	291.1391052
4388	7	98	300.7391052
4389	6	98	291.1391052
4390	7	97	364.6782105
4391	7	98	300.7391052
4392	6	98	291.1391052
4393	6	99	291.1391052
4394	7	98	300.7391052
4395	5	99	260.6782105
4396	6	98	291.1391052
4397	8	97	352.7391052
4398	6	98	291.1391052
4399	6	98	291.1391052
4400	6	98	291.1391052
4401	8	97	288.8
4402	8	97	288.8
4403	7	99	300.7391052
4404	6	99	291.1391052
4405	10	95	371.9391052
4406	9	96	383.2
4407	6	98	291.1391052
4408	6	98	291.1391052
4409	9	96	298.4
4410	6	98	269.6
4411	6	98	291.1391052
4412	6	98	291.1391052
4413	7	98	300.7391052
4414	6	99	291.1391052
4415	8	97	288.8
4416	7	97	300.7391052
4417	6	99	291.1391052
4418	8	98	310.3391052
4419	8	97	288.8
4420	8	97	288.8
4421	6	98	291.1391052
4422	6	98	291.1391052
4423	6	99	291.1391052
4424	8	98	352.7391052
4425	8	97	288.8
4426	8	97	352.7391052
4427	9	96	404.7391052
4428	7	97	300.7391052
4429	8	97	352.7391052
4430	6	98	291.1391052
4431	6	98	291.1391052
4432	7	98	300.7391052
4433	8	97	288.8
4434	11	95	402.4
4435	6	99	291.1391052
4436	5	99	260.6782105
4437	6	98	291.1391052
4438	7	97	300.7391052
4439	6	99	291.1391052
4440	8	97	288.8
4441	5	99	260.6782105
4442	12	94	497.4782105
4443	8	97	310.3391052
4444	6	98	291.1391052
4445	6	98	291.1391052
4446	14	93	474.2782105
4447	9	96	362.3391052
4448	6	98	291.1391052
4449	6	98	291.1391052
4450	7	97	300.7391052
4451	6	98	291.1391052
4452	6	98	291.1391052
4453	5	99	260.6782105
4454	6	98	291.1391052
4455	8	97	288.8
4456	6	99	291.1391052
4457	8	97	288.8
4458	6	99	291.1391052
4459	6	98	291.1391052
4460	8	97	331.8782105
4461	6	98	291.1391052
4462	6	98	291.1391052
4463	7	98	321.6
4464	6	99	291.1391052
4465	6	99	291.1391052
4466	6	98	291.1391052
4467	8	97	352.7391052
4468	6	98	291.1391052
4469	6	99	291.1391052
4470	6	98	291.1391052
4471	18	77	406.3391052
4472	6	98	291.1391052
4473	12	93	624.6782105
4474	6	99	291.1391052
4475	6	98	291.1391052
4476	6	98	291.1391052
4477	10	97	329.5391052
4478	6	99	291.1391052
4479	10	97	350.4
4480	6	98	291.1391052
4481	6	99	291.1391052
4482	6	99	291.1391052
4483	7	98	300.7391052
4484	5	99	260.6782105
4485	6	98	291.1391052
4486	6	99	291.1391052
4487	7	97	300.7391052
4488	17	88	354.3391052
4489	6	98	291.1391052
4490	6	98	291.1391052
4491	7	97	364.6782105
4492	8	97	288.8
4493	7	98	343.1391052
4494	9	96	298.4
4495	6	99	270.2782105
4496	7	98	322.2782105
4497	8	98	352.7391052
4498	7	98	300.7391052
4499	6	99	291.1391052
4500	8	97	288.8
4501	6	98	291.1391052
4502	18	76	321.5391052
4503	18	76	427.2
4504	8	97	289.4782105
4505	5	99	260.6782105
4506	6	98	291.1391052
4507	7	99	300.7391052
4508	8	98	352.7391052
4509	7	99	300.7391052
4510	6	98	291.1391052
4511	6	99	291.1391052
4512	6	99	291.1391052
4513	8	98	352.7391052
4514	6	99	291.1391052
4515	6	99	291.1391052
4516	6	98	291.1391052
4517	9	96	404.7391052
4518	8	97	288.8
4519	8	98	310.3391052
4520	7	98	300.7391052
4521	9	97	362.3391052
4522	6	98	291.1391052
4523	6	98	291.1391052
4524	13	92	400.7391052
4525	8	97	288.8
4526	6	98	291.1391052
4527	8	98	310.3391052
4528	8	98	310.3391052
4529	6	99	291.1391052
4530	6	98	291.1391052
4531	15	91	610.4
4532	7	98	300.7391052
4533	6	98	291.1391052
4534	6	98	291.1391052
4535	7	98	300.7391052
4536	8	97	352.7391052
4537	6	98	291.1391052
4538	12	95	370.2782105
4539	18	76	321.5391052
4540	6	98	291.1391052
4541	7	98	300.7391052
4542	6	98	291.1391052
4543	6	99	291.1391052
4544	6	98	291.1391052
4545	6	98	291.1391052
4546	6	98	291.1391052
4547	8	98	352.7391052
4548	6	99	291.1391052
4549	8	99	310.3391052
4550	7	98	300.7391052
4551	6	98	291.1391052
4552	6	99	291.1391052
4553	6	99	291.1391052
4554	8	97	310.3391052
4555	6	98	291.1391052
4556	10	96	329.5391052
4557	6	99	291.1391052
4558	6	98	291.1391052
4559	8	97	310.3391052
4560	7	98	300.7391052
4561	6	98	291.1391052
4562	6	98	291.1391052
4563	8	97	310.3391052
4564	7	98	300.7391052
4565	6	98	291.1391052
4566	7	98	300.7391052
4567	7	98	300.7391052
4568	7	97	300.7391052
4569	7	98	343.1391052
4570	6	98	291.1391052
4571	16	89	429.5391052
4572	6	98	291.1391052
4573	6	98	291.1391052
4574	6	98	291.1391052
4575	7	98	300.7391052
4576	6	99	291.1391052
4577	7	98	300.7391052
4578	6	98	291.1391052
4579	7	99	300.7391052
4580	6	98	291.1391052
4581	7	99	300.7391052
4582	6	98	291.1391052
4583	6	98	291.1391052
4584	6	98	291.1391052
4585	6	98	291.1391052
4586	6	98	291.1391052
4587	7	97	300.7391052
4588	7	97	300.7391052
4589	7	98	343.1391052
4590	6	98	291.1391052
4591	8	97	352.7391052
4592	7	98	300.7391052
4593	6	98	291.1391052
4594	7	98	300.7391052
4595	6	99	291.1391052
4596	6	99	291.1391052
4597	5	99	260.6782105
4598	7	98	300.7391052
4599	6	99	291.1391052
4600	6	98	291.1391052
4601	7	97	300.7391052
4602	7	98	343.1391052
4603	6	99	291.1391052
4604	6	98	291.1391052
4605	6	98	291.1391052
4606	5	99	260.6782105
4607	7	98	300.7391052
4608	6	99	291.1391052
4609	6	98	291.1391052
4610	8	97	288.8
4611	7	99	300.7391052
4612	7	98	300.7391052
4613	6	98	291.1391052
4614	7	98	300.7391052
4615	6	98	291.1391052
4616	10	96	457.4173157
4617	6	99	291.1391052
4618	6	99	291.1391052
4619	7	98	300.7391052
4620	6	98	291.1391052
4621	6	99	291.1391052
4622	6	98	291.1391052
4623	6	98	291.1391052
4624	8	97	288.8
4625	7	98	300.7391052
4626	7	98	300.7391052
4627	6	98	269.6
4628	6	98	269.6
4629	7	98	279.2
4630	12	95	327.8782105
4631	6	99	291.1391052
4632	6	98	291.1391052
4633	5	99	260.6782105
4634	8	97	288.8
4635	6	98	291.1391052
4636	7	99	300.7391052
4637	8	97	310.3391052
4638	6	98	291.1391052
4639	8	96	373.6
4640	7	98	300.7391052
4641	8	98	352.7391052
4642	6	98	291.1391052
4643	9	96	298.4
4644	6	98	269.6
4645	6	98	291.1391052
4646	6	98	291.1391052
4647	6	98	291.1391052
4648	6	99	291.1391052
4649	6	98	291.1391052
4650	8	98	352.7391052
4651	6	98	291.1391052
4652	6	99	291.1391052
4653	12	94	369.6
4654	10	95	308
4655	7	98	300.7391052
4656	16	89	429.5391052
4657	8	98	352.7391052
4658	6	99	291.1391052
4659	6	98	291.1391052
4660	6	98	291.1391052
4661	7	98	300.7391052
4662	6	98	291.1391052
4663	6	98	291.1391052
4664	7	98	279.2
4665	6	98	291.1391052
4666	6	99	291.1391052
4667	7	98	300.7391052
4668	11	95	339.1391052
4669	6	98	291.1391052
4670	15	90	419.9391052
4671	7	98	300.7391052
4672	7	98	300.7391052
4673	6	98	291.1391052
4674	7	98	300.7391052
4675	6	99	291.1391052
4676	6	98	291.1391052
4677	7	98	300.7391052
4678	9	96	362.3391052
4679	11	95	551.1391052
4680	11	95	382.2173157
4681	7	98	300.7391052
4682	6	98	291.1391052
4683	7	97	300.7391052
4684	10	97	329.5391052
4685	6	98	291.1391052
4686	7	99	300.7391052
4687	8	99	310.3391052
4688	6	98	291.1391052
4689	7	98	300.7391052
4690	9	96	298.4
4691	9	97	319.9391052
4692	7	99	300.7391052
4693	8	97	310.3391052
4694	7	99	300.7391052
4695	7	98	300.7391052
4696	6	98	291.1391052
4697	6	98	291.1391052
4698	18	77	406.3391052
4699	17	88	523.9391052
4700	18	76	491.1391052
4701	7	98	300.7391052
4702	7	97	300.7391052
4703	6	99	291.1391052
4704	8	97	310.3391052
4705	15	90	419.9391052
4706	6	98	291.1391052
4707	6	98	291.1391052
4708	12	93	412.6782105
4709	14	91	516.6782105
4710	6	98	291.1391052
4711	6	99	291.1391052
4712	6	98	291.1391052
4713	8	98	310.3391052
4714	7	98	300.7391052
4715	6	98	291.1391052
4716	6	98	291.1391052
4717	6	98	291.1391052
4718	9	96	319.9391052
4719	6	98	291.1391052
4720	7	98	300.7391052
4721	6	98	291.1391052
4722	8	98	310.3391052
4723	6	98	291.1391052
4724	6	99	291.1391052
4725	7	98	300.7391052
4726	7	98	300.7391052
4727	7	99	300.7391052
4728	6	98	291.1391052
4729	8	96	395.1391052
4730	6	99	291.1391052
4731	7	99	300.7391052
4732	6	98	291.1391052
4733	6	99	291.1391052
4734	8	97	310.3391052
4735	7	99	300.7391052
4736	6	98	291.1391052
4737	6	98	291.1391052
4738	7	97	300.7391052
4739	6	99	291.1391052
4740	18	76	406.3391052
4741	10	95	350.4
4742	7	98	300.7391052
4743	6	98	291.1391052
4744	5	99	260.6782105
4745	6	98	291.1391052
4746	6	98	291.1391052
4747	16	89	429.5391052
4748	6	98	291.1391052
4749	6	98	291.1391052
4750	8	98	352.7391052
4751	9	97	319.9391052
4752	6	98	291.1391052
4753	8	98	310.3391052
4754	6	98	291.1391052
4755	7	98	300.7391052
4756	7	99	300.7391052
4757	17	88	523.9391052
4758	8	99	310.3391052
4759	7	98	300.7391052
4760	8	97	310.3391052
4761	5	99	260.6782105
4762	7	98	300.7391052
4763	8	97	310.3391052
4764	6	98	291.1391052
4765	16	89	641.5391052
4766	9	97	319.9391052
4767	6	98	291.1391052
4768	7	98	343.1391052
4769	6	98	291.1391052
4770	5	99	260.6782105
4771	6	98	291.1391052
4772	6	98	291.1391052
4773	8	97	310.3391052
4774	6	99	291.1391052
4775	6	98	291.1391052
4776	7	98	300.7391052
4777	9	96	298.4
4778	7	98	300.7391052
4779	6	98	291.1391052
4780	10	96	371.9391052
4781	7	98	300.7391052
4782	6	99	291.1391052
4783	6	98	291.1391052
4784	8	97	310.3391052
