EpNum	EpSteps	Reward	ener
4785	9	97	362.3391052
4786	6	98	291.1391052
4787	8	97	374.2782105
4788	5	99	260.6782105
4789	6	98	291.1391052
4790	5	99	260.6782105
4791	8	97	374.2782105
4792	6	99	291.1391052
4793	9	97	319.9391052
4794	6	98	291.1391052
4795	8	98	310.3391052
4796	6	98	291.1391052
4797	6	99	291.1391052
4798	6	98	291.1391052
4799	7	98	300.7391052
4800	6	98	291.1391052
4801	9	97	363.0173157
4802	7	98	300.7391052
4803	6	98	291.1391052
4804	6	99	291.1391052
4805	11	95	360
4806	6	98	291.1391052
4807	6	98	291.1391052
4808	6	98	291.1391052
4809	9	97	362.3391052
4810	6	98	291.1391052
4811	6	99	291.1391052
4812	7	99	300.7391052
4813	7	98	300.7391052
4814	7	99	300.7391052
4815	6	98	291.1391052
4816	5	99	260.6782105
4817	7	98	300.7391052
4818	8	97	310.3391052
4819	8	97	310.3391052
4820	6	98	291.1391052
4821	9	96	298.4
4822	6	98	291.1391052
4823	14	91	516.6782105
4824	6	99	270.2782105
4825	7	98	279.2
4826	12	94	433.5391052
4827	7	97	300.7391052
4828	6	98	291.1391052
4829	6	98	291.1391052
4830	8	97	310.3391052
4831	16	89	429.5391052
4832	7	99	364.6782105
4833	7	98	300.7391052
4834	7	99	300.7391052
4835	6	98	291.1391052
4836	6	99	291.1391052
4837	6	98	291.1391052
4838	7	98	300.7391052
4839	6	99	291.1391052
4840	8	97	352.7391052
4841	6	98	291.1391052
4842	6	99	291.1391052
4843	6	98	291.1391052
4844	8	97	310.3391052
4845	6	99	291.1391052
4846	6	98	291.1391052
4847	7	98	300.7391052
4848	6	98	291.1391052
4849	13	91	507.0782105
4850	8	97	352.7391052
4851	6	98	291.1391052
4852	7	98	300.7391052
4853	6	98	291.1391052
4854	7	98	300.7391052
4855	6	99	291.1391052
4856	6	98	291.1391052
4857	10	97	329.5391052
4858	7	98	300.7391052
4859	8	98	310.3391052
4860	5	99	260.6782105
4861	6	98	291.1391052
4862	8	97	310.3391052
4863	12	93	497.4782105
4864	8	96	352.7391052
4865	7	98	300.7391052
4866	6	98	291.1391052
4867	6	98	291.1391052
4868	7	98	300.7391052
4869	7	97	300.7391052
4870	7	98	300.7391052
4871	5	99	260.6782105
4872	7	98	300.7391052
4873	6	98	291.1391052
4874	9	97	319.9391052
4875	6	99	291.1391052
4876	7	97	300.7391052
4877	6	98	291.1391052
4878	8	97	288.8
4879	9	96	341.4782105
4880	6	98	291.1391052
4881	9	96	298.4
4882	7	98	300.7391052
4883	9	97	362.3391052
4884	8	96	288.8
4885	10	94	287.1391052
4886	6	99	291.1391052
4887	9	97	319.9391052
4888	7	98	300.7391052
4889	6	99	291.1391052
4890	8	97	288.8
4891	6	98	291.1391052
4892	8	97	288.8
4893	6	98	291.1391052
4894	8	97	310.3391052
4895	12	94	327.8782105
4896	6	99	270.2782105
4897	7	98	343.1391052
4898	8	97	288.8
4899	5	99	260.6782105
4900	7	98	300.7391052
4901	7	98	300.7391052
4902	6	98	291.1391052
4903	7	98	300.7391052
4904	6	98	291.1391052
4905	7	99	343.1391052
4906	6	99	291.1391052
4907	8	96	395.1391052
4908	13	92	443.1391052
4909	6	99	291.1391052
4910	6	98	291.1391052
4911	11	95	360
4912	6	98	291.1391052
4913	7	98	300.7391052
4914	6	99	291.1391052
4915	6	99	291.1391052
4916	7	98	300.7391052
4917	6	98	291.1391052
4918	13	92	485.5391052
4919	6	98	291.1391052
4920	6	98	291.1391052
4921	6	98	291.1391052
4922	7	98	343.1391052
4923	6	99	291.1391052
4924	7	98	300.7391052
4925	9	97	383.8782105
4926	9	96	299.0782105
4927	6	98	291.1391052
4928	6	99	291.1391052
4929	8	98	352.7391052
4930	6	98	291.1391052
4931	6	98	291.1391052
4932	7	98	300.7391052
4933	5	99	260.6782105
4934	6	98	291.1391052
4935	6	99	291.1391052
4936	5	99	260.6782105
4937	8	97	288.8
4938	7	97	279.2
4939	6	98	291.1391052
4940	18	76	406.3391052
4941	8	99	310.3391052
4942	6	98	291.1391052
4943	6	99	291.1391052
4944	9	96	341.4782105
4945	7	98	279.2
4946	6	99	291.1391052
4947	6	98	269.6
4948	7	98	279.2
4949	6	98	269.6
4950	6	98	269.6
4951	9	96	298.4
4952	17	90	545.4782105
4953	10	96	371.9391052
4954	6	99	291.1391052
4955	6	98	291.1391052
4956	6	99	291.1391052
4957	15	91	504.7391052
4958	6	98	291.1391052
4959	7	99	300.7391052
4960	7	97	279.2
4961	6	98	269.6
4962	6	98	269.6
4963	6	99	291.1391052
4964	8	97	288.8
4965	6	99	291.1391052
4966	12	93	391.1391052
4967	6	98	291.1391052
4968	6	98	291.1391052
4969	6	98	291.1391052
4970	7	98	343.1391052
4971	6	98	291.1391052
4972	6	99	291.1391052
4973	7	98	279.2
4974	6	99	291.1391052
4975	6	98	291.1391052
4976	7	98	300.7391052
4977	6	98	291.1391052
4978	7	98	300.7391052
4979	15	91	419.9391052
4980	7	99	300.7391052
4981	8	97	288.8
4982	10	96	350.4
4983	6	98	269.6
4984	6	98	269.6
4985	7	98	279.2
4986	6	99	291.1391052
4987	8	97	288.8
4988	6	99	291.1391052
4989	6	98	291.1391052
4990	6	98	291.1391052
4991	7	98	279.2
4992	7	98	279.2
4993	6	98	291.1391052
4994	8	97	288.8
4995	6	98	291.1391052
4996	6	98	291.1391052
4997	8	97	288.8
4998	6	98	291.1391052
4999	8	97	288.8
5000	7	97	300.7391052
5001	6	98	291.1391052
5002	7	98	279.2
5003	8	97	288.8
5004	8	98	310.3391052
5005	5	99	260.6782105
5006	18	77	575.9391052
5007	18	76	406.3391052
5008	8	97	310.3391052
5009	8	98	310.3391052
5010	8	97	310.3391052
5011	6	98	291.1391052
5012	5	99	260.6782105
5013	7	99	300.7391052
5014	15	90	504.7391052
5015	6	99	291.1391052
5016	6	98	291.1391052
5017	9	96	447.1391052
5018	6	98	291.1391052
5019	7	98	300.7391052
5020	6	99	291.1391052
5021	6	98	291.1391052
5022	6	98	291.1391052
5023	6	98	291.1391052
5024	6	98	291.1391052
5025	6	98	291.1391052
5026	6	99	291.1391052
5027	6	98	291.1391052
5028	7	99	300.7391052
5029	18	76	575.9391052
5030	7	99	300.7391052
5031	6	98	291.1391052
5032	7	98	300.7391052
5033	8	98	310.3391052
5034	8	99	352.7391052
5035	6	98	291.1391052
5036	7	98	300.7391052
5037	6	99	291.1391052
5038	6	98	291.1391052
5039	6	98	291.1391052
5040	6	98	291.1391052
5041	8	97	310.3391052
5042	6	98	291.1391052
5043	16	89	599.1391052
5044	6	98	291.1391052
5045	6	99	291.1391052
5046	6	98	291.1391052
5047	7	99	300.7391052
5048	10	96	414.3391052
5049	7	99	300.7391052
5050	7	98	300.7391052
5051	6	98	291.1391052
5052	6	98	291.1391052
5053	18	66	385.4782105
5054	6	99	291.1391052
5055	7	99	300.7391052
5056	7	98	300.7391052
5057	6	98	291.1391052
5058	6	99	291.1391052
5059	7	98	343.1391052
5060	6	98	291.1391052
5061	6	98	291.1391052
5062	6	98	291.1391052
5063	6	98	291.1391052
5064	7	97	385.5391052
5065	6	98	291.1391052
5066	7	98	300.7391052
5067	5	99	260.6782105
5068	11	96	339.1391052
5069	7	98	322.2782105
5070	7	98	300.7391052
5071	7	98	300.7391052
5072	18	76	491.1391052
5073	6	98	291.1391052
5074	10	96	414.3391052
5075	8	98	289.4782105
5076	6	98	291.1391052
5077	8	97	310.3391052
5078	6	99	291.1391052
5079	9	97	319.9391052
5080	6	98	291.1391052
5081	10	96	371.9391052
5082	6	99	291.1391052
5083	6	99	291.1391052
5084	7	98	343.1391052
5085	8	97	288.8
5086	9	97	340.8
5087	8	97	352.7391052
5088	6	99	291.1391052
5089	6	98	291.1391052
5090	7	98	343.1391052
5091	8	97	331.8782105
5092	6	99	291.1391052
5093	15	90	589.5391052
5094	6	98	291.1391052
5095	8	97	352.7391052
5096	8	98	352.7391052
5097	8	97	288.8
5098	13	93	443.1391052
5099	6	99	291.1391052
5100	6	98	291.1391052
5101	6	98	291.1391052
5102	11	94	403.0782105
5103	6	98	291.1391052
5104	9	96	298.4
5105	6	98	291.1391052
5106	6	98	291.1391052
5107	16	88	387.1391052
5108	6	98	291.1391052
5109	6	98	291.1391052
5110	6	98	291.1391052
5111	7	98	300.7391052
5112	7	98	300.7391052
5113	8	97	288.8
5114	6	98	291.1391052
5115	6	98	291.1391052
5116	6	98	291.1391052
5117	8	97	352.7391052
5118	8	98	288.8
5119	8	97	288.8
5120	8	97	288.8
5121	6	98	291.1391052
5122	10	95	351.0782105
5123	7	98	300.7391052
5124	6	98	291.1391052
5125	6	98	291.1391052
5126	7	97	300.7391052
5127	7	98	300.7391052
5128	6	98	291.1391052
5129	6	98	291.1391052
5130	6	98	291.1391052
5131	7	97	300.7391052
5132	8	97	352.7391052
5133	6	99	291.1391052
5134	5	99	260.6782105
5135	7	98	300.7391052
5136	7	97	300.7391052
5137	5	99	260.6782105
5138	6	98	291.1391052
5139	6	98	291.1391052
5140	6	98	291.1391052
5141	7	98	343.1391052
5142	8	96	438.2173157
5143	6	98	291.1391052
5144	10	95	266.2782105
5145	16	89	556.7391052
5146	12	95	497.4782105
5147	8	97	288.8
5148	6	98	291.1391052
5149	6	98	291.1391052
5150	7	98	300.7391052
5151	6	98	291.1391052
5152	18	76	491.1391052
5153	6	98	291.1391052
5154	6	99	291.1391052
5155	8	97	352.7391052
5156	7	97	364.6782105
5157	6	98	291.1391052
5158	6	98	291.1391052
5159	9	96	362.3391052
5160	6	98	291.1391052
5161	6	98	291.1391052
5162	6	99	291.1391052
5163	6	98	291.1391052
5164	8	97	288.8
5165	9	97	319.9391052
5166	6	98	291.1391052
5167	6	98	291.1391052
5168	9	96	362.3391052
5169	9	96	362.3391052
5170	6	98	291.1391052
5171	6	99	291.1391052
5172	12	94	391.1391052
5173	6	98	291.1391052
5174	6	98	291.1391052
5175	7	98	343.1391052
5176	10	98	350.4
5177	9	97	362.3391052
5178	6	98	291.1391052
5179	6	98	291.1391052
5180	11	94	381.5391052
5181	18	76	406.3391052
5182	9	96	447.1391052
5183	7	98	343.1391052
5184	8	98	352.7391052
5185	18	77	406.3391052
5186	5	99	260.6782105
5187	8	97	288.8
5188	7	98	300.7391052
5189	6	98	291.1391052
5190	7	98	300.7391052
5191	6	98	291.1391052
5192	6	98	291.1391052
5193	10	96	287.1391052
5194	8	97	352.7391052
5195	8	97	288.8
5196	6	99	291.1391052
5197	7	98	300.7391052
5198	7	99	343.1391052
5199	15	91	569.356421
5200	7	98	279.2
5201	7	98	279.2
5202	6	98	269.6
5203	12	93	455.0782105
5204	7	98	279.2
5205	6	98	291.1391052
5206	7	98	279.2
5207	6	98	291.1391052
5208	7	98	279.2
5209	6	98	291.1391052
5210	7	98	279.2
5211	9	97	340.8
5212	7	98	279.2
5213	7	97	279.2
5214	6	98	291.1391052
5215	6	98	291.1391052
5216	12	91	263.9391052
5217	6	98	291.1391052
5218	6	98	269.6
5219	6	98	269.6
5220	7	98	279.2
5221	6	98	269.6
5222	8	97	288.8
5223	12	93	306.3391052
5224	6	98	291.1391052
5225	6	98	291.1391052
5226	7	98	300.7391052
5227	7	97	343.1391052
5228	7	98	343.1391052
5229	7	98	300.7391052
5230	7	98	279.2
5231	6	99	291.1391052
5232	6	98	291.1391052
5233	7	99	300.7391052
5234	8	97	288.8
5235	6	98	291.1391052
5236	7	98	279.2
5237	6	98	269.6
5238	12	93	306.3391052
5239	9	96	383.2
5240	6	98	269.6
5241	6	98	269.6
5242	6	98	269.6
5243	18	77	555.0782105
5244	6	98	269.6
5245	7	97	279.2
5246	8	97	288.8
5247	7	97	279.2
5248	6	98	291.1391052
5249	6	99	291.1391052
5250	6	98	291.1391052
5251	8	97	288.8
5252	6	98	291.1391052
5253	6	98	291.1391052
5254	6	98	269.6
5255	6	98	269.6
5256	7	98	279.2
5257	6	98	269.6
5258	6	98	269.6
5259	6	98	269.6
5260	7	98	279.2
5261	7	98	279.2
5262	6	98	269.6
5263	9	97	340.8
5264	7	98	322.2782105
5265	13	93	422.2782105
5266	6	98	269.6
5267	7	98	321.6
5268	7	98	300.7391052
5269	7	99	300.7391052
5270	6	98	291.1391052
5271	9	98	319.9391052
5272	7	98	300.7391052
5273	6	98	291.1391052
5274	12	93	412.6782105
5275	6	98	291.1391052
5276	8	98	352.7391052
5277	6	98	291.1391052
5278	7	98	300.7391052
5279	6	99	291.1391052
5280	12	92	475.9391052
5281	7	98	300.7391052
5282	8	97	310.3391052
5283	6	98	291.1391052
5284	6	98	291.1391052
5285	6	98	291.1391052
5286	18	76	491.1391052
5287	6	98	291.1391052
5288	6	99	291.1391052
5289	9	97	340.8
5290	16	90	535.8782105
5291	18	76	406.3391052
5292	6	99	291.1391052
5293	12	93	497.4782105
5294	6	99	291.1391052
5295	6	99	291.1391052
5296	7	99	300.7391052
5297	6	99	291.1391052
5298	18	78	491.1391052
5299	10	96	350.4
5300	6	98	291.1391052
5301	8	99	352.7391052
5302	6	98	291.1391052
5303	6	98	291.1391052
5304	8	98	310.3391052
5305	6	99	291.1391052
5306	6	98	291.1391052
5307	9	97	362.3391052
5308	9	98	319.9391052
5309	7	98	300.7391052
5310	7	98	300.7391052
5311	7	98	300.7391052
5312	9	97	319.9391052
5313	7	98	300.7391052
5314	6	98	291.1391052
5315	7	98	300.7391052
5316	6	98	291.1391052
5317	7	98	300.7391052
5318	11	95	360.6782105
5319	6	98	291.1391052
5320	6	99	270.2782105
5321	6	98	291.1391052
5322	6	98	291.1391052
5323	8	97	310.3391052
5324	8	98	310.3391052
5325	6	98	291.1391052
5326	7	98	300.7391052
5327	7	98	322.2782105
5328	8	98	310.3391052
5329	6	98	291.1391052
5330	6	98	291.1391052
5331	6	99	291.1391052
5332	6	98	291.1391052
5333	6	99	291.1391052
5334	10	97	350.4
5335	6	98	291.1391052
5336	6	98	291.1391052
5337	6	98	291.1391052
5338	6	98	291.1391052
5339	8	97	288.8
5340	7	98	300.7391052
5341	9	97	319.9391052
5342	6	98	291.1391052
5343	6	98	291.1391052
5344	8	97	288.8
5345	9	96	298.4
5346	6	98	291.1391052
5347	6	98	291.1391052
5348	6	98	291.1391052
5349	9	97	319.9391052
5350	6	98	291.1391052
5351	7	98	279.2
5352	6	98	269.6
5353	8	97	288.8
5354	8	96	288.8
5355	7	98	300.7391052
5356	12	94	519.0173157
5357	7	98	300.7391052
5358	16	89	599.1391052
5359	6	99	291.1391052
5360	7	98	343.1391052
5361	8	97	288.8
5362	6	98	291.1391052
5363	6	98	291.1391052
5364	8	97	288.8
5365	6	98	291.1391052
5366	6	99	291.1391052
5367	6	98	291.1391052
5368	7	99	300.7391052
5369	6	99	291.1391052
5370	8	97	374.2782105
5371	7	98	300.7391052
5372	8	97	352.7391052
5373	6	98	291.1391052
5374	18	78	575.9391052
5375	8	97	288.8
5376	9	97	447.1391052
5377	11	95	402.4
5378	6	98	291.1391052
5379	6	98	291.1391052
5380	7	98	300.7391052
5381	6	99	291.1391052
5382	8	97	288.8
5383	18	77	491.1391052
5384	8	97	288.8
5385	10	95	287.1391052
5386	9	97	298.4
5387	7	98	300.7391052
5388	6	99	291.1391052
5389	7	98	300.7391052
5390	7	98	300.7391052
5391	7	98	300.7391052
5392	6	98	291.1391052
5393	6	98	269.6
5394	6	98	269.6
5395	6	98	269.6
5396	10	95	414.3391052
5397	7	98	300.7391052
5398	6	98	291.1391052
5399	7	98	300.7391052
5400	7	98	300.7391052
5401	6	98	291.1391052
5402	6	99	291.1391052
5403	6	98	291.1391052
5404	7	98	343.1391052
5405	6	99	291.1391052
5406	18	76	406.3391052
5407	6	98	312.6782105
5408	7	98	300.7391052
5409	11	95	466.3391052
5410	8	97	288.8
5411	7	97	385.5391052
5412	8	97	288.8
5413	6	99	291.1391052
5414	18	76	703.8173157
5415	7	98	300.7391052
5416	6	98	291.1391052
5417	6	98	291.1391052
5418	8	98	310.3391052
5419	18	76	427.2
5420	8	97	310.3391052
5421	12	93	433.5391052
5422	6	98	291.1391052
5423	6	98	291.1391052
5424	9	96	299.0782105
5425	7	98	300.7391052
5426	9	96	298.4
5427	16	89	429.5391052
5428	6	98	291.1391052
5429	6	98	291.1391052
5430	6	98	291.1391052
5431	6	98	291.1391052
5432	6	99	291.1391052
5433	8	97	310.3391052
5434	6	98	291.1391052
5435	6	98	291.1391052
5436	8	97	288.8
5437	18	77	406.3391052
5438	8	98	310.3391052
5439	9	97	319.9391052
5440	6	98	291.1391052
5441	6	98	291.1391052
5442	6	99	291.1391052
5443	10	96	329.5391052
5444	7	98	300.7391052
5445	7	99	343.1391052
5446	8	97	310.3391052
5447	6	98	291.1391052
5448	7	98	322.2782105
5449	6	98	291.1391052
5450	6	98	291.1391052
5451	11	96	339.1391052
5452	7	98	300.7391052
5453	6	98	291.1391052
5454	6	98	291.1391052
5455	7	99	300.7391052
5456	5	99	260.6782105
5457	6	98	291.1391052
5458	8	97	310.3391052
5459	7	98	300.7391052
5460	18	76	639.8782105
5461	6	98	291.1391052
5462	6	99	291.1391052
5463	9	97	340.8
5464	6	98	291.1391052
5465	6	98	291.1391052
5466	7	99	300.7391052
5467	8	97	331.2
5468	9	97	319.9391052
5469	6	99	291.1391052
5470	6	98	291.1391052
5471	6	98	291.1391052
5472	18	78	470.2782105
5473	9	97	319.9391052
5474	8	97	288.8
5475	18	65	724.6782105
5476	14	91	453.4173157
5477	6	99	312.6782105
5478	9	98	319.9391052
5479	6	98	291.1391052
5480	7	99	343.1391052
5481	7	98	300.7391052
5482	6	98	291.1391052
5483	10	95	414.3391052
5484	6	98	291.1391052
5485	9	96	404.7391052
5486	6	98	291.1391052
5487	7	97	300.7391052
5488	6	98	291.1391052
5489	7	98	343.1391052
5490	7	98	300.7391052
5491	6	98	291.1391052
5492	13	92	443.1391052
5493	6	99	291.1391052
5494	9	96	298.4
5495	8	97	310.3391052
5496	6	98	291.1391052
5497	6	99	291.1391052
5498	7	98	300.7391052
5499	6	99	291.1391052
5500	8	97	310.3391052
5501	6	98	291.1391052
5502	6	98	291.1391052
5503	7	97	300.7391052
5504	8	97	310.3391052
5505	7	97	300.7391052
5506	8	97	288.8
5507	6	99	291.1391052
5508	6	98	291.1391052
5509	6	98	291.1391052
5510	6	98	291.1391052
5511	7	98	300.7391052
5512	6	99	291.1391052
5513	6	98	291.1391052
5514	8	97	310.3391052
5515	8	97	310.3391052
5516	6	98	291.1391052
5517	6	98	291.1391052
5518	8	98	310.3391052
5519	6	99	312.6782105
5520	12	93	518.3391052
5521	5	99	260.6782105
5522	9	96	298.4
5523	6	98	291.1391052
5524	6	98	291.1391052
5525	6	98	291.1391052
5526	6	99	291.1391052
5527	7	97	300.7391052
5528	6	98	291.1391052
5529	6	98	291.1391052
5530	6	98	291.1391052
5531	7	99	300.7391052
5532	18	77	512
5533	6	99	291.1391052
5534	6	98	291.1391052
5535	5	99	260.6782105
5536	7	99	300.7391052
5537	8	96	374.2782105
5538	7	99	300.7391052
5539	6	98	291.1391052
5540	6	98	291.1391052
5541	6	98	291.1391052
5542	7	97	300.7391052
5543	6	99	291.1391052
5544	7	97	300.7391052
5545	8	97	310.3391052
5546	7	97	300.7391052
5547	6	98	291.1391052
5548	10	96	329.5391052
5549	11	94	402.4
5550	6	98	291.1391052
5551	6	99	291.1391052
5552	7	98	343.1391052
5553	8	96	395.1391052
5554	10	97	329.5391052
5555	7	98	343.1391052
5556	14	91	537.5391052
5557	10	97	329.5391052
5558	6	99	291.1391052
5559	7	98	343.1391052
5560	8	98	310.3391052
5561	6	98	291.1391052
5562	5	99	260.6782105
5563	8	97	310.3391052
5564	7	99	300.7391052
5565	7	98	300.7391052
5566	7	98	300.7391052
5567	6	98	291.1391052
5568	7	98	300.7391052
5569	7	99	300.7391052
5570	7	98	300.7391052
5571	6	98	291.1391052
5572	6	98	291.1391052
5573	7	98	300.7391052
5574	5	99	260.6782105
5575	7	98	343.1391052
5576	8	98	310.3391052
5577	6	98	291.1391052
5578	12	92	412
5579	6	98	291.1391052
5580	6	98	291.1391052
5581	6	98	291.1391052
5582	6	98	291.1391052
5583	6	98	291.1391052
5584	6	99	291.1391052
5585	6	99	312.6782105
5586	7	99	300.7391052
5587	6	98	291.1391052
5588	7	98	300.7391052
5589	6	98	269.6
5590	5	99	260.6782105
5591	6	98	291.1391052
5592	6	98	291.1391052
5593	6	99	291.1391052
