TS	X	Y
0	3332	2499
1	3332	1666
2	4165	2499
3	3332	2499
4	3332	1666
5	3332	833
6	4165	1666
7	3332	1666
8	4165	2499
9	3332	3332
10	4165	4165
11	3332	4165
12	4165	3332
13	4165	2499
14	3332	1666
15	3332	833
16	2499	1666
17	1666	2499
18	2499	3332
19	1666	4165
20	1666	3332
21	1666	2499
22	2499	2499
23	2499	3332
24	1666	4165
25	2499	4165
26	1666	4165
27	2499	3332
28	2499	4165
29	1666	3332
30	833	2499
31	1666	1666
32	1666	2499
33	1666	1666
34	1666	833
35	1666	0
36	833	833
37	0	833
38	833	833
39	833	1666
40	0	833
41	0	1666
42	0	2499
43	0	1666
44	833	1666
45	0	1666
46	833	1666
47	1666	1666
48	833	833
49	1666	0
50	833	833
51	1666	1666
52	833	1666
53	0	833
54	833	1666
55	0	1666
56	0	833
57	833	0
58	1666	0
59	833	0
60	0	0
61	833	0
62	833	833
63	0	1666
64	0	833
65	0	1666
66	833	833
67	0	0
68	833	833
69	0	1666
70	833	1666
71	833	2499
72	0	3332
73	833	2499
74	0	2499
75	0	1666
76	833	1666
77	0	2499
78	833	2499
79	1666	3332
80	2499	2499
81	1666	3332
82	833	3332
83	1666	3332
84	833	3332
85	0	3332
86	833	3332
87	1666	3332
88	1666	4165
89	2499	3332
90	2499	2499
91	1666	3332
92	1666	4165
93	2499	3332
94	3332	4165
95	3332	3332
96	4165	2499
97	3332	2499
98	4165	1666
99	4165	2499
100	3332	2499
101	2499	3332
102	3332	4165
103	2499	3332
104	2499	4165
105	1666	4165
106	1666	3332
107	1666	4165
