Steps_BL	Reward_BL	ener_BL	dist_BL	NumCovTargets
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
27	67	1404.0	0.0	10
