86	96	243	1337081.3485483816	0.0	32
87	96	225	1530795.9043768235	0.0	30
88	96	236	1378102.9932111353	0.0	31
89	96	309	1464333.963599698	0.0	38
90	96	193	1358545.9043768235	0.0	27
91	96	86	1464757.8451539495	0.0	17
92	96	233	1577488.8155425123	0.0	31
93	96	191	1531007.8451539497	0.0	27
94	96	129	1185236.2004911955	0.0	21
95	96	118	1444564.9339882613	0.0	20
96	96	193	1604200.7563196383	0.0	27
97	96	138	1464545.904376824	0.0	22
98	96	246	1437410.0820454466	0.0	32
99	96	224	1531219.7859310755	0.0	30
100	96	233	1524064.9339882615	0.0	31
101	96	266	1277986.2004911955	0.0	34
102	96	150	1138543.289325507	0.0	23
103	96	267	1516910.0820454468	0.0	34
104	96	256	1464333.9635996982	0.0	33
105	96	140	1431314.933988261	0.0	22
106	96	201	1643738.8155425123	0.0	28
107	96	255	1577064.933988261	0.0	33
108	96	202	1478007.8451539492	0.0	28
109	96	211	1757317.5490395776	0.0	29
110	96	201	1405026.8747653866	0.0	28
111	96	149	1377467.1708797582	0.0	23
112	96	256	1504295.9043768235	0.0	33
113	96	192	1291236.2004911958	0.0	27
114	96	212	1423948.1412683208	0.0	29
115	96	277	1704105.6082624525	0.0	35
116	96	255	1471488.8155425119	0.0	33
117	96	33	1112043.289325507	0.0	12
118	96	204	1410698.1412683215	0.0	28
119	96	248	1371160.0820454468	0.0	32
120	96	266	1404391.0524340095	0.0	34
121	96	266	1563602.9932111355	0.0	34
122	96	249	1517545.904376824	0.0	32
123	96	235	1523005.2301026331	0.0	31
124	96	225	1343812.3189369442	0.0	30
125	96	244	1331410.082045447	0.0	32
126	96	287	1683700.756319638	0.0	36
127	96	266	1531431.7267082008	0.0	34
128	96	181	1583583.9635996989	0.0	26
129	96	287	1484738.815542512	0.0	36
130	96	254	1318160.0820454466	0.0	33
131	96	214	1384198.141268321	0.0	29
132	96	150	1444352.9932111357	0.0	23
133	96	211	1463698.1412683213	0.0	29
134	96	129	1411333.9635996982	0.0	21
135	96	214	1417641.0524340095	0.0	29
136	96	237	1484738.8155425116	0.0	31
137	96	236	1451083.9635996982	0.0	31
138	96	234	1529736.2004911955	0.0	31
139	96	224	1464333.963599698	0.0	30
140	96	193	1351179.1116568837	0.0	27
141	96	201	1597681.726708201	0.0	28
142	96	214	1477160.0820454473	0.0	29
143	96	214	1390929.111656884	0.0	29
144	96	193	1544893.6674853263	0.0	27
145	96	172	1358122.0228225728	0.0	25
146	96	308	1617238.8155425123	0.0	38
147	96	225	1510814.9339882608	0.0	30
148	96	214	1357698.1412683213	0.0	29
149	96	298	1490833.9635996982	0.0	37
150	96	330	1337505.230102633	0.0	40
151	96	223	1244967.170879758	0.0	30
152	96	233	1571605.608262452	0.0	31
153	96	130	1364429.1116568835	0.0	21
154	96	288	1417429.1116568837	0.0	36
155	96	267	1424795.9043768237	0.0	34
156	96	192	1338141.05243401	0.0	27
157	96	182	1430679.1116568844	0.0	26
158	96	237	1443717.1708797582	0.0	31
159	96	257	1543833.9635996986	0.0	33
160	96	202	1297967.1708797584	0.0	28
161	96	192	1165679.1116568837	0.0	27
162	96	225	1436986.2004911955	0.0	30
163	96	204	1383774.25971407	0.0	28
164	96	160	1530372.0228225728	0.0	24
165	96	233	1384410.0820454468	0.0	31
166	96	172	1563814.9339882615	0.0	25
167	96	265	1503236.2004911958	0.0	34
168	96	202	1517122.0228225728	0.0	28
169	96	140	1363369.4077712558	0.0	22
170	96	141	1450024.2597140702	0.0	22
171	96	192	1283657.4669941305	0.0	27
172	96	224	1537102.9932111355	0.0	30
173	96	181	1576641.0524340102	0.0	26
