174	96	172	1231293.2893255071	0.0	25
175	96	203	1237812.3189369442	0.0	28
176	96	107	1330350.378159819	0.0	19
177	96	215	1250850.3781598187	0.0	29
178	96	183	1350543.2893255074	0.0	26
179	96	287	1504083.963599698	0.0	36
180	96	288	1577488.8155425126	0.0	36
181	96	246	1363793.2893255076	0.0	32
182	96	193	1536679.1116568842	0.0	27
183	96	276	1550776.8747653863	0.0	35
184	96	257	1670238.8155425126	0.0	33
185	96	193	1516486.2004911958	0.0	27
186	96	278	1583372.0228225728	0.0	35
187	96	214	1537314.9339882615	0.0	29
188	96	159	1636372.0228225728	0.0	24
189	96	256	1610083.9635996982	0.0	33
190	96	150	1410486.2004911955	0.0	23
191	96	234	1350543.2893255071	0.0	31
192	96	139	1543410.0820454468	0.0	22
193	96	277	1417852.9932111353	0.0	35
194	96	128	1690431.7267082008	0.0	21
195	96	151	1323619.4077712558	0.0	23
196	96	212	1570545.904376824	0.0	29
197	96	246	1444988.815542512	0.0	32
198	96	309	1470217.1708797582	0.0	38
199	96	259	1504083.9635996984	0.0	33
200	96	191	1337717.170879758	0.0	27
201	96	224	1656988.815542512	0.0	30
202	96	204	1277562.3189369442	0.0	28
203	96	118	1139391.052434009	0.0	20
204	96	139	1297119.4077712558	0.0	22
205	96	139	1218043.2893255067	0.0	22
206	96	363	1350543.289325507	0.0	43
207	96	214	1577064.933988261	0.0	29
208	96	247	1417852.993211135	0.0	32
209	96	181	1417217.1708797584	0.0	26
210	96	215	1237176.4966055672	0.0	29
211	96	212	1464545.9043768242	0.0	29
212	96	256	1697586.5786510152	0.0	33
213	96	258	1517122.0228225724	0.0	33
214	96	181	1039062.3189369439	0.0	26
215	96	278	1371583.963599698	0.0	35
216	96	289	1583372.0228225724	0.0	36
217	96	299	1483891.05243401	0.0	37
218	96	331	1303850.3781598187	0.0	40
219	96	287	1630700.7563196383	0.0	36
220	96	286	1363581.3485483814	0.0	36
221	96	224	1384622.0228225726	0.0	30
222	96	183	1330774.2597140702	0.0	26
223	96	149	1424583.9635996984	0.0	23
224	96	173	1137907.46699413	0.0	25
225	96	269	1563602.9932111353	0.0	34
226	96	287	1591162.6970967639	0.0	36
227	96	193	1663931.7267082008	0.0	27
228	96	245	1562967.170879758	0.0	32
229	96	256	1350755.2301026322	0.0	33
230	96	212	1404602.9932111353	0.0	29
231	96	245	1510814.9339882615	0.0	32
232	96	162	1398295.9043768235	0.0	24
