TS	X	Y	Direction	Line_Man	Column_Man
0	2190.0421874152576	4806.742657913472	0	2	3
1	1983.831062249311	4806.742657913472	0	2.0	3.0
2	1777.6199370833642	4806.742657913472	0	2.0	3.0
3	1571.4088119174176	4806.742657913472	0	2.0	3.0
4	1365.1976867514709	4806.742657913472	0	2.0	3.0
5	1158.9865615855242	4806.742657913472	0	2.0	3.0
6	952.7754364195775	4806.742657913472	0	2.0	3.0
7	834	4719.306969167103	0	2.0	3.0
8	834	4513.0958440011555	0	2.0	3.0
9	834	4306.884718835208	0	2.0	3.0
10	834	4100.673593669261	0	2.0	3.0
11	834	3894.4624685033145	0	2.0	3.0
12	834	3688.251343337368	0	2.0	3.0
13	834	3482.040218171421	0	2.0	3.0
14	834	3275.8290930054745	0	2.0	3.0
15	834	3069.617967839528	0	2.0	3.0
16	834	2863.406842673581	0	2.0	3.0
17	834	2657.1957175076345	0	2.0	3.0
18	784.9845923416879	2500	0	2.0	3.0
19	578.7734671757412	2500	0	2.0	3.0
20	372.56234200979446	2500	0	2.0	3.0
21	166.35121684384774	2500	0	2.0	3.0
22	39.85990832209899	2500	1	2.0	3.0
23	246.0710334880457	2500	1	2.0	3.0
24	452.28215865399244	2500	1	2.0	3.0
25	658.4932838199392	2500	1	2.0	3.0
26	864.704408985886	2500	1	2.0	3.0
27	1070.9155341518326	2500	1	2.0	3.0
28	1277.1266593177793	2500	1	2.0	3.0
29	1483.337784483726	2500	1	2.0	3.0
30	1689.5489096496726	2500	1	2.0	3.0
31	1895.7600348156193	2500	1	2.0	3.0
32	2101.971159981566	2500	1	2.0	3.0
33	2308.1822851475126	2500	1	2.0	3.0
34	2514.3934103134593	2500	1	2.0	3.0
35	2720.604535479406	2500	1	2.0	3.0
36	2926.8156606453526	2500	1	2.0	3.0
