TS	X	Y	Direction	Line_Man	Column_Man
0	2856.721437181136	720.9917132695311	1	3	3
1	3040.9013025582544	720.9917132695311	1	3.0	3.0
2	3225.081167935373	720.9917132695311	1	3.0	3.0
3	3409.2610333124912	720.9917132695311	1	3.0	3.0
4	3593.4408986896096	720.9917132695311	1	3.0	3.0
5	3777.620764066728	720.9917132695311	1	3.0	3.0
6	3961.8006294438464	720.9917132695311	1	3.0	3.0
7	4145.980494820965	720.9917132695311	1	3.0	3.0
8	4330.160360198083	720.9917132695311	1	3.0	3.0
9	4514.340225575202	720.9917132695311	1	3.0	3.0
10	4698.52009095232	720.9917132695311	1	3.0	3.0
11	4882.6999563294385	720.9917132695311	1	3.0	3.0
12	4929.120178293443	720.9917132695311	0	3.0	3.0
13	4744.940312916325	720.9917132695311	0	3.0	3.0
14	4560.760447539206	720.9917132695311	0	3.0	3.0
15	4376.580582162088	720.9917132695311	0	3.0	3.0
16	4192.4007167849695	720.9917132695311	0	3.0	3.0
17	4166	563.2125646773823	0	3.0	3.0
18	4166	379.03269930026386	0	3.0	3.0
19	4166	194.85283392314545	0	3.0	3.0
20	4166	10.67296854602705	0	3.0	3.0
21	3991.4931031689084	1	0	3.0	3.0
22	3807.31323779179	1	0	3.0	3.0
23	3623.1333724146716	1	0	3.0	3.0
24	3438.953507037553	1	0	3.0	3.0
25	3333	1	1	3.0	3.0
26	3517.1798653771184	1	1	3.0	3.0
27	3701.359730754237	1	1	3.0	3.0
28	3885.539596131355	1	1	3.0	3.0
29	4069.7194615084736	1	1	3.0	3.0
30	4078.100673114408	1	0	3.0	3.0
31	3893.9208077372896	1	0	3.0	3.0
32	3709.740942360171	1	0	3.0	3.0
33	3525.5610769830528	1	0	3.0	3.0
34	3341.3812116059344	1	0	3.0	3.0
35	3333	176.79865377118404	1	3.0	3.0
36	3333	360.97851914830244	1	3.0	3.0
