TS	X	Y	Direction	Line_Man	Column_Man
0	608.3482940308927	518.8913823384821	1	1	5
1	790.9284998691085	518.8913823384821	1	1.0	5.0
2	973.5087057073242	518.8913823384821	1	1.0	5.0
3	1156.08891154554	518.8913823384821	1	1.0	5.0
4	1338.6691173837557	518.8913823384821	1	1.0	5.0
5	1521.2493232219715	518.8913823384821	1	1.0	5.0
6	1703.8295290601873	518.8913823384821	1	1.0	5.0
7	1886.409734898403	518.8913823384821	1	1.0	5.0
8	2068.989940736619	518.8913823384821	1	1.0	5.0
9	2251.5701465748343	518.8913823384821	1	1.0	5.0
10	2434.15035241305	518.8913823384821	1	1.0	5.0
11	2616.7305582512654	518.8913823384821	1	1.0	5.0
12	2799.310764089481	518.8913823384821	1	1.0	5.0
13	2981.8909699276965	518.8913823384821	1	1.0	5.0
14	3164.471175765912	518.8913823384821	1	1.0	5.0
15	3347.0513816041275	518.8913823384821	1	1.0	5.0
16	3529.631587442343	518.8913823384821	1	1.0	5.0
17	3712.2117932805586	518.8913823384821	1	1.0	5.0
18	3894.791999118774	518.8913823384821	1	1.0	5.0
19	4077.3722049569897	518.8913823384821	1	1.0	5.0
20	4259.952410795206	518.8913823384821	1	1.0	5.0
21	4442.532616633422	518.8913823384821	1	1.0	5.0
22	4625.112822471638	518.8913823384821	1	1.0	5.0
23	4807.693028309854	518.8913823384821	1	1.0	5.0
24	4990.27323414807	518.8913823384821	1	1.0	5.0
25	4823.146560013714	518.8913823384821	0	1.0	5.0
26	4640.566354175498	518.8913823384821	0	1.0	5.0
27	4457.986148337282	518.8913823384821	0	1.0	5.0
28	4275.405942499066	518.8913823384821	0	1.0	5.0
29	4092.825736660851	518.8913823384821	0	1.0	5.0
30	3910.2455308226354	518.8913823384821	0	1.0	5.0
31	3727.66532498442	518.8913823384821	0	1.0	5.0
32	3545.0851191462043	518.8913823384821	0	1.0	5.0
33	3362.5049133079888	518.8913823384821	0	1.0	5.0
34	3179.9247074697732	518.8913823384821	0	1.0	5.0
35	2997.3445016315577	518.8913823384821	0	1.0	5.0
36	2814.764295793342	518.8913823384821	0	1.0	5.0
