EpNum	EpSteps	Reward	ener	dist	NumCovTargets
1	25	-14	1196.3737367038063	0.0	1
2	25	28	1175.5128419472076	0.0	5
3	25	7	1154.6519471906086	0.0	3
4	25	29	1069.1737367038068	0.0	5
5	25	40	985.0519471906089	0.0	6
6	25	28	1046.9564209736038	0.0	5
7	25	29	1069.1737367038068	0.0	5
8	25	18	1260.3128419472075	0.0	4
9	25	7	962.834631460406	0.0	3
10	25	28	1090.7128419472078	0.0	5
11	25	7	750.156420973604	0.0	3
12	25	7	919.756420973604	0.0	3
13	25	61	1388.191052434009	0.0	8
14	25	28	1026.773736703807	0.0	5
15	25	40	1069.1737367038068	0.0	6
16	25	41	1090.0346314604058	0.0	6
17	25	7	1090.7128419472078	0.0	3
18	25	7	962.834631460406	0.0	3
19	25	18	707.756420973604	0.0	4
20	25	19	1068.495526217005	0.0	4
21	25	-14	664.6782104868021	0.0	1
22	25	7	941.9737367038068	0.0	3
23	25	28	984.3737367038068	0.0	5
24	25	7	898.895526217005	0.0	3
25	25	-4	601.4173157302029	0.0	2
26	25	-4	1067.817315730203	0.0	2
27	25	-3	1174.8346314604057	0.0	2
28	25	61	898.895526217005	0.0	8
29	25	-4	1046.9564209736036	0.0	2
30	25	61	814.095526217005	0.0	8
31	25	7	664.6782104868021	0.0	3
32	25	51	898.895526217005	0.0	7
33	25	50	1046.956420973604	0.0	7
34	25	-3	1112.2519471906087	0.0	2
35	25	18	1174.8346314604057	0.0	4
36	25	18	941.9737367038068	0.0	4
37	25	39	1089.3564209736037	0.0	6
38	25	29	940.617315730203	0.0	5
39	25	61	1303.391052434009	0.0	8
40	25	-4	792.5564209736041	0.0	2
41	25	39	1175.5128419472073	0.0	6
42	25	62	1238.0955262170048	0.0	8
43	25	-4	558.3391052434013	0.0	2
44	25	72	1047.6346314604061	0.0	9
45	25	28	984.3737367038068	0.0	5
46	25	40	1026.7737367038071	0.0	6
47	25	29	1431.947473407613	0.0	5
48	25	7	1133.1128419472075	0.0	3
49	25	7	1154.6519471906088	0.0	3
50	25	51	1070.5301576774107	0.0	7
51	25	51	1068.495526217005	0.0	7
52	25	-14	793.2346314604059	0.0	1
53	25	72	1069.1737367038068	0.0	9
54	25	-3	878.034631460406	0.0	2
55	25	51	1068.495526217005	0.0	7
56	25	51	1090.0346314604058	0.0	7
57	25	29	1090.7128419472078	0.0	5
58	25	50	1325.6083681642122	0.0	7
59	25	51	1026.773736703807	0.0	7
60	25	28	1110.8955262170045	0.0	5
61	25	50	1068.4955262170047	0.0	7
62	25	-14	729.2955262170051	0.0	1
63	25	51	984.3737367038069	0.0	7
64	25	-3	707.0782104868022	0.0	2
65	17	91	886.0346314604059	0.0	10
66	25	29	1218.5910524340095	0.0	5
67	25	18	1153.9737367038065	0.0	4
68	25	72	920.434631460406	0.0	9
69	25	28	1303.3910524340092	0.0	5
70	25	72	941.9737367038068	0.0	9
71	25	72	919.756420973604	0.0	9
72	25	51	1303.391052434009	0.0	7
73	25	72	1260.9910524340096	0.0	9
74	25	40	1133.7910524340098	0.0	6
75	25	29	1218.591052434009	0.0	5
76	25	61	1069.173736703807	0.0	8
77	25	39	1111.5737367038068	0.0	6
78	25	39	834.2782104868022	0.0	6
79	25	72	1388.8692629208113	0.0	9
80	25	72	1111.5737367038066	0.0	9
81	25	72	707.0782104868023	0.0	9
82	25	40	1154.6519471906086	0.0	6
83	25	51	1196.3737367038066	0.0	7
84	25	8	1282.5301576774104	0.0	3
85	25	50	1132.4346314604059	0.0	7
86	25	72	920.434631460406	0.0	9
87	25	61	1004.5564209736041	0.0	8
88	25	61	727.9391052434013	0.0	8
89	25	72	1452.808368164212	0.0	9
90	25	18	1090.7128419472074	0.0	4
91	25	72	984.3737367038069	0.0	9
92	25	50	1132.4346314604059	0.0	7
93	25	51	1239.4519471906083	0.0	7
94	15	93	718.0955262170049	0.0	10
95	25	19	984.3737367038068	0.0	4
96	25	61	1175.5128419472076	0.0	8
97	25	51	1048.3128419472077	0.0	7
98	24	84	994.956420973604	0.0	10
99	25	61	813.4173157302031	0.0	8
100	25	61	1239.4519471906085	0.0	8
101	25	72	1047.634631460406	0.0	9
102	25	40	834.9564209736042	0.0	6
103	25	28	728.6173157302031	0.0	5
104	25	39	791.8782104868021	0.0	6
105	25	51	1282.5301576774107	0.0	7
106	25	29	1133.1128419472077	0.0	5
107	24	84	1250.7128419472076	0.0	10
108	25	62	920.434631460406	0.0	8
109	25	72	984.3737367038069	0.0	9
110	20	88	999.6346314604059	0.0	10
