TS	X	Y	Direction	Line_Man	Column_Man
0	23.567367687994043	21.618596409777115	1	5	1
1	23.567367687994043	21.618596409777115	1	5.0	1.0
2	23.567367687994043	21.618596409777115	1	5.0	1.0
3	23.567367687994043	21.618596409777115	1	5.0	1.0
4	23.567367687994043	21.618596409777115	1	5.0	1.0
5	23.567367687994043	21.618596409777115	1	5.0	1.0
6	23.567367687994043	21.618596409777115	1	5.0	1.0
7	23.567367687994043	21.618596409777115	1	5.0	1.0
8	23.567367687994043	21.618596409777115	1	5.0	1.0
9	23.567367687994043	21.618596409777115	1	5.0	1.0
10	23.567367687994043	21.618596409777115	1	5.0	1.0
11	23.567367687994043	21.618596409777115	1	5.0	1.0
12	23.567367687994043	21.618596409777115	1	5.0	1.0
13	23.567367687994043	21.618596409777115	1	5.0	1.0
14	23.567367687994043	21.618596409777115	1	5.0	1.0
15	23.567367687994043	21.618596409777115	1	5.0	1.0
16	23.567367687994043	21.618596409777115	1	5.0	1.0
17	23.567367687994043	21.618596409777115	1	5.0	1.0
18	23.567367687994043	21.618596409777115	1	5.0	1.0
19	23.567367687994043	21.618596409777115	1	5.0	1.0
20	23.567367687994043	21.618596409777115	1	5.0	1.0
21	23.567367687994043	21.618596409777115	1	5.0	1.0
22	23.567367687994043	21.618596409777115	1	5.0	1.0
23	23.567367687994043	21.618596409777115	1	5.0	1.0
24	23.567367687994043	21.618596409777115	1	5.0	1.0
25	23.567367687994043	21.618596409777115	1	5.0	1.0
26	23.567367687994043	21.618596409777115	1	5.0	1.0
27	23.567367687994043	21.618596409777115	1	5.0	1.0
28	23.567367687994043	21.618596409777115	1	5.0	1.0
29	23.567367687994043	21.618596409777115	1	5.0	1.0
30	23.567367687994043	21.618596409777115	1	5.0	1.0
31	23.567367687994043	21.618596409777115	1	5.0	1.0
32	23.567367687994043	21.618596409777115	1	5.0	1.0
33	23.567367687994043	21.618596409777115	1	5.0	1.0
34	23.567367687994043	21.618596409777115	1	5.0	1.0
35	23.567367687994043	21.618596409777115	1	5.0	1.0
36	23.567367687994043	21.618596409777115	1	5.0	1.0
37	23.567367687994043	21.618596409777115	1	5.0	1.0
38	23.567367687994043	21.618596409777115	1	5.0	1.0
39	23.567367687994043	21.618596409777115	1	5.0	1.0
40	23.567367687994043	21.618596409777115	1	5.0	1.0
41	23.567367687994043	21.618596409777115	1	5.0	1.0
42	23.567367687994043	21.618596409777115	1	5.0	1.0
43	23.567367687994043	21.618596409777115	1	5.0	1.0
44	23.567367687994043	21.618596409777115	1	5.0	1.0
45	23.567367687994043	21.618596409777115	1	5.0	1.0
46	23.567367687994043	21.618596409777115	1	5.0	1.0
47	23.567367687994043	21.618596409777115	1	5.0	1.0
48	23.567367687994043	21.618596409777115	1	5.0	1.0
49	23.567367687994043	21.618596409777115	1	5.0	1.0
50	23.567367687994043	21.618596409777115	1	5.0	1.0
