TS	X	Y
0	4	4
1	0	0
2	0	4
3	0	0
4	0	4
5	0	0
6	0	4
7	0	0
8	0	4
9	0	0
10	0	4
11	0	0
12	0	4
13	0	0
14	0	4
15	0	0
16	0	4
17	0	0
18	0	4
19	0	0
20	0	4
21	0	0
22	0	4
23	0	0
24	0	4
25	0	0
26	0	4
27	0	0
28	0	4
29	0	0
30	0	4
31	0	0
32	0	4
33	0	0
34	0	4
35	0	0
36	0	4
37	0	0
38	0	4
39	0	0
40	0	4
41	0	0
42	0	4
43	0	0
44	0	4
45	0	0
46	0	4
47	0	0
48	0	4
49	0	0
50	0	4
51	0	0
52	0	4
53	0	0
54	0	4
55	0	0
56	0	4
57	0	0
58	0	4
59	0	0
60	0	4
61	0	0
62	0	4
63	0	0
64	0	4
65	0	0
66	0	4
67	0	0
68	0	4
69	0	0
70	0	4
71	0	0
72	0	4
73	0	0
74	0	4
75	0	0
76	0	4
77	0	0
78	0	4
79	0	0
80	0	4
81	0	0
82	0	4
83	0	0
84	0	4
85	0	0
86	0	4
87	0	0
88	0	4
89	0	0
