TS	X	Y
0	4	8
1	0	4
2	4	0
3	4	4
4	8	4
5	4	8
6	0	4
7	4	0
8	4	4
9	8	4
10	4	8
11	0	4
12	4	0
13	4	4
14	8	4
15	4	8
16	0	4
17	4	0
18	4	4
19	8	4
20	4	8
21	0	4
22	4	0
23	4	4
24	8	4
25	4	8
26	0	4
27	4	0
28	4	4
29	8	4
30	4	8
31	0	4
32	4	0
33	4	4
34	8	4
35	4	8
36	0	4
37	4	0
38	4	4
39	8	4
40	4	8
41	0	4
42	4	0
43	4	4
44	8	4
45	4	8
46	0	4
47	4	0
48	4	4
49	8	4
50	4	8
51	0	4
52	4	0
53	4	4
54	8	4
55	4	8
56	0	4
57	4	0
58	4	4
59	8	4
60	4	8
61	0	4
62	4	0
63	4	4
64	8	4
65	4	8
66	0	4
67	4	0
68	4	4
69	8	4
70	4	8
71	0	4
72	4	0
73	4	4
74	8	4
75	4	8
76	0	4
77	4	0
78	4	4
79	8	4
80	4	8
81	0	4
82	4	0
83	4	4
84	8	4
85	4	8
86	0	4
87	4	0
88	4	4
89	8	4
