TS	X	Y
0	0	4
1	4	0
2	8	0
3	4	4
4	8	8
5	8	4
6	4	0
7	8	0
8	4	4
9	8	8
10	8	4
11	4	0
12	8	0
13	4	4
14	8	8
15	8	4
16	4	0
17	8	0
18	4	4
19	8	8
20	8	4
21	4	0
22	8	0
23	4	4
24	8	8
25	8	4
26	4	0
27	8	0
28	4	4
29	8	8
30	8	4
31	4	0
32	8	0
33	4	4
34	8	8
35	8	4
36	4	0
37	8	0
38	4	4
39	8	8
40	8	4
41	4	0
42	8	0
43	4	4
44	8	8
45	8	4
46	4	0
47	8	0
48	4	4
49	8	8
50	8	4
51	4	0
52	8	0
53	4	4
54	8	8
55	8	4
56	4	0
57	8	0
58	4	4
59	8	8
60	8	4
61	4	0
62	8	0
63	4	4
64	8	8
65	8	4
66	4	0
67	8	0
68	4	4
69	8	8
70	8	4
71	4	0
72	8	0
73	4	4
74	8	8
75	8	4
76	4	0
77	8	0
78	4	4
79	8	8
80	8	4
81	4	0
82	8	0
83	4	4
84	8	8
85	8	4
86	4	0
87	8	0
88	4	4
89	8	8
