TS	X	Y
0	4	4
1	0	8
2	4	8
3	8	4
4	4	4
5	0	8
6	4	8
7	8	4
8	4	4
9	0	8
10	4	8
11	8	4
12	4	4
13	0	8
14	4	8
15	8	4
16	4	4
17	0	8
18	4	8
19	8	4
20	4	4
21	0	8
22	4	8
23	8	4
24	4	4
25	0	8
26	4	8
27	8	4
28	4	4
29	0	8
30	4	8
31	8	4
32	4	4
33	0	8
34	4	8
35	8	4
36	4	4
37	0	8
38	4	8
39	8	4
40	4	4
41	0	8
42	4	8
43	8	4
44	4	4
45	0	8
46	4	8
47	8	4
48	4	4
49	0	8
50	4	8
51	8	4
52	4	4
53	0	8
54	4	8
55	8	4
56	4	4
57	0	8
58	4	8
59	8	4
60	4	4
61	0	8
62	4	8
63	8	4
64	4	4
65	0	8
66	4	8
67	8	4
68	4	4
69	0	8
70	4	8
71	8	4
72	4	4
73	0	8
74	4	8
75	8	4
76	4	4
77	0	8
78	4	8
79	8	4
80	4	4
81	0	8
82	4	8
83	8	4
84	4	4
85	0	8
86	4	8
87	8	4
88	4	4
89	0	8
