Steps_BL	Reward_BL	ener_BL	dist_BL	NumCovTargets
134	-24	6968.0	0.0	10
134	-24	6968.0	0.0	10
134	-24	6968.0	0.0	10
134	-24	6968.0	0.0	10
134	-24	6968.0	0.0	10
134	-24	6968.0	0.0	10
134	-24	6968.0	0.0	10
134	-24	6968.0	0.0	10
134	-24	6968.0	0.0	10
134	-24	6968.0	0.0	10
