TS	X	Y	Direction	Line_Man	Column_Man
0	16.886396105258378	13.814399350876396	1	3	2
1	17.755010584937004	13.814399350876396	1	3.0	2.0
2	18.62362506461563	13.814399350876396	1	3.0	2.0
3	19.492239544294257	13.814399350876396	1	3.0	2.0
4	20.360854023972884	13.814399350876396	1	3.0	2.0
5	21	13.584930847224886	0	3.0	2.0
6	21	12.71631636754626	0	3.0	2.0
7	21	11.847701887867633	0	3.0	2.0
8	21	10.979087408189006	0	3.0	2.0
9	21	10.11047292851038	0	3.0	2.0
10	21	9.241858448831753	0	3.0	2.0
11	21	8.373243969153126	0	3.0	2.0
12	21	7.5046294894745	0	3.0	2.0
13	21	6.636015009795873	0	3.0	2.0
14	21	5.767400530117246	0	3.0	2.0
15	21	4.89878605043862	0	3.0	2.0
16	21	4.030171570759993	0	3.0	2.0
17	21	3.161557091081366	0	3.0	2.0
18	21	2.292942611402739	0	3.0	2.0
19	21	1.424328131724112	0	3.0	2.0
20	21	1	1	3.0	2.0
21	21.868614479678627	1	1	3.0	2.0
22	22.737228959357253	1	1	3.0	2.0
23	23.60584343903588	1	1	3.0	2.0
24	23.525542081285494	1	0	3.0	2.0
25	22.656927601606867	1	0	3.0	2.0
26	21.78831312192824	1	0	3.0	2.0
27	20.919698642249614	1	0	3.0	2.0
28	20.051084162570987	1	0	3.0	2.0
29	19.18246968289236	1	0	3.0	2.0
30	18.313855203213734	1	0	3.0	2.0
31	17.445240723535107	1	0	3.0	2.0
32	16.57662624385648	1	0	3.0	2.0
33	15.708011764177854	1	0	3.0	2.0
34	14.839397284499228	1	0	3.0	2.0
35	13.970782804820601	1	0	3.0	2.0
36	13.102168325141974	1	0	3.0	2.0
37	12.233553845463348	1	0	3.0	2.0
38	11.364939365784721	1	0	3.0	2.0
39	10.496324886106095	1	0	3.0	2.0
40	9.627710406427468	1	0	3.0	2.0
41	8.759095926748842	1	0	3.0	2.0
42	7.890481447070215	1	0	3.0	2.0
43	7.021866967391588	1	0	3.0	2.0
44	6.153252487712962	1	0	3.0	2.0
45	5.284638008034335	1	0	3.0	2.0
46	4.4160235283557085	1	0	3.0	2.0
47	3.5474090486770815	1	0	3.0	2.0
48	2.6787945689984545	1	0	3.0	2.0
49	1.8101800893198274	1	0	3.0	2.0
50	0.9415656096412005	1	0	3.0	2.0
51	0.07295112996257358	1	0	3.0	2.0
52	0.7956633497160533	1	1	3.0	2.0
53	1.6642778293946803	1	1	3.0	2.0
54	2.5328923090733073	1	1	3.0	2.0
