Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
9	23	53	45	31	-10	97461	134420.83733387646	416999.8000000002	5	5	4
8	54	53	47	-21	-10	86632	200881.55600081512	416999.8000000002	5	3	4
6	54	28	48	-22	26	64974	196396.03733387683	314041.0	5	3	5
9	51	53	45	3	-10	97461	190398.4373338768	416999.8000000002	5	5	4
9	54	29	45	-11	25	97461	196396.03733387683	324870.0	5	4	5
11	27	27	43	27	27	119119	142417.6373338765	303212.0	5	5	5
7	54	53	47	-11	-10	75803	196396.03733387683	416999.8000000002	5	4	4
9	44	27	45	10	26	97461	176404.0373338767	303212.0	5	5	5
7	54	53	48	-21	-21	75803	196396.03733387683	416999.8000000002	5	3	3
11	30	30	43	24	24	119119	148415.23733387655	335699.0	5	5	5
