Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
4	4	27	7	7	-17	43316	52287.03733387649	303212.0	1	1	1
4	4	27	7	7	-17	43316	52287.03733387649	303212.0	1	1	1
4	4	27	7	7	-17	43316	52287.03733387649	303212.0	1	1	1
4	4	28	7	7	-18	43316	52287.03733387649	314041.0	1	1	1
4	4	27	7	7	-17	43316	52287.03733387649	303212.0	1	1	1
4	4	27	7	7	-17	43316	52287.03733387649	303212.0	1	1	1
4	4	30	7	7	-20	43316	52287.03733387649	335699.0	1	1	1
4	4	28	7	7	-18	43316	52287.03733387649	314041.0	1	1	1
4	4	27	7	7	-17	43316	52287.03733387649	303212.0	1	1	1
4	4	27	7	7	-17	43316	52287.03733387649	303212.0	1	1	1
