Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
43	54	53	487	391	337	465647	590098.942670197	416999.8000000002	50	42	37
38	54	53	492	357	349	411502	404249.43066856795	416999.8000000002	50	39	38
35	54	53	492	316	430	379015	417564.7493355062	416999.8000000002	50	35	46
33	54	53	494	419	338	357357	483858.86800244433	416999.8000000002	50	45	37
40	54	53	490	360	360	433160	510065.7933346913	416999.8000000002	50	39	39
33	54	53	494	400	390	357357	421909.0306685679	416999.8000000002	50	43	42
34	54	53	498	350	348	368186	422050.2680024444	416999.8000000002	50	38	38
39	54	53	491	389	400	422331	421909.0306685679	416999.8000000002	50	42	43
34	54	53	493	390	398	368186	443912.91200162965	416999.8000000002	50	42	43
34	54	53	494	368	359	368186	417282.2746677532	416999.8000000002	50	40	39
