Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
7	7	13	99	99	92	30303	32096.13051151313	60606.0	10	10	10
5	6	13	100	100	93	21645	27767.13051151313	60606.0	10	10	10
6	7	12	100	99	94	25974	32096.13051151313	56277.0	10	10	10
6	7	13	98	98	83	25974	32096.13051151313	60606.0	10	10	9
6	8	13	100	99	83	25974	38218.26102302626	60606.0	10	10	9
6	11	13	99	95	93	25974	54791.52204605251	60606.0	10	10	10
6	11	13	99	95	82	25974	54791.52204605251	60606.0	10	10	9
7	6	13	98	98	81	30303	25974.0	60606.0	10	10	9
6	6	12	99	98	94	25974	25974.0	56277.0	10	10	10
7	6	13	100	99	94	30303	25974.0	60606.0	10	10	10
