Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
21	74	73	89	3	3	273000	352754.32893255074	962000.0	10	7	7
17	74	73	92	25	14	221000	352754.32893255074	962000.0	10	9	8
18	74	73	90	2	24	234000	352754.32893255074	962000.0	10	7	9
22	74	45	87	-8	63	286000	352754.32893255074	598000.0	10	6	10
17	74	73	93	-8	12	221000	352754.32893255074	962000.0	10	6	8
21	74	64	88	2	45	273000	352754.32893255074	845000.0	10	7	10
17	74	73	93	14	24	221000	320954.32893255074	962000.0	10	8	9
21	74	73	88	3	25	273000	352754.32893255074	962000.0	10	7	9
19	74	64	90	3	44	247000	352754.32893255074	845000.0	10	7	10
19	74	56	90	-8	52	247000	352754.32893255074	741000.0	10	6	10
