Steps_BM	Steps_DRL	Steps_BL	Reward_BM	Reward_DRL	Reward_BL	Energy_BM	Energy_DRL	Energy_BL	Targets_BM	Targets_DRL	Targets_BL
21	96	95	89	-8	2	341250	474135.8223313768	1122750.0	10	8	9
20	96	95	89	-9	-9	325000	474135.8223313768	1122750.0	10	8	8
21	96	95	89	-8	-20	341250	567097.7631085024	1122750.0	10	8	7
25	96	95	84	2	-9	406250	567097.7631085024	1122750.0	10	9	8
19	96	53	91	-8	53	308750	474135.8223313768	877500.0	10	8	10
25	96	95	85	2	2	406250	567097.7631085024	1122750.0	10	9	9
21	96	95	89	-20	-9	341250	587078.733497065	1122750.0	10	7	8
25	96	95	85	-8	-21	406250	573828.733497065	1122750.0	10	8	7
21	96	95	89	-30	2	341250	567097.7631085024	1122750.0	10	6	9
21	96	95	89	-8	-20	341250	553847.7631085024	1122750.0	10	8	7
