TS	X	Y
0	0	0
1	3332	1666
2	2499	1666
3	833	2499
4	833	2499
5	1666	4165
6	1666	4165
7	1666	833
8	4165	0
9	4165	833
10	3332	0
11	3332	1666
12	4165	1666
13	833	2499
14	2499	4165
15	1666	4165
16	0	0
17	3332	0
18	4165	3332
19	1666	1666
20	4165	2499
21	833	2499
22	3332	4165
23	2499	833
24	4165	3332
25	2499	2499
26	1666	3332
27	4165	0
28	4165	2499
29	0	1666
30	4165	4165
31	3332	1666
32	3332	0
33	0	3332
34	3332	0
35	0	3332
36	2499	3332
37	1666	4165
38	0	1666
39	0	4165
40	1666	1666
41	1666	833
42	0	4165
43	3332	0
44	4165	833
45	4165	1666
46	4165	0
47	4165	0
48	0	0
49	4165	0
50	3332	0
51	833	4165
52	0	0
53	3332	833
54	0	833
