TS	X	Y
0	3332	833
1	2499	1666
2	2499	4165
3	1666	833
4	2499	4165
5	2499	4165
6	0	2499
7	4165	1666
8	2499	1666
9	833	4165
10	2499	833
11	1666	0
12	1666	4165
13	4165	1666
14	1666	833
15	833	3332
16	1666	4165
17	2499	1666
18	833	0
19	1666	2499
20	2499	4165
21	2499	4165
22	0	2499
23	0	833
24	833	833
25	833	833
26	833	3332
27	833	833
28	2499	833
29	1666	0
30	833	2499
31	2499	4165
32	2499	4165
33	4165	0
34	1666	4165
35	4165	4165
36	2499	1666
37	833	833
38	4165	0
39	2499	4165
40	1666	1666
41	1666	3332
42	0	2499
43	0	833
44	0	2499
45	2499	4165
46	0	2499
47	2499	1666
48	4165	1666
49	2499	4165
50	3332	833
51	2499	833
52	2499	0
53	4165	0
54	2499	4165
