TS	X	Y
0	0	4165
1	833	833
2	2499	1666
3	833	0
4	3332	4165
5	0	0
6	833	0
7	833	0
8	0	2499
9	4165	1666
10	833	0
11	0	0
12	3332	1666
13	3332	3332
14	2499	2499
15	0	0
16	833	833
17	3332	3332
18	4165	1666
19	4165	0
20	0	3332
21	0	4165
22	833	0
23	0	833
24	1666	0
25	4165	4165
26	1666	1666
27	0	3332
28	2499	2499
29	833	0
30	0	2499
31	2499	4165
32	0	2499
33	3332	3332
34	4165	3332
35	2499	2499
36	833	0
37	1666	0
38	0	2499
39	0	3332
40	2499	3332
41	2499	4165
42	2499	2499
43	833	0
44	0	4165
45	2499	0
46	1666	833
47	0	4165
48	1666	0
49	0	2499
50	4165	4165
51	3332	3332
52	1666	4165
53	3332	4165
54	3332	4165
