TS	X	Y
0	2499	4165
1	833	2499
2	0	1666
3	0	1666
4	1666	4165
5	3332	3332
6	3332	1666
7	1666	4165
8	1666	4165
9	833	2499
10	0	1666
11	4165	0
12	0	1666
13	0	2499
14	4165	0
15	4165	0
16	3332	3332
17	3332	2499
18	2499	3332
19	1666	1666
20	4165	0
21	2499	2499
22	3332	2499
23	1666	4165
24	2499	2499
25	1666	4165
26	833	2499
27	4165	0
28	4165	0
29	0	1666
30	1666	4165
31	4165	4165
32	0	2499
33	3332	2499
34	3332	3332
35	0	1666
36	4165	0
37	3332	1666
38	0	2499
39	833	2499
40	2499	2499
41	0	1666
42	0	2499
43	1666	0
44	833	2499
45	1666	4165
46	3332	1666
47	4165	4165
48	3332	833
49	2499	4165
50	4165	4165
51	1666	4165
52	4165	4165
53	4165	0
54	1666	2499
