TS	X	Y
0	1666	3332
1	0	1666
2	0	1666
3	833	4165
4	3332	3332
5	2499	1666
6	1666	2499
7	3332	0
8	1666	3332
9	2499	2499
10	833	833
11	4165	0
12	3332	2499
13	1666	4165
14	0	3332
15	0	4165
16	2499	1666
17	0	833
18	833	4165
19	3332	3332
20	4165	0
21	3332	0
22	1666	2499
23	1666	0
24	0	1666
25	1666	4165
26	2499	0
27	3332	0
28	2499	3332
29	0	1666
30	4165	0
31	4165	0
32	1666	0
33	3332	3332
34	3332	0
35	833	1666
36	0	2499
37	3332	4165
38	4165	833
39	833	1666
40	1666	1666
41	2499	1666
42	4165	1666
43	833	833
44	1666	0
45	2499	2499
46	1666	3332
47	3332	0
48	0	0
49	833	0
50	1666	0
51	3332	0
52	3332	3332
53	0	2499
54	4165	2499
