TS	X	Y
0	1666	0
1	4165	833
2	4165	833
3	1666	1666
4	833	3332
5	2499	4165
6	1666	1666
7	0	4165
8	1666	1666
9	0	1666
10	2499	1666
11	2499	4165
12	833	3332
13	833	0
14	3332	833
15	2499	1666
16	2499	4165
17	2499	0
18	3332	833
19	2499	4165
20	4165	833
21	2499	2499
22	1666	0
23	4165	833
24	4165	833
25	1666	0
26	4165	1666
27	0	833
28	4165	4165
29	833	4165
30	1666	1666
31	1666	1666
32	1666	4165
33	2499	3332
34	2499	1666
35	4165	1666
36	3332	4165
37	833	1666
38	2499	4165
39	0	833
40	833	0
41	1666	3332
42	2499	3332
43	833	3332
44	1666	0
45	3332	833
46	4165	3332
47	833	4165
48	0	2499
49	1666	1666
50	0	1666
51	3332	1666
52	833	4165
53	1666	0
54	833	3332
