TS	X	Y
0	3332	4165
1	2499	3332
2	833	0
3	3332	833
4	1666	2499
5	0	4165
6	4165	2499
7	4165	3332
8	1666	2499
9	833	1666
10	2499	833
11	2499	2499
12	1666	833
13	0	1666
14	4165	1666
15	2499	833
16	0	833
17	2499	2499
18	0	833
19	1666	0
20	0	1666
21	833	0
22	2499	833
23	0	833
24	833	0
25	4165	0
26	2499	2499
27	2499	2499
28	2499	833
29	4165	833
30	4165	3332
31	1666	2499
32	4165	3332
33	3332	4165
34	3332	1666
35	2499	3332
36	833	1666
37	833	3332
38	1666	0
39	2499	833
40	3332	833
41	833	4165
42	833	0
43	833	1666
44	2499	833
45	1666	3332
46	4165	2499
47	833	0
48	0	4165
49	2499	2499
50	2499	0
51	2499	2499
52	833	1666
53	833	1666
54	2499	2499
