TS	X	Y
0	2499	3332
1	0	2499
2	833	833
3	4165	1666
4	833	1666
5	4165	1666
6	0	2499
7	1666	1666
8	0	1666
9	4165	1666
10	4165	2499
11	4165	2499
12	833	4165
13	2499	833
14	2499	3332
15	0	1666
16	2499	3332
17	0	833
18	833	1666
19	1666	1666
20	833	3332
21	2499	3332
22	2499	3332
23	0	4165
24	2499	3332
25	3332	4165
26	833	2499
27	4165	2499
28	3332	4165
29	4165	2499
30	1666	4165
31	833	1666
32	4165	2499
33	1666	1666
34	0	1666
35	1666	3332
36	3332	4165
37	3332	833
38	4165	0
39	2499	3332
40	3332	1666
41	0	0
42	833	2499
43	2499	3332
44	4165	2499
45	0	4165
46	3332	2499
47	0	2499
48	2499	2499
49	1666	1666
50	2499	3332
51	2499	1666
52	833	2499
53	1666	833
54	3332	4165
