TS	X	Y
0	4165	2499
1	0	3332
2	833	1666
3	1666	0
4	3332	1666
5	2499	833
6	0	4165
7	833	2499
8	3332	4165
9	1666	4165
10	0	4165
11	4165	833
12	0	833
13	833	0
14	3332	4165
15	1666	4165
16	2499	833
17	833	3332
18	1666	3332
19	1666	2499
20	1666	4165
21	3332	0
22	1666	4165
23	1666	3332
24	4165	2499
25	4165	2499
26	3332	1666
27	1666	0
28	833	2499
29	1666	2499
30	1666	4165
31	4165	2499
32	4165	1666
33	0	4165
34	4165	2499
35	3332	2499
36	833	3332
37	1666	0
38	0	4165
39	4165	833
40	0	4165
41	4165	2499
42	3332	2499
43	1666	4165
44	2499	833
45	3332	2499
46	1666	4165
47	4165	2499
48	3332	2499
49	833	2499
50	3332	0
51	2499	833
52	1666	0
53	1666	4165
54	1666	2499
