TS	X	Y
0	18.442622829818742	2.238139011046736
1	16.25858669735446	1.5485999227351552
2	17.15185742244754	1.6033108697078395
3	16.988805195504135	2.171257690505116
4	18.810918901215725	1.6846828449012623
5	17.687976765721437	1.3724168654072493
6	18.381347797328917	1.3455911155092184
7	19.350548699041955	2.108298857408345
8	19.82603818963347	1.7040519406383874
9	18.62050545041701	2.0842364797980015
10	20.57503991855394	1.3661841996282356
11	21.755935014922777	1.1100109628513977
12	22.962134535092726	2.554176028938384
13	24.337724935751105	1.6780290158886821
14	24.81546309568319	1.495004008098154
15	25.129021572629526	2.2011627229496646
16	26.30869323600927	0.9822822141509017
17	28.760617298235818	1.2497438732746269
18	27.909185807706983	1.6596672775205112
19	28.550051772125393	0.9341588336491816
20	29.796774455240108	2.060705997356762
21	30.783291187163844	1.2961919511528974
22	31.112656160115236	0.9284121433454894
23	29.997389652227376	2.141686445046089
24	30.344959217519282	2.254821876742914
25	30.690942661814873	2.374603609261143
26	31.808234859129406	1.5675314710462853
27	31.179205772384332	2.495913035127292
28	30.18517316712508	1.1254801124040252
29	31.288980941058462	2.516419823443672
30	30.068386306012915	1.5803570975882937
31	30.20999916519152	2.131101810455267
32	29.995565252553895	2.0582100118130766
33	29.296629313434032	1.0562479406815344
34	29.20104668493107	1.448754604073366
35	29.609646805427676	1.1505557221382774
36	30.52996252382782	2.228849128186213
37	28.53452484761746	1.28598007217069
38	29.31360007245152	2.3045101582592906
39	27.347918017494063	1.4093322003746345
40	28.740517584938686	1.6809044858218956
41	29.699325744994816	1.7913583293676802
42	30.88446383105455	1.448123863954613
43	29.14359531405349	1.4760913116237058
44	29.02221868731913	2.4088128843933725
45	31.47094556992419	1.9574891435764608
46	31.063919832256342	2.2172140347352203
47	30.17697705994454	1.8068627381161033
48	30.745196019279238	1.7472990985451862
49	30.008477101386127	2.5781680897575328
50	30.579160838674113	1.4335734337080552
51	29.775829314157175	1.4990129972699415
52	30.269865111314452	1.8880587639198854
53	30.218419370949984	2.356365701490887
54	30.07031108171549	1.6950274197150121
55	29.45361642180064	1.9378301789308665
56	31.54747803980644	1.9941764395330157
57	31.152556089756672	2.1552923508758797
58	30.11541069550183	1.9274878313300694
59	30.321221724859218	2.3127729893300666
60	29.051651710475202	1.470778695015185
61	30.461032176364288	1.6294945791537914
62	30.28613740500411	1.5684788417923896
63	31.571819887503256	1.2291888692524473
64	30.114496502267897	1.2507195731426615
65	30.202377994599658	1.396692200731517
66	28.827673562859623	2.0992504342290186
67	30.378948341194025	1.4631190190396617
68	29.973659490422673	1.2334908942283511
69	31.64388835451444	1.0156051357259142
70	30.88850491081899	1.878532537445302
71	30.49918096469344	1.1273731096928041
72	30.88252184675275	1.9330434030443495
73	30.657039140766773	1.178401407838372
74	29.407462039561246	1.9748996550779983
75	27.90777664859068	1.3778135536894915
76	28.36635161968041	1.094071748453337
77	31.001264829071246	0.9723644180341869
78	30.35703656166982	1.4003066452806834
79	31.5054044404909	1.4538137645850298
80	29.451493002560184	2.0563924317521987
81	31.607286114405227	1.8544465673926536
82	31.74509411882776	1.0903758031619217
83	31.198460577464623	1.8254454612127469
84	31.07642505880484	1.5268749937795314
85	30.50161752929407	1.8374691667002514
86	29.34708600789433	1.7981339493650217
87	29.19975493132911	1.5726373745164002
88	26.277145767135835	1.6138581611314442
89	25.46765955364281	1.320448632105212
90	28.14876973984346	2.4898388423065003
91	29.628738232074834	1.8028380707484524
92	28.675773199498963	2.219143723649127
93	28.947796541589113	1.1580599774708744
94	28.98858945473424	0.9795172178962984
95	30.43593570159291	1.7000700859345215
96	29.322389019998138	1.6108196319998145
97	29.34990633163699	0.9362556323449163
98	29.48942257294096	1.0935959420541588
99	31.661518457832948	1.1678095408411513
100	29.441694029251916	1.2404508433621397
101	29.07613363597052	1.4672039994638921
102	29.822932478545365	1.3366343670802423
103	28.77280120746053	2.2191438145473716
104	26.120256291040235	2.188190690424234
105	27.271195026970577	2.3292469548300954
106	28.829367529757945	2.5033214324781534
107	29.80383814403545	2.066805825286117
108	29.16225535437939	1.8937083574655915
109	31.938465170766534	0.913445207303076
110	30.850039025671357	1.6850227312403643
111	31.473712251416593	1.5364130787796424
112	31.162311481604654	1.6338061573369438
113	30.050453679094648	1.4177239728430444
114	30.453670481374566	0.915649497304385
115	30.097886869565407	1.4721406934919363
116	29.832084151789008	1.3291098343084888
117	27.7964249548892	1.376196754372759
118	29.09872809491782	1.5295495084964106
119	28.030398677993027	2.4754616460349723
120	29.56413950542711	0.9452058969198472
121	30.26575264341221	1.0926802938068074
122	31.426423666264068	1.0843548402129557
123	31.583344753657155	1.7947062764107558
124	29.459150763747687	2.08602771298077
125	30.292542659760844	1.8780323505239647
126	27.17637973201346	1.478378780259463
127	28.353872372188608	1.4201835505637792
128	30.643420900675896	1.7040174465953088
129	28.91803611311197	1.109858145480216
130	30.1634076033121	1.1511579939366878
131	30.317687096368807	2.2597435962774126
132	30.16621654383721	1.417514784733566
133	31.76089013687038	1.3407688232882744
134	30.841038895184806	1.9037312298635543
135	31.50972917453988	2.5429788818906687
136	31.563477449314316	2.203913858262032
137	31.914567832131645	1.5621533012546518
138	30.097470694433802	2.259798560967898
139	28.321683764865032	1.385193077439562
140	28.794807228596472	2.4978349849312016
141	28.970458889683993	1.8819201350188939
142	30.89878818852446	1.6550321995428208
143	30.32452230023249	1.158950510666498
144	30.601577295349628	1.2073856044312983
145	31.504316474569194	1.1519600820557923
146	31.559676820000373	1.6353616419377293
147	30.42190831890992	1.1948293894355495
148	28.53811879512209	1.2038086166360722
149	28.672260063825867	2.5733634979332893
150	29.806801865169103	2.1407770826423307
151	29.647731494591437	1.2631943270840562
152	31.764874225988457	1.213948837922472
153	31.948938237573856	1.2463491837152376
154	31.246999223327666	2.3491256057760888
155	31.69521270789934	1.1576728397145786
156	29.473574405661115	1.5665436678244853
157	30.561519803915402	1.83329027855642
158	29.106325435675117	1.4390244190542574
159	31.830572702147492	1.2091900686890016
160	31.07875740910824	1.4549012070841718
161	29.555342697432497	1.269228956869719
162	30.90262082641685	1.5848223002914605
163	30.18534843825316	1.152699463780177
164	31.424726971729896	1.073085689972326
165	31.13071660287249	1.7373665621058136
166	30.63258677056721	1.451796522009679
167	28.902248359470054	1.3050105268169483
168	28.733264090104303	1.8782104187098327
169	27.154391099134966	1.5784595652212945
170	29.27638362440249	1.368290661168844
171	27.64807966874347	0.9767590874978128
172	30.865128449683443	2.374319648969216
173	30.7668113607925	1.277972846393258
174	30.666913539484835	1.6462768429235992
175	30.993803769134825	1.410207050285062
176	30.722482437600302	2.4818338463831333
177	28.685336616083575	1.65777959584112
178	29.45714698240907	1.6214778530590719
179	28.65560870370895	0.9022877415373926
180	26.779380254358195	2.0763376096814543
181	28.89291532688115	1.7182671980529958
182	27.948271762788078	2.5303274761442505
183	28.407266968388388	0.9645043254285791
184	29.50516744020885	1.0552965519930941
185	30.10743538793372	1.9139955867118745
186	30.26703484108883	1.7109468847701856
187	30.43331702529307	1.0314814310410225
188	30.73836426714705	0.9285010661909899
189	30.934277047373314	2.3080914373270134
190	31.19032520097735	0.9901345770718962
191	31.098582252705786	1.2178325765513296
192	29.311063783787606	1.7062247343962984
193	28.73405043447534	1.8749813202341086
194	29.364786654565464	1.6861468405457665
195	28.88968407082129	1.9434702391767438
196	29.553839440300393	1.5292042873521083
197	31.235741693960968	2.2496846879234607
